Tabela 74 - Produção de origem animal, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto de origem animal - Total;;;
;Ano;;
Santa Fé (PR);2974;2877;3694
Santa Helena (PR);57064;61118;108890
Santa Inês (PR);1512;756;892
Santa Isabel do Ivaí (PR);11961;11865;15205
Santa Izabel do Oeste (PR);41879;36014;49180
Santa Lúcia (PR);10289;7080;9645
Santa Maria do Oeste (PR);42155;46722;58810
Santa Mariana (PR);511;560;76
Santa Mônica (PR);2640;2742;3449
Santana do Itararé (PR);9423;15690;22808
Santa Tereza do Oeste (PR);14100;13913;10732
Santa Terezinha de Itaipu (PR);5817;5871;3532
Santo Antônio da Platina (PR);22020;23712;27532
Santo Antônio do Caiuá (PR);2735;2533;3347
Santo Antônio do Paraíso (PR);160;344;174
Santo Antônio do Sudoeste (PR);68036;58068;84380
Santo Inácio (PR);3582;3379;3447
São Carlos do Ivaí (PR);406;363;317
São Jerônimo da Serra (PR);1586;1765;819
São João (PR);46849;55457;63271
São João do Caiuá (PR);2667;2616;3817
São João do Ivaí (PR);1170;1083;1252
São João do Triunfo (PR);620;627;872
São Jorge d'Oeste (PR);33487;31172;39277
São Jorge do Ivaí (PR);700;641;373
São Jorge do Patrocínio (PR);8762;7594;10098
São José da Boa Vista (PR);11220;11330;14158
São José das Palmeiras (PR);12802;12323;16375
São José dos Pinhais (PR);6161;6614;7062
São Manoel do Paraná (PR);1066;1410;1507
São Mateus do Sul (PR);5263;6559;9080
São Miguel do Iguaçu (PR);30502;30607;42497
São Pedro do Iguaçu (PR);15325;14174;23204
São Pedro do Ivaí (PR);429;401;922
São Pedro do Paraná (PR);5106;4820;6068
São Sebastião da Amoreira (PR);406;501;463
São Tomé (PR);1003;1110;1222
Sapopema (PR);12353;10377;10464
Sarandi (PR);4979;5212;5740
Saudade do Iguaçu (PR);18850;22658;27146
Sengés (PR);4907;4137;6061
Serranópolis do Iguaçu (PR);19608;22046;30007
Sertaneja (PR);2709;2436;2127
Sertanópolis (PR);469;458;513
Siqueira Campos (PR);30326;32036;40248
Sulina (PR);28994;30921;40728
Tamarana (PR);1635;4229;3631
Tamboara (PR);1904;2286;2401
Tapejara (PR);7912;9592;12964
Tapira (PR);9566;11356;12069
Teixeira Soares (PR);20110;31514;34253
Telêmaco Borba (PR);404;465;582
Terra Boa (PR);1786;2053;2512
Terra Rica (PR);22928;23372;30094
Terra Roxa (PR);14635;15140;15565
Tibagi (PR);10312;10670;14258
Tijucas do Sul (PR);2301;2033;2568
Toledo (PR);101825;104668;164869
Tomazina (PR);13913;7831;7076
Três Barras do Paraná (PR);39050;44368;32383
Tunas do Paraná (PR);1471;1327;1265
Tuneiras do Oeste (PR);10541;12516;15202
Tupãssi (PR);9472;8710;10364
Turvo (PR);10976;21337;26811
Ubiratã (PR);6261;3211;4262
Umuarama (PR);32025;29714;33766
União da Vitória (PR);5718;7113;9210
Uniflor (PR);848;846;1066
Uraí (PR);477;528;399
Wenceslau Braz (PR);7668;7489;7550
Ventania (PR);1850;2065;3584
Vera Cruz do Oeste (PR);20953;23264;25531
Verê (PR);27832;43026;61244
Alto Paraíso (PR);3443;3421;3419
Doutor Ulysses (PR);6946;6516;6158
Virmond (PR);12537;13350;20465
Vitorino (PR);25180;25910;34314
Xambrê (PR);9285;8871;12300
Abdon Batista (SC);2078;2067;2310
Abelardo Luz (SC);47151;52122;70340
Agrolândia (SC);8321;10231;16250
Agronômica (SC);3765;4165;5117
Água Doce (SC);10712;10683;12118
Águas de Chapecó (SC);12517;12440;15430
Águas Frias (SC);7397;5963;12885
Águas Mornas (SC);2360;2633;2914
Alfredo Wagner (SC);11601;14106;13659
Alto Bela Vista (SC);9464;10192;12732
Anchieta (SC);46150;48810;71493
Angelina (SC);6791;7427;9415
Anita Garibaldi (SC);3175;3320;4328
Anitápolis (SC);5810;6492;8444
Antônio Carlos (SC);1663;1867;2261
Apiúna (SC);3575;3681;4043
Arabutã (SC);16132;18263;19564
Araquari (SC);13858;16100;11849
Araranguá (SC);12058;13887;27981
Armazém (SC);6412;7086;8831
Arroio Trinta (SC);5637;6105;9354
Arvoredo (SC);10899;11390;12778
Ascurra (SC);1191;1215;1442
Atalanta (SC);5529;6202;5887
Aurora (SC);8249;8259;9380
Balneário Arroio do Silva (SC);65;79;100
Balneário Camboriú (SC);130;148;171
Balneário Barra do Sul (SC);519;610;582
Balneário Gaivota (SC);1564;1927;2518
Bandeirante (SC);15024;16135;14760
Barra Bonita (SC);9008;8339;11998
Barra Velha (SC);8527;3001;3106
Bela Vista do Toldo (SC);1992;2146;2239
Belmonte (SC);8197;8130;8702
Benedito Novo (SC);2569;2665;2580
Biguaçu (SC);39124;28901;48162
Blumenau (SC);22323;24628;26834
Bocaina do Sul (SC);2067;2590;2895
Bombinhas (SC);120;160;202
Bom Jardim da Serra (SC);1288;1236;1399
Bom Jesus (SC);6296;9009;10206
Bom Jesus do Oeste (SC);8871;8765;8220
Bom Retiro (SC);19382;20489;18495
Botuverá (SC);674;497;675
Braço do Norte (SC);50704;55609;63585
Braço do Trombudo (SC);4802;4253;5185
Brunópolis (SC);1656;1838;2455
Brusque (SC);589;390;361
Caçador (SC);11750;10959;14903
Caibi (SC);29981;29697;32630
Calmon (SC);4588;4910;6190
Camboriú (SC);2113;2790;3152
Capão Alto (SC);1146;933;1088
Campo Alegre (SC);3278;2925;2987
Campo Belo do Sul (SC);1251;1324;1459
Campo Erê (SC);29589;32413;41571
Campos Novos (SC);37071;30771;42324
Canelinha (SC);884;400;1152
Canoinhas (SC);12840;12291;15470
Capinzal (SC);23294;23497;29113
Capivari de Baixo (SC);68;89;111
Catanduvas (SC);10869;9908;13693
Caxambu do Sul (SC);8140;9539;16087
Celso Ramos (SC);2164;2155;2550
Cerro Negro (SC);1597;1264;1360
Chapadão do Lageado (SC);4163;4120;3879
Chapecó (SC);23745;20341;26800
Cocal do Sul (SC);3198;3803;1540
Concórdia (SC);91700;100756;126542
Cordilheira Alta (SC);7702;6225;13027
Coronel Freitas (SC);35090;52459;77355
Coronel Martins (SC);10076;9766;14468
Corupá (SC);1203;1145;1339
Correia Pinto (SC);2027;2340;2695
Criciúma (SC);9328;7838;4204
Cunha Porã (SC);58493;60107;52158
Cunhataí (SC);14804;14456;17944
Curitibanos (SC);3096;3147;4896
Descanso (SC);35251;35507;58374
Dionísio Cerqueira (SC);40416;43790;56205
Dona Emma (SC);4944;4945;5778
Doutor Pedrinho (SC);1079;1182;1677
Entre Rios (SC);3982;4242;6029
Ermo (SC);2274;2901;8478
Erval Velho (SC);12319;13746;16998
Faxinal dos Guedes (SC);41656;38125;64411
Flor do Sertão (SC);8415;8207;12163
Florianópolis (SC);885;1141;1563
Formosa do Sul (SC);12975;14297;19527
Forquilhinha (SC);5609;4649;4574
Fraiburgo (SC);6979;7512;11816
Frei Rogério (SC);1845;1823;2423
Galvão (SC);12204;13412;18587
Garopaba (SC);803;970;1076
Garuva (SC);1901;2315;2633
Gaspar (SC);6178;6676;7104
Governador Celso Ramos (SC);6825;8673;8770
Grão-Pará (SC);24629;26344;28151
Gravatal (SC);3051;3249;3919
Guabiruba (SC);296;373;376
Guaraciaba (SC);58510;65260;103960
Guaramirim (SC);1098;1190;1237
Guarujá do Sul (SC);15527;19704;25249
Guatambú (SC);20080;23624;33191
Herval d'Oeste (SC);5186;5077;5976
Ibiam (SC);4141;4826;6994
Ibicaré (SC);8241;8573;10620
Ibirama (SC);2533;2007;2549
Içara (SC);10363;5665;8355
Ilhota (SC);9907;13591;16389
Imaruí (SC);4293;2205;2679
Imbituba (SC);1480;962;1183
Imbuia (SC);5215;5300;6150
Indaial (SC);3344;3640;4124
Iomerê (SC);13844;14133;22103
Ipira (SC);9467;8586;10454
Iporã do Oeste (SC);39790;42380;59780
Ipuaçu (SC);15420;17174;19367
Ipumirim (SC);20339;22270;27168
Iraceminha (SC);23773;25531;23403
Irani (SC);12086;12398;17092
Irati (SC);8421;8785;13067
Irineópolis (SC);4769;4667;7562
Itá (SC);14671;15830;20249
Itaiópolis (SC);5494;5748;9009
Itajaí (SC);14143;18058;17038
Itapema (SC);579;718;758
Itapiranga (SC);72190;72288;106761
Itapoá (SC);410;480;355
Ituporanga (SC);10491;12507;16247
Jaborá (SC);8240;8229;9165
Jacinto Machado (SC);1154;1689;2052
Jaguaruna (SC);14529;14128;16879
Jaraguá do Sul (SC);8352;8437;8922
Jardinópolis (SC);3545;5715;7661
Joaçaba (SC);9713;9603;10816
Joinville (SC);16875;13187;6660
José Boiteux (SC);2002;1984;2247
Jupiá (SC);12011;12551;16121
Lacerdópolis (SC);7112;6960;8683
Lages (SC);8506;10480;7340
Laguna (SC);2659;629;186
Lajeado Grande (SC);5086;5723;6261
Laurentino (SC);3389;3897;5088
Lauro Müller (SC);11775;14223;15633
Lebon Régis (SC);3175;4131;5514
Leoberto Leal (SC);3662;3572;4377
Lindóia do Sul (SC);20899;21442;29091
Lontras (SC);3079;2476;3136
Luiz Alves (SC);2057;2104;2563
Luzerna (SC);5341;5181;6699
Macieira (SC);2294;3715;5912
Mafra (SC);23807;23803;24917
Major Gercino (SC);1459;960;989
Major Vieira (SC);5832;5188;6384
Maracajá (SC);437;696;781
Maravilha (SC);20062;17896;22230
Marema (SC);13203;13005;16295
Massaranduba (SC);1978;1858;1867
Matos Costa (SC);1533;1759;3565
Meleiro (SC);2506;3415;4604
Mirim Doce (SC);1907;2672;3198
Modelo (SC);14290;14917;23230
Mondaí (SC);30509;21115;25403
Monte Carlo (SC);471;467;1093
Monte Castelo (SC);2288;2391;3152
Morro da Fumaça (SC);2209;1981;1314
Morro Grande (SC);2906;3879;4604
Navegantes (SC);3955;4701;1981
Nova Erechim (SC);16816;14197;17397
Nova Itaberaba (SC);9237;10410;15061
Nova Trento (SC);1664;1488;2068
Nova Veneza (SC);5801;5710;5687
Novo Horizonte (SC);19010;21144;29028
Orleans (SC);23409;29220;33486
Otacílio Costa (SC);1428;1574;1562
Ouro (SC);8894;8628;10196
Ouro Verde (SC);10046;10396;15868
Paial (SC);4863;5002;7299
Painel (SC);778;810;937
Palhoça (SC);8014;3109;3247
Palma Sola (SC);16187;19899;26024
Palmeira (SC);899;1046;1313
Palmitos (SC);56804;57053;63115
Papanduva (SC);5207;4923;6751
Paraíso (SC);16653;20763;31498
Passo de Torres (SC);329;437;546
Passos Maia (SC);10852;14965;21985
Paulo Lopes (SC);3169;3646;4044
Pedras Grandes (SC);1845;1911;1251
Penha (SC);3722;4283;4303
Peritiba (SC);11398;11989;16024
Pescaria Brava (SC);236;265;274
Petrolândia (SC);18453;19442;23851
Balneário Piçarras (SC);3196;2833;2812
Pinhalzinho (SC);25988;20995;37012
Pinheiro Preto (SC);4241;4095;4163
Piratuba (SC);7370;7475;10869
Planalto Alegre (SC);7399;7589;10055
Pomerode (SC);4472;5122;5253
Ponte Alta (SC);23361;13160;13579
Ponte Alta do Norte (SC);781;767;999
Ponte Serrada (SC);9263;11142;13457
Porto Belo (SC);1641;1994;1369
Porto União (SC);9254;9490;13795
Pouso Redondo (SC);11969;13626;14504
Praia Grande (SC);295;376;501
Presidente Castello Branco (SC);10531;12907;19619
Presidente Getúlio (SC);16138;18848;22103
Presidente Nereu (SC);1274;1432;1790
Princesa (SC);19156;17145;27410
Quilombo (SC);39923;42021;66006
Rancho Queimado (SC);1810;1837;2460
Rio das Antas (SC);8686;10100;12913
Rio do Campo (SC);5190;6204;7071
Rio do Oeste (SC);16726;16220;21363
Rio dos Cedros (SC);5189;5366;5493
Rio do Sul (SC);4741;4873;6317
Rio Fortuna (SC);34397;35423;42791
Rio Negrinho (SC);1991;2038;2225
Rio Rufino (SC);3013;3418;4048
Riqueza (SC);11703;13290;13810
Rodeio (SC);2349;2457;2462
Romelândia (SC);24154;24120;32755
Salete (SC);11569;11714;13657
Saltinho (SC);14805;17152;22300
Salto Veloso (SC);6168;6740;10643
Sangão (SC);546;1686;2307
Santa Cecília (SC);938;1017;1244
Santa Helena (SC);13616;14435;27031
Santa Rosa de Lima (SC);3294;4632;6008
Santa Rosa do Sul (SC);1442;1755;2227
Santa Terezinha (SC);5748;6399;6605
Santa Terezinha do Progresso (SC);9747;10277;11932
Santiago do Sul (SC);7854;8859;11512
Santo Amaro da Imperatriz (SC);3058;3536;3990
São Bernardino (SC);16143;19298;24605
São Bento do Sul (SC);2218;2353;2568
São Bonifácio (SC);3200;3208;4835
São Carlos (SC);29137;30531;41889
São Cristóvão do Sul (SC);1027;1051;1249
São Domingos (SC);39605;42755;57491
São Francisco do Sul (SC);893;1054;827
São João do Oeste (SC);51523;51945;70444
São João Batista (SC);533;510;511
São João do Itaperiú (SC);725;531;811
São João do Sul (SC);865;1649;1893
São Joaquim (SC);2952;3088;3565
São José (SC);1769;1882;2194
São José do Cedro (SC);51817;52070;83369
São José do Cerrito (SC);2282;2521;2981
São Lourenço do Oeste (SC);62770;67792;110257
São Ludgero (SC);71750;79314;76295
São Martinho (SC);6246;7336;13135
São Miguel da Boa Vista (SC);12131;9289;14611
São Miguel do Oeste (SC);36276;36471;46550
São Pedro de Alcântara (SC);1361;1556;2160
Saudades (SC);29514;35786;46698
Schroeder (SC);2668;2227;2254
Seara (SC);35437;39986;57221
Serra Alta (SC);12203;12689;17566
Siderópolis (SC);3222;3733;3288
Sombrio (SC);2042;2820;3643
Sul Brasil (SC);12260;14919;15951
Taió (SC);13175;23546;26785
Tangará (SC);10607;12869;15939
Tigrinhos (SC);7928;7765;11275
Tijucas (SC);658;791;764
Timbé do Sul (SC);4785;6170;7212
Timbó (SC);2803;2959;3154
Timbó Grande (SC);472;475;772
Três Barras (SC);1570;1402;1919
Treviso (SC);1101;952;1149
Treze de Maio (SC);4723;5478;8298
Treze Tílias (SC);16440;16391;19054
Trombudo Central (SC);3717;4440;4195
Tubarão (SC);2734;2922;3966
Tunápolis (SC);31972;33807;50813
Turvo (SC);6639;7826;10449
União do Oeste (SC);6552;8050;11541
Urubici (SC);6909;7851;10543
Urupema (SC);905;1069;1918
Urussanga (SC);4681;7980;8827
Vargeão (SC);20913;19497;21538
Vargem (SC);1082;1150;1225
Vargem Bonita (SC);3222;3164;3636
Vidal Ramos (SC);5570;5246;6478
Videira (SC);27862;24763;35015
Vitor Meireles (SC);5676;5174;7133
Witmarsum (SC);8911;8470;9854
Xanxerê (SC);36963;32617;48362
Xavantina (SC);31464;32842;49458
Xaxim (SC);40956;35583;40996
Zortéa (SC);3979;3713;3310
Balneário Rincão (SC);26;27;29
Aceguá (RS);27775;31077;55396
Água Santa (RS);19677;27027;35330
Agudo (RS);3073;4277;5405
Ajuricaba (RS);33467;37592;41779
Alecrim (RS);13229;11306;10992
Alegrete (RS);17072;20568;22667
Alegria (RS);12316;12539;14782
Almirante Tamandaré do Sul (RS);11109;13065;15692
Alpestre (RS);8423;6706;9558
Alto Alegre (RS);7073;8072;9786
Alto Feliz (RS);20016;25444;33117
Alvorada (RS);109;57;90
Amaral Ferrador (RS);864;1019;1061
Ametista do Sul (RS);3234;2691;2671
André da Rocha (RS);4416;5237;5792
Anta Gorda (RS);20500;20101;20370
Antônio Prado (RS);15473;22561;29306
Arambaré (RS);221;316;293
Araricá (RS);162;115;138
Aratiba (RS);24663;23611;40857
Arroio do Meio (RS);26213;27292;34868
Arroio do Sal (RS);147;246;325
Arroio do Padre (RS);3619;4205;4405
Arroio dos Ratos (RS);999;1125;1336
Arroio do Tigre (RS);6972;7396;10825
Arroio Grande (RS);3651;4777;4029
Arvorezinha (RS);7014;7026;6956
Augusto Pestana (RS);40682;48302;56743
Áurea (RS);7074;7943;6913
Bagé (RS);8621;9247;13122
Balneário Pinhal (RS);198;203;142
Barão (RS);9307;8170;11089
Barão de Cotegipe (RS);19128;14446;18100
Barão do Triunfo (RS);2045;1620;2152
Barracão (RS);9416;9927;7063
Barra do Guarita (RS);2726;2648;3266
Barra do Quaraí (RS);2204;2375;2781
Barra do Ribeiro (RS);609;755;783
Barra do Rio Azul (RS);10582;12067;16824
Barra Funda (RS);5692;6397;6173
Barros Cassal (RS);2159;2771;3570
Benjamin Constant do Sul (RS);2634;2301;2623
Bento Gonçalves (RS);4417;2972;1588
Boa Vista das Missões (RS);9454;9575;9213
Boa Vista do Buricá (RS);23313;23841;31839
Boa Vista do Cadeado (RS);7256;8195;12778
Boa Vista do Incra (RS);10177;11195;13408
Boa Vista do Sul (RS);6150;7213;5203
Bom Jesus (RS);8499;8448;7475
Bom Princípio (RS);6769;6027;7533
Bom Progresso (RS);4792;4391;5183
Bom Retiro do Sul (RS);10092;10775;14036
Boqueirão do Leão (RS);3393;3557;4262
Bossoroca (RS);5485;4917;5426
Bozano (RS);4332;5200;6501
Braga (RS);3080;2954;3633
Brochier (RS);6476;5792;6411
Butiá (RS);2219;1160;1526
Caçapava do Sul (RS);8544;9511;10418
Cacequi (RS);3900;4322;5108
Cachoeira do Sul (RS);8325;8416;11246
Cachoeirinha (RS);51;43;57
Cacique Doble (RS);9553;11050;14809
Caibaté (RS);6723;7486;8059
Caiçara (RS);11867;10573;15832
Camaquã (RS);3479;3761;3708
Camargo (RS);17754;16029;20909
Cambará do Sul (RS);3470;3432;3313
Campestre da Serra (RS);1085;907;699
Campina das Missões (RS);24935;25301;41563
Campinas do Sul (RS);8075;8915;12053
Campo Bom (RS);572;514;516
Campo Novo (RS);4815;4414;5652
Campos Borges (RS);4137;4923;6577
Candelária (RS);4689;5113;6181
Cândido Godói (RS);26511;28397;45943
Candiota (RS);4685;5051;8181
Canela (RS);1184;1128;775
Canguçu (RS);25639;20750;36279
Canoas (RS);54;51;45
Canudos do Vale (RS);8624;8430;10898
Capão Bonito do Sul (RS);2144;3740;4288
Capão da Canoa (RS);82;249;400
Capão do Cipó (RS);2782;2975;2920
Capão do Leão (RS);16693;11593;11923
Capivari do Sul (RS);129;83;67
Capela de Santana (RS);7835;7554;7410
Capitão (RS);10864;10936;12848
Carazinho (RS);5204;4615;12536
Caraá (RS);1096;1282;1589
Carlos Barbosa (RS);34761;31673;36849
Carlos Gomes (RS);5204;3758;4739
Casca (RS);50039;49611;55413
Caseiros (RS);13172;14426;16481
Catuípe (RS);18642;25574;30352
Caxias do Sul (RS);24961;30993;29555
Centenário (RS);6639;3552;3821
Cerrito (RS);8069;9434;9772
Cerro Branco (RS);725;777;972
Cerro Grande (RS);10265;11092;9793
Cerro Grande do Sul (RS);1017;920;908
Cerro Largo (RS);20097;18688;25125
Chapada (RS);56283;58673;59290
Charqueadas (RS);1024;1458;1438
Charrua (RS);6855;9054;10019
Chiapetta (RS);11322;14018;16977
Chuí (RS);442;405;636
Chuvisca (RS);708;716;981
Cidreira (RS);54;90;86
Ciríaco (RS);22068;22649;29571
Colinas (RS);9870;9745;13195
Colorado (RS);9864;10667;15455
Condor (RS);13016;14358;18840
Constantina (RS);18545;18419;20019
Coqueiro Baixo (RS);6739;6619;8161
Coqueiros do Sul (RS);16295;18400;18632
Coronel Barros (RS);7877;7857;8861
Coronel Bicaco (RS);14516;14264;12949
Coronel Pilar (RS);3236;1507;1616
Cotiporã (RS);7535;7819;7921
Coxilha (RS);21179;14470;19980
Crissiumal (RS);32475;29658;39759
Cristal (RS);2580;2897;3538
Cristal do Sul (RS);3006;2875;3321
Cruz Alta (RS);8135;8681;13149
Cruzaltense (RS);7494;9289;11346
Cruzeiro do Sul (RS);22895;20985;24656
David Canabarro (RS);23939;23259;26845
Derrubadas (RS);12062;10639;13966
Dezesseis de Novembro (RS);1768;1512;1485
Dilermando de Aguiar (RS);1894;2020;3071
Dois Irmãos (RS);1876;1864;1612
Dois Irmãos das Missões (RS);20503;21397;19251
Dois Lajeados (RS);9198;9219;9226
Dom Feliciano (RS);1838;1568;1878
Dom Pedro de Alcântara (RS);246;281;410
Dom Pedrito (RS);16130;17424;21421
Dona Francisca (RS);934;1135;1413
Doutor Maurício Cardoso (RS);13245;13604;18101
Doutor Ricardo (RS);3779;3614;4486
Eldorado do Sul (RS);16362;13612;17908
Encantado (RS);6489;6390;7736
Encruzilhada do Sul (RS);2863;2945;2940
Engenho Velho (RS);2213;2277;3076
Entre-Ijuís (RS);21554;27851;31846
Entre Rios do Sul (RS);2894;4092;5285
Erebango (RS);11362;13529;16357
Erechim (RS);14693;15425;21028
Ernestina (RS);15883;14328;16416
Herval (RS);4382;5312;6292
Erval Grande (RS);5878;4820;6874
Erval Seco (RS);43028;42251;47071
Esmeralda (RS);1417;1653;2398
Esperança do Sul (RS);13000;11648;15684
Espumoso (RS);11583;12380;15385
Estação (RS);17289;16227;13977
Estância Velha (RS);585;583;538
Esteio (RS);31;32;30
Estrela (RS);41503;38616;51935
Estrela Velha (RS);5170;5182;5865
Eugênio de Castro (RS);8752;10736;11748
Fagundes Varela (RS);13718;12674;12837
Farroupilha (RS);58059;70359;81606
Faxinal do Soturno (RS);1128;1478;2077
Faxinalzinho (RS);2269;2730;4117
Fazenda Vilanova (RS);15390;26797;13367
Feliz (RS);6588;5688;7127
Flores da Cunha (RS);20884;27488;30745
Floriano Peixoto (RS);5029;3732;3909
Fontoura Xavier (RS);18043;19589;22587
Formigueiro (RS);926;893;956
Forquetinha (RS);8912;9695;12127
Fortaleza dos Valos (RS);18319;20271;22942
Frederico Westphalen (RS);15313;15406;17547
Garibaldi (RS);4128;4185;5213
Garruchos (RS);2661;2488;2602
Gaurama (RS);17000;19484;15830
General Câmara (RS);2772;3173;4944
Gentil (RS);19196;23538;31260
Getúlio Vargas (RS);16034;19884;21746
Giruá (RS);16333;19182;23601
Glorinha (RS);2031;2318;2879
Gramado (RS);1111;1093;2109
Gramado dos Loureiros (RS);5538;6291;6839
Gramado Xavier (RS);1686;1596;1809
Gravataí (RS);4806;3685;2608
Guabiju (RS);17661;21702;24650
Guaíba (RS);17056;25663;12788
Guaporé (RS);22910;22965;22686
Guarani das Missões (RS);9875;12496;13703
Harmonia (RS);5128;4489;5338
Herveiras (RS);846;956;1055
Horizontina (RS);19588;20971;26536
Hulha Negra (RS);13280;12738;19609
Humaitá (RS);17291;15492;20686
Ibarama (RS);1324;1201;1388
Ibiaçá (RS);13930;13760;15307
Ibiraiaras (RS);22176;30588;25261
Ibirapuitã (RS);16672;17218;20804
Ibirubá (RS);45064;48615;69614
Igrejinha (RS);1356;1303;1580
Ijuí (RS);53089;51464;54365
Ilópolis (RS);4519;4460;4326
Imbé (RS);29;45;59
Imigrante (RS);7972;8360;11219
Independência (RS);15297;21911;26088
Inhacorá (RS);2203;2553;3275
Ipê (RS);8753;11070;15108
Ipiranga do Sul (RS);12892;10601;11571
Iraí (RS);8828;10462;12881
Itaara (RS);283;470;568
Itacurubi (RS);2399;2451;2786
Itapuca (RS);3428;3602;3604
Itaqui (RS);3446;3581;3965
Itati (RS);271;355;419
Itatiba do Sul (RS);3265;4241;5859
Ivorá (RS);2210;2353;2798
Ivoti (RS);1165;1119;1147
Jaboticaba (RS);22214;22718;19277
Jacuizinho (RS);2575;3356;4410
Jacutinga (RS);4060;7422;5520
Jaguarão (RS);3180;3091;2057
Jaguari (RS);2560;2875;2934
Jaquirana (RS);9317;9131;6832
Jari (RS);1537;1764;2642
Jóia (RS);27242;27676;31329
Júlio de Castilhos (RS);26071;23935;27933
Lagoa Bonita do Sul (RS);583;639;851
Lagoão (RS);1873;2084;2483
Lagoa dos Três Cantos (RS);8520;9108;11114
Lagoa Vermelha (RS);13045;15644;17847
Lajeado (RS);8110;11425;16865
Lajeado do Bugre (RS);7138;7143;6275
Lavras do Sul (RS);6746;6524;6717
Liberato Salzano (RS);27512;27750;25901
Lindolfo Collor (RS);888;849;714
Linha Nova (RS);602;652;744
Machadinho (RS);8331;8473;9673
Maçambará (RS);2045;2200;2563
Mampituba (RS);301;347;444
Manoel Viana (RS);1915;2090;2515
Maquiné (RS);503;694;1011
Maratá (RS);14822;11833;12302
Marau (RS);44974;54635;64104
Marcelino Ramos (RS);12541;11932;13549
Mariana Pimentel (RS);421;365;478
Mariano Moro (RS);5644;6174;8884
Marques de Souza (RS);12505;10561;14181
Mata (RS);1026;1101;1778
Mato Castelhano (RS);9787;10187;12695
Mato Leitão (RS);6795;6681;7537
Mato Queimado (RS);7475;7867;8455
Maximiliano de Almeida (RS);7880;8294;10491
Minas do Leão (RS);239;253;377
Miraguaí (RS);23978;23238;23530
Montauri (RS);12241;12408;11235
Monte Alegre dos Campos (RS);526;510;1089
Monte Belo do Sul (RS);2095;1600;1175
Montenegro (RS);28030;19041;20033
Mormaço (RS);15047;8671;10483
Morrinhos do Sul (RS);318;377;453
Morro Redondo (RS);5320;4910;4675
Morro Reuter (RS);17931;17913;28219
Mostardas (RS);2041;494;987
Muçum (RS);2378;2072;2595
Muitos Capões (RS);3526;4492;4700
Muliterno (RS);9112;10034;11367
Não-Me-Toque (RS);13291;16394;16994
Nicolau Vergueiro (RS);11968;14700;16514
Nonoai (RS);6627;6625;8308
Nova Alvorada (RS);12893;14859;14835
Nova Araçá (RS);16676;20030;19884
Nova Bassano (RS);54754;26363;29379
Nova Boa Vista (RS);11204;12142;12516
Nova Bréscia (RS);6943;7345;10402
Nova Candelária (RS);20969;21443;28726
Nova Esperança do Sul (RS);2325;1929;2162
Nova Hartz (RS);333;339;400
Nova Pádua (RS);1671;1714;2005
Nova Palma (RS);8299;15123;14209
Nova Petrópolis (RS);13747;13367;25611
Nova Prata (RS);35008;43207;47326
Nova Ramada (RS);11455;12649;14819
Nova Roma do Sul (RS);7242;7390;9737
Nova Santa Rita (RS);440;382;341
Novo Cabrais (RS);5620;6257;7084
Novo Hamburgo (RS);4404;4389;4348
Novo Machado (RS);6685;6095;7181
Novo Tiradentes (RS);11756;11008;9865
Novo Xingu (RS);6123;8334;9097
Novo Barreiro (RS);20153;18676;18915
Osório (RS);568;684;898
Paim Filho (RS);12877;13193;18250
Palmares do Sul (RS);1469;210;215
Palmeira das Missões (RS);66095;65924;67026
Palmitinho (RS);11051;10888;15855
Panambi (RS);17138;18750;24880
Pantano Grande (RS);2671;1681;2166
Paraí (RS);23464;29177;30473
Paraíso do Sul (RS);1253;1388;1781
Pareci Novo (RS);7727;4711;4552
Parobé (RS);813;758;932
Passa Sete (RS);1516;1708;1875
Passo do Sobrado (RS);3619;3067;4418
Passo Fundo (RS);39306;31329;39190
Paulo Bento (RS);3932;6716;9064
Paverama (RS);11741;12771;13014
Pedras Altas (RS);4931;4981;5980
Pedro Osório (RS);987;1147;1135
Pejuçara (RS);10456;11737;14261
Pelotas (RS);26117;27840;27301
Picada Café (RS);2092;1941;1993
Pinhal (RS);14813;14698;13076
Pinhal da Serra (RS);5676;7384;7711
Pinhal Grande (RS);5249;5263;6463
Pinheirinho do Vale (RS);10544;10469;15402
Pinheiro Machado (RS);5781;5516;5379
Pinto Bandeira (RS);2749;2284;1956
Pirapó (RS);3865;4033;5191
Piratini (RS);5606;6838;5636
Planalto (RS);7328;7124;8711
Poço das Antas (RS);1834;1854;2235
Pontão (RS);27111;23128;24593
Ponte Preta (RS);8216;6621;7491
Portão (RS);6018;5841;7108
Porto Alegre (RS);9417;8140;8095
Porto Lucena (RS);11544;11296;15354
Porto Mauá (RS);8345;7292;9685
Porto Vera Cruz (RS);3588;3582;4345
Porto Xavier (RS);4239;4212;3761
Pouso Novo (RS);11830;13688;16317
Presidente Lucena (RS);1025;1048;1159
Progresso (RS);11038;10731;14622
Protásio Alves (RS);14696;17555;18328
Putinga (RS);14416;14329;13842
Quaraí (RS);7837;10625;10076
Quatro Irmãos (RS);4717;4233;6091
Quevedos (RS);2852;3006;2003
Quinze de Novembro (RS);24311;34008;37099
Redentora (RS);27508;27721;24125
Relvado (RS);7773;7822;8034
Restinga Sêca (RS);3558;3183;3391
Rio dos Índios (RS);2132;2537;3212
