Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010;;;;;;;;;
Ano;Cód.;Microrregião Geográfica;Produto Interno Bruto a preços correntes (Mil Reais);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica (%);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica (%);Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total (%)
2010;51021;Rondonópolis (MT);6604734;-;59,92;13,24;29,24;43,35;14,17
2010;51022;Alto Araguaia (MT);1227936;-;11,14;28,69;19,39;40,91;11
2010;52001;São Miguel do Araguaia (GO);1135550;-;40,89;28,69;20,86;31,66;18,78
2010;52002;Rio Vermelho (GO);1038476;-;37,4;31,37;10,27;36,34;22,02
2010;52003;Aragarças (GO);602985;-;21,71;29,39;12,02;35,5;23,09
2010;52004;Porangatu (GO);4012682;-;84,21;10,05;44,53;29,72;15,69
2010;52005;Chapada dos Veadeiros (GO);752210;-;15,79;16,16;37,99;23,77;22,07
2010;52006;Ceres (GO);2634291;-;4,63;14,02;22,31;40,56;23,11
2010;52007;Anápolis (GO);13331107;-;23,44;3,79;43,02;40,93;12,26
2010;52008;Iporá (GO);591632;-;1,04;23,45;8,95;40,97;26,63
2010;52009;Anicuns (GO);1436868;-;2,53;15,89;28,57;35,62;19,92
2010;52010;Goiânia (GO);38880717;-;68,36;0,93;24,68;59,63;14,76
2010;52011;Vão do Paranã (GO);783820;-;7,68;17,27;11,13;37,19;34,41
2010;52012;Entorno de Brasília (GO);9424930;-;92,32;14,34;16,94;42,2;26,52
2010;52013;Sudoeste de Goiás (GO);11329429;-;35,24;29,93;21,92;37,18;10,97
2010;52014;Vale do Rio dos Bois (GO);2546187;-;7,92;28,23;31,86;27,18;12,74
2010;52015;Meia Ponte (GO);7244128;-;22,54;16,54;26,46;42,59;14,41
2010;52016;Pires do Rio (GO);1428433;-;4,44;33,41;13,11;35,57;17,92
2010;52017;Catalão (GO);6665850;-;20,74;13,47;47,46;31,68;7,39
2010;52018;Quirinópolis (GO);2930814;-;9,12;13,69;53,56;22,49;10,26
2010;53001;Brasília (DF);144174102;-;100;0,27;7,55;47,9;44,28
2011;11001;Porto Velho (RO);12509935;-;92,35;4,65;36,57;37,72;21,06
2011;11002;Guajará-Mirim (RO);1036310;-;7,65;12,33;5,99;47,37;34,31
2011;11003;Ariquemes (RO);2528880;-;18,03;14,25;20,41;33,89;31,45
2011;11004;Ji-Paraná (RO);4367054;-;31,13;14,45;14,45;40,45;30,66
2011;11005;Alvorada D'Oeste (RO);809170;-;5,77;25,93;12,25;23,72;38,09
2011;11006;Cacoal (RO);3150783;-;22,46;15,52;13,58;37,49;33,42
2011;11007;Vilhena (RO);2430135;-;17,32;9,72;15,41;47,01;27,87
2011;11008;Colorado do Oeste (RO);742446;-;5,29;27,96;9,68;29,91;32,45
2011;12001;Cruzeiro do Sul (AC);1132820;-;68,74;14,6;6,44;28,34;50,61
2011;12002;Tarauacá (AC);515148;-;31,26;18,26;3,78;16,39;61,58
2011;12003;Sena Madureira (AC);376973;-;5,16;21,31;3,54;17,72;57,43
2011;12004;Rio Branco (AC);6383902;-;87,43;7,22;14,26;48,75;29,77
2011;12005;Brasiléia (AC);540591;-;7,4;24,17;5,31;23,46;47,06
2011;13001;Rio Negro (AM);455923;-;78,23;13,27;7,21;18,63;60,89
2011;13002;Japurá (AM);126841;-;21,77;24,02;3,24;10,44;62,31
2011;13003;Alto Solimões (AM);1124723;-;61,36;18,66;4,19;16,8;60,36
2011;13004;Juruá (AM);708232;-;38,64;31,49;4,05;14,15;50,31
2011;13005;Tefé (AM);696157;-;1,05;23,93;17,6;20,9;37,57
2011;13006;Coari (AM);4200765;-;6,32;18,65;54,52;14,81;12,01
2011;13007;Manaus (AM);57554144;-;86,55;2,24;47,44;37,97;12,34
2011;13008;Rio Preto da Eva (AM);827768;-;1,24;23,95;35,94;17,01;23,1
2011;13009;Itacoatiara (AM);1538223;-;2,31;29,3;13,6;26,89;30,21
2011;13010;Parintins (AM);1682977;-;2,53;36,73;4,25;16,86;42,16
2011;13011;Boca do Acre (AM);288294;-;15,85;27,54;7,51;16,43;48,53
2011;13012;Purus (AM);453053;-;24,91;41,49;3,15;11,97;43,39
2011;13013;Madeira (AM);1077301;-;59,24;34,45;5,75;17,1;42,69
2011;14001;Boa Vista (RR);5891213;-;93,33;0,94;13,26;41,23;44,57
2011;14002;Nordeste de Roraima (RR);421105;-;6,67;13,26;4,43;7,84;74,47
2011;14003;Caracaraí (RR);475850;-;48;6,84;10,09;16,43;66,64
2011;14004;Sudeste de Roraima (RR);515552;-;52;8,26;8,01;15,96;67,77
2011;15001;Óbidos (PA);2628725;-;36,73;12,11;47,85;22,8;17,24
2011;15002;Santarém (PA);3840904;-;53,66;24,66;9,62;37,31;28,41
2011;15003;Almeirim (PA);687735;-;9,61;13,22;41,11;19,15;26,51
2011;15004;Portel (PA);584649;-;25,64;26,53;5,98;16,33;51,16
2011;15005;Furos de Breves (PA);959969;-;42,1;21,7;7,25;20,09;50,95
2011;15006;Arari (PA);735484;-;32,26;35,61;3,07;14,95;46,37
2011;15007;Belém (PA);30101976;-;91,45;0,5;22,1;60,93;16,48
2011;15008;Castanhal (PA);2816128;-;8,55;13,74;16,88;45,53;23,85
2011;15009;Salgado (PA);1138629;-;11,01;20,59;4,16;27,21;48,04
2011;15010;Bragantina (PA);2309769;-;22,33;19,21;12,83;32,05;35,92
2011;15011;Cametá (PA);2269483;-;21,94;31,02;4,49;22,19;42,3
2011;15012;Tomé-Açu (PA);2034306;-;19,67;30,61;15,01;20,51;33,87
2011;15013;Guamá (PA);2589729;-;25,04;31,19;12,89;18,78;37,14
2011;15014;Itaituba (PA);1712627;-;39,83;21,46;22,27;24,53;31,73
2011;15015;Altamira (PA);2586772;-;60,17;26;20,57;28,5;24,93
2011;15016;Tucuruí (PA);4478932;-;10,74;8,84;56,81;16,17;18,19
2011;15017;Paragominas (PA);3627953;-;8,7;29,51;26,61;24,63;19,25
2011;15018;São Félix do Xingu (PA);1638656;-;3,93;29,09;21,76;24,65;24,49
2011;15019;Parauapebas (PA);24532486;-;58,81;1,1;81,81;14,32;2,76
2011;15020;Marabá (PA);4114863;-;9,86;5,99;26,4;47,73;19,89
2011;15021;Redenção (PA);2067826;-;4,96;19,02;15,31;43,57;22,09
2011;15022;Conceição do Araguaia (PA);1253136;-;3;26,07;25,74;23,49;24,7
2011;16001;Oiapoque (AP);334769;-;58,37;6,7;8,74;27,5;57,06
2011;16002;Amapá (AP);238726;-;41,63;20,73;1,59;13,66;64,02
2011;16003;Macapá (AP);8155671;-;92,3;1,65;9,63;44,61;44,1
2011;16004;Mazagão (AP);680062;-;7,7;4,23;6,73;22,99;66,05
2011;17001;Bico do Papagaio (TO);1317345;-;12,47;9,41;9,03;23,98;57,58
2011;17002;Araguaína (TO);3597476;-;34,06;7,2;18,99;41,97;31,85
2011;17003;Miracema do Tocantins (TO);1672671;-;15,84;17,08;21,49;26,67;34,77
2011;17004;Rio Formoso (TO);1535372;-;14,54;23,19;15,44;30,51;30,85
2011;17005;Gurupi (TO);2437818;-;23,08;10,01;30,81;33,27;25,91
2011;17006;Porto Nacional (TO);5762884;-;74,03;7,51;19,37;46,81;26,31
2011;17007;Jalapão (TO);709648;-;9,12;32,88;7,44;19,53;40,15
2011;17008;Dianópolis (TO);1312473;-;16,86;27,2;18,63;19,57;34,61
2011;21001;Litoral Ocidental Maranhense (MA);641624;-;2,38;18,14;5,2;24,04;52,62
2011;21002;Aglomeração Urbana de São Luís (MA);21436366;-;79,5;0,34;28,78;56,92;13,96
2011;21003;Rosário (MA);883697;-;3,28;9,96;26,48;29,16;34,4
2011;21004;Lençóis Maranhenses (MA);651054;-;2,41;15,51;4,63;29,12;50,74
2011;21005;Baixada Maranhense (MA);2360427;-;8,75;20,51;6,46;29,29;43,74
2011;21006;Itapecuru Mirim (MA);990055;-;3,67;12,99;19,9;27,8;39,31
2011;21007;Gurupi (MA);1058352;-;10,71;22,88;13,05;24,68;39,39
2011;21008;Pindaré (MA);3314593;-;33,55;21,35;6,52;36,4;35,73
2011;21009;Imperatriz (MA);5507598;-;55,74;7,91;17,46;54,17;20,45
2011;21010;Médio Mearim (MA);2136717;-;46,77;18,01;6,05;40,77;35,18
2011;21011;Alto Mearim e Grajaú (MA);1460049;-;31,96;24,25;6,71;30,93;38,1
2011;21012;Presidente Dutra (MA);971871;-;21,27;17,39;7,48;39,35;35,78
2011;21013;Baixo Parnaíba Maranhense (MA);554187;-;8,37;21,1;4,59;28,03;46,27
2011;21014;Chapadinha (MA);1093770;-;16,52;22,97;6,96;32,38;37,69
2011;21015;Codó (MA);1241428;-;18,75;9,56;14,11;35,94;40,39
2011;21016;Coelho Neto (MA);358004;-;5,41;9,34;8,29;32,2;50,16
2011;21017;Caxias (MA);2438597;-;36,84;4,7;13,38;47,11;34,81
2011;21018;Chapadas do Alto Itapecuru (MA);934265;-;14,11;20,01;6,86;33,87;39,25
2011;21019;Porto Franco (MA);1047245;-;25,47;14,29;37,4;27,38;20,94
2011;21020;Gerais de Balsas (MA);2423242;-;58,95;38,68;8,32;41,69;11,31
2011;21021;Chapadas das Mangabeiras (MA);640394;-;15,58;46,83;8,01;23,93;21,23
2011;22001;Baixo Parnaíba Piauiense (PI);1449247;-;44,53;7,64;6,31;30,14;55,92
2011;22002;Litoral Piauiense (PI);1805459;-;55,47;6,96;9,4;41,81;41,83
2011;22003;Teresina (PI);13104842;-;86,27;0,84;22,15;55,64;21,37
2011;22004;Campo Maior (PI);1006870;-;6,63;9,12;7,09;29,79;54,01
2011;22005;Médio Parnaíba Piauiense (PI);588796;-;3,88;11,46;7;26,15;55,4
2011;22006;Valença do Piauí (PI);489584;-;3,22;14,17;5,58;27,94;52,31
2011;22007;Alto Parnaíba Piauiense (PI);1078737;-;24,53;50,96;18,51;19,22;11,3
2011;22008;Bertolínia (PI);363630;-;8,27;29,93;20,72;19,77;29,57
2011;22009;Floriano (PI);1081560;-;24,59;8,04;20,54;41,52;29,9
2011;22010;Alto Médio Gurguéia (PI);777499;-;17,68;38,38;5,24;27,45;28,93
2011;22011;São Raimundo Nonato (PI);653183;-;14,85;10,82;6,21;31,24;51,73
2011;22012;Chapadas do Extremo Sul Piauiense (PI);443229;-;10,08;16,96;9,98;26,02;47,04
2011;22013;Picos (PI);1414936;-;45,66;7,46;8,8;48,21;35,54
2011;22014;Pio IX (PI);284289;-;9,17;21,46;6,9;23,62;48,02
2011;22015;Alto Médio Canindé (PI);1399503;-;45,16;11,73;16,39;24;47,89
2011;23001;Litoral de Camocim e Acaraú (CE);1967702;-;22,51;13,73;15,74;29,4;41,12
2011;23002;Ibiapaba (CE);1807345;-;20,67;23,81;6,68;32,84;36,68
2011;23003;Coreaú (CE);252102;-;2,88;13,54;7,39;26,88;52,2
2011;23004;Meruoca (CE);101684;-;1,16;14;6,57;21,93;57,5
2011;23005;Sobral (CE);3496531;-;39,99;4,98;25,8;41,49;27,73
2011;23006;Ipu (CE);694753;-;7,95;21,34;5,01;29,56;44,08
2011;23007;Santa Quitéria (CE);423276;-;4,84;25,12;9,99;26,5;38,39
2011;23008;Itapipoca (CE);1411537;-;19,72;12,87;23,58;31,14;32,41
2011;23009;Baixo Curu (CE);1089492;-;15,22;11,8;30,73;31,3;26,17
2011;23010;Uruburetama (CE);1044092;-;14,58;10,52;20,95;44,4;24,12
2011;23011;Médio Curu (CE);467297;-;6,53;15,39;15,7;26,59;42,33
2011;23012;Canindé (CE);675558;-;9,44;20,39;5,63;31,71;42,27
2011;23013;Baturité (CE);1125415;-;15,72;29,77;6,2;25,49;38,54
2011;23014;Chorozinho (CE);293808;-;4,1;15,35;6,72;28,6;49,33
2011;23015;Cascavel (CE);1051999;-;14,69;21,3;21,61;28,27;28,83
2011;23016;Fortaleza (CE);54012354;-;96,59;0,48;24,77;59,16;15,59
2011;23017;Pacajus (CE);1904206;-;3,41;5,1;47,92;30,42;16,56
2011;23018;Sertão de Cratéus (CE);1344003;-;27,37;20,14;6,97;33,46;39,43
2011;23019;Sertão de Quixeramobim (CE);1745868;-;35,56;16,94;13,77;34,8;34,49
2011;23020;Sertão de Inhamuns (CE);722781;-;14,72;20,58;5,71;30,26;43,44
2011;23021;Sertão de Senador Pompeu (CE);1097474;-;22,35;20,63;6,26;29,83;43,28
2011;23022;Litoral de Aracati (CE);1004184;-;23,99;16,15;24,95;33,69;25,21
2011;23023;Baixo Jaguaribe (CE);2502558;-;59,8;21,65;17,39;32,27;28,69
2011;23024;Médio Jaguaribe (CE);469946;-;11,23;22,94;12,75;33,4;30,91
2011;23025;Serra do Pereiro (CE);208289;-;4,98;18,31;4,38;28,08;49,23
2011;23026;Iguatu (CE);1637776;-;69,48;11,24;10;47,03;31,73
2011;23027;Várzea Alegre (CE);465002;-;19,73;16,24;8,5;29,85;45,4
2011;23028;Lavras da Mangabeira (CE);254256;-;10,79;19,38;5,22;27,05;48,34
2011;23029;Chapada do Araripe (CE);483339;-;7,52;20,64;4,68;29,63;45,05
2011;23030;Caririaçu (CE);250698;-;3,9;18,92;4,3;24,45;52,34
2011;23031;Barro (CE);515336;-;8,02;25,14;11,96;25,57;37,33
2011;23032;Cariri (CE);4571122;-;71,15;5,09;16,34;52,41;26,16
2011;23033;Brejo Santo (CE);604048;-;9,4;19,94;7,86;35,64;36,56
2011;24001;Mossoró (RN);6522060;-;57,6;3,81;39,94;37,98;18,28
2011;24002;Chapada do Apodi (RN);1101223;-;9,73;6,57;47,65;23,49;22,28
2011;24003;Médio Oeste (RN);290695;-;2,57;7,44;19,7;24,74;48,12
2011;24004;Vale do Açu (RN);1955752;-;17,27;4,52;45,72;25,12;24,64
2011;24005;Serra de São Miguel (RN);332684;-;2,94;8,29;2,93;23,22;65,57
2011;24006;Pau dos Ferros (RN);755378;-;6,67;6,21;5,65;35,43;52,71
2011;24007;Umarizal (RN);364512;-;3,22;6,52;5,59;27,61;60,29
2011;24008;Macau (RN);1153258;-;30,33;5,07;36,18;36,81;21,94
2011;24009;Angicos (RN);303564;-;7,98;5,34;9,33;25,51;59,81
2011;24010;Serra de Santana (RN);373776;-;9,83;9,57;4,82;27,62;58
2011;24011;Seridó Ocidental (RN);906066;-;23,83;5,04;10,07;47,93;36,96
2011;24012;Seridó Oriental (RN);1065643;-;28,03;6,36;16,52;38,78;38,35
2011;24013;Baixa Verde (RN);465378;-;17,9;5,99;16,5;30,23;47,29
2011;24014;Borborema Potiguar (RN);776289;-;29,86;6,59;5,71;28,26;59,44
2011;24015;Agreste Potiguar (RN);1357856;-;52,23;7,87;7,99;25,87;58,26
2011;24016;Litoral Nordeste (RN);564997;-;2,43;19,89;7,54;19,14;53,43
2011;24017;Macaíba (RN);3634092;-;15,62;4,34;34,55;31,21;29,9
2011;24018;Natal (RN);17856276;-;76,74;0,28;19,33;58,93;21,46
2011;24019;Litoral Sul (RN);1213426;-;5,21;17,87;16,72;25,54;39,87
2011;25001;Catolé do Rocha (PB);692686;-;12,15;6,36;8,25;33,03;52,36
2011;25002;Cajazeiras (PB);1243917;-;21,81;6,57;8,75;39,9;44,78
2011;25003;Sousa (PB);1287198;-;22,57;10,18;7,75;36,77;45,3
2011;25004;Patos (PB);1050935;-;18,43;3,37;12,19;45,16;39,28
2011;25005;Piancó (PB);376851;-;6,61;14,09;4,4;22,85;58,67
2011;25006;Itaporanga (PB);479056;-;8,4;13,36;5,92;25,42;55,3
2011;25007;Serra do Teixeira (PB);572782;-;10,04;11,5;4,84;21,1;62,56
2011;25008;Seridó Ocidental Paraibano (PB);233634;-;13,57;10,24;7,39;27,83;54,55
2011;25009;Seridó Oriental Paraibano (PB);394325;-;22,9;8,81;7,48;22,94;60,76
2011;25010;Cariri Ocidental (PB);712442;-;41,37;11,49;4,93;29,28;54,3
2011;25011;Cariri Oriental (PB);381532;-;22,16;16,81;7;19,92;56,26
2011;25012;Curimataú Ocidental (PB);705118;-;6,72;14,93;6,21;24,26;54,61
2011;25013;Curimataú Oriental (PB);465848;-;4,44;8,81;4,81;24,34;62,04
2011;25014;Esperança (PB);358282;-;3,42;5,73;5,7;36,95;51,62
2011;25015;Brejo Paraibano (PB);764870;-;7,29;25,08;7,12;20,36;47,44
2011;25016;Guarabira (PB);1118340;-;10,67;8,45;12,1;32,24;47,21
2011;25017;Campina Grande (PB);6222629;-;59,35;1,9;26,16;46,02;25,92
2011;25018;Itabaiana (PB);592683;-;5,65;9,12;7,61;26,22;57,05
2011;25019;Umbuzeiro (PB);257475;-;2,46;13,81;3,38;17,39;65,42
2011;25020;Litoral Norte (PB);1047827;-;5,46;14,82;15,29;25,16;44,73
2011;25021;Sapé (PB);800086;-;4,17;13,08;10,89;25,8;50,23
2011;25022;João Pessoa (PB);16319334;-;85;0,66;24,69;52,27;22,38
2011;25023;Litoral Sul (PB);1031286;-;5,37;21,52;24,96;24,68;28,83
2011;26001;Araripina (PE);1669635;-;25,36;7,42;12,26;31,76;48,56
2011;26002;Salgueiro (PE);1438026;-;21,84;5,61;31,62;31,76;31,01
2011;26003;Pajeú (PE);2118050;-;32,17;8,15;8,4;41,91;41,54
2011;26004;Sertão do Moxotó (PE);1358290;-;20,63;10,64;7,42;38,93;43,01
2011;26005;Petrolina (PE);4825954;-;75,81;13,49;17,55;42,64;26,33
2011;26006;Itaparica (PE);1540052;-;24,19;5,26;44,95;23,22;26,58
2011;26007;Vale do Ipanema (PE);919832;-;5,52;21,23;2,97;23,98;51,82
2011;26008;Vale do Ipojuca (PE);7923604;-;47,55;7,56;13,85;48,42;30,16
2011;26009;Alto Capibaribe (PE);2132418;-;12,8;3,93;16,06;45,07;34,94
2011;26010;Médio Capibaribe (PE);1431375;-;8,59;14,67;5,4;33,29;46,65
2011;26011;Garanhuns (PE);3032388;-;18,2;10,29;9,61;38,93;41,17
2011;26012;Brejo Pernambucano (PE);1222739;-;7,34;15,83;6,01;28,66;49,5
2011;26013;Mata Setentrional Pernambucana (PE);4789680;-;43,18;14,2;20,73;33,78;31,28
2011;26014;Vitória de Santo Antão (PE);2304071;-;20,77;6,16;19,39;46,86;27,59
2011;26015;Mata Meridional Pernambucana (PE);3997896;-;36,04;14,64;12,46;33,17;39,73
2011;26016;Itamaracá (PE);2138642;-;3,08;3,22;43,37;30,76;22,64
2011;26017;Recife (PE);55942192;-;80,54;0,34;19,38;63,07;17,21
2011;26018;Suape (PE);11309976;-;16,28;0,63;54,42;34,8;10,16
2011;26019;Fernando de Noronha (PE);66735;-;0,1;0,55;6,15;85,6;7,7
2011;27001;Serrana do Sertão Alagoano (AL);408059;-;18,07;11,41;13,57;20,31;54,71
2011;27002;Alagoana do Sertão do São Francisco (AL);601044;-;26,62;3,34;33,53;27,32;35,82
2011;27003;Santana do Ipanema (AL);785288;-;34,78;8,18;3,9;32,17;55,74
2011;27004;Batalha (AL);463591;-;20,53;14,9;8,25;25,69;51,17
2011;27005;Palmeira dos Índios (AL);1004348;-;23,35;11,28;12,18;32,24;44,3
2011;27006;Arapiraca (AL);3154235;-;73,32;12,15;9,87;43,98;34
2011;27007;Traipu (AL);143254;-;3,33;15,82;4,32;14,34;65,51
2011;27008;Serrana dos Quilombos (AL);1214405;-;4,84;29,4;16,23;22,29;32,07
2011;27009;Mata Alagoana (AL);2163376;-;8,62;23,73;20,88;18,84;36,55
2011;27010;Litoral Norte Alagoano (AL);495452;-;1,97;28,48;5,94;30,32;35,26
2011;27011;Maceió (AL);16541327;-;65,91;2,09;25,77;53,91;18,23
2011;27012;São Miguel dos Campos (AL);3650348;-;14,54;24,85;36,75;18,16;20,24
2011;27013;Penedo (AL);1032594;-;4,11;25,1;19,84;24,65;30,41
2011;28001;Sergipana do Sertão do São Francisco (SE);2528662;-;78,47;5,12;60,94;11,15;22,78
2011;28002;Carira (SE);693801;-;21,53;17,29;22,91;23,56;36,24
2011;28003;Nossa Senhora das Dores (SE);477430;-;12,85;16,18;10,01;25,77;48,04
2011;28004;Agreste de Itabaiana (SE);1503364;-;40,45;10,66;9,89;41,81;37,64
2011;28005;Tobias Barreto (SE);798860;-;21,5;12,46;12,27;29,56;45,72
2011;28006;Agreste de Lagarto (SE);936557;-;25,2;11,92;12,56;33,23;42,29
2011;28007;Propriá (SE);755053;-;3,41;11,33;14,06;29,88;44,74
2011;28008;Cotinguiba (SE);700171;-;3,16;11,3;43,63;19,62;25,45
2011;28009;Japaratuba (SE);1009185;-;4,55;11,09;49,33;19,04;20,54
2011;28010;Baixo Cotinguiba (SE);2530631;-;11,41;2,94;59,01;21,9;16,15
2011;28011;Aracaju (SE);13923434;-;62,8;0,25;22;56,12;21,64
2011;28012;Boquim (SE);1072259;-;4,84;14,75;7,5;27,34;50,41
2011;28013;Estância (SE);2178866;-;9,83;10,81;41,31;25,6;22,27
2011;29001;Barreiras (BA);7728028;-;75,63;38,53;13,65;38,94;8,87
2011;29002;Cotegipe (BA);554165;-;5,42;27,43;3,57;23,73;45,27
2011;29003;Santa Maria da Vitória (BA);1936302;-;18,95;40,98;6,61;30,68;21,72
2011;29004;Juazeiro (BA);3439535;-;45,8;10,91;19,75;38,29;31,05
2011;29005;Paulo Afonso (BA);2339000;-;31,14;2,19;58,94;22,24;16,63
2011;29006;Barra (BA);812192;-;10,81;12,97;5,3;34,52;47,21
2011;29007;Bom Jesus da Lapa (BA);919781;-;12,25;18,44;4,9;34,75;41,91
2011;29008;Senhor do Bonfim (BA);1965869;-;10,4;6,02;23,22;38,13;32,62
2011;29009;Irecê (BA);1988044;-;10,52;11,8;7,71;38,38;42,12
2011;29010;Jacobina (BA);1972327;-;10,44;9,97;16,07;37,61;36,36
2011;29011;Itaberaba (BA);1379486;-;7,3;18,37;8,28;33,65;39,7
2011;29012;Feira de Santana (BA);11588777;-;61,33;2,99;26,6;52,12;18,29
2011;29013;Jeremoabo (BA);443855;-;3,99;16,89;5,27;27,75;50,08
2011;29014;Euclides da Cunha (BA);1327622;-;11,93;10,06;5,98;34,56;49,4
2011;29015;Ribeira do Pombal (BA);1606268;-;14,43;19,2;6,06;32,39;42,35
2011;29016;Serrinha (BA);2415625;-;21,7;7,17;16,8;37,49;38,54
2011;29017;Alagoinhas (BA);3731119;-;33,52;21,15;26,08;34,27;18,51
2011;29018;Entre Rios (BA);1607452;-;14,44;13,18;42,7;27,03;17,08
2011;29019;Catu (BA);3405633;-;4,27;2,29;43,2;38,49;16,02
2011;29020;Santo Antônio de Jesus (BA);4285632;-;5,37;10,65;16,48;44,38;28,5
2011;29021;Salvador (BA);72112985;-;90,36;0,12;27,89;60,22;11,77
2011;29022;Boquira (BA);754243;-;4,35;8,39;4,79;34,4;52,42
2011;29023;Seabra (BA);1685990;-;9,73;30,11;6,08;30,93;32,88
2011;29024;Jequié (BA);3450204;-;19,91;11,71;13,37;41,22;33,7
2011;29025;Livramento do Brumado (BA);546880;-;3,16;21,97;6,27;35,63;36,13
2011;29026;Guanambi (BA);2204562;-;12,72;12,35;11,07;39,73;36,84
2011;29027;Brumado (BA);1531538;-;8,84;8,04;25,39;33,5;33,07
2011;29028;Vitória da Conquista (BA);5470509;-;31,57;7,77;14,34;52,39;25,5
2011;29029;Itapetinga (BA);1685653;-;9,73;13,84;28,74;29,68;27,73
2011;29030;Valença (BA);3414903;-;15,73;13,41;37,15;32,23;17,21
2011;29031;Ilhéus-Itabuna (BA);10004894;-;46,08;10,41;23,31;41,29;24,99
2011;29032;Porto Seguro (BA);8293745;-;38,2;13,68;21,48;43,74;21,1
2011;31001;Unaí (MG);2856670;-;39,1;36,97;13,65;34,23;15,15
2011;31002;Paracatu (MG);4450043;-;60,9;26,2;27,52;32,41;13,88
2011;31003;Januária (MG);1511966;-;9,94;15,03;6,64;32,57;45,76
2011;31004;Janaúba (MG);1665761;-;10,95;14,9;10,24;37,94;36,91
2011;31005;Salinas (MG);1428452;-;9,39;16,76;8,62;36,2;38,42
2011;31006;Pirapora (MG);2611842;-;17,18;11,84;38,92;29,89;19,35
2011;31007;Montes Claros (MG);6897900;-;45,36;6,03;22,48;48,76;22,73
2011;31008;Grão Mogol (MG);459529;-;3,02;23,79;39,35;11,97;24,89
2011;31009;Bocaiúva (MG);630423;-;4,15;15,93;19,04;34,32;30,71
2011;31010;Diamantina (MG);662975;-;15,11;4,56;11,68;49,37;34,39
2011;31011;Capelinha (MG);1326883;-;30,23;19,96;9,34;32,87;37,83
2011;31012;Araçuaí (MG);790255;-;18,01;9,74;10,22;33,65;46,39
2011;31013;Pedra Azul (MG);579880;-;13,21;7,79;16,48;39,78;35,95
2011;31014;Almenara (MG);1028756;-;23,44;12,86;11;32,25;43,89
2011;31015;Teófilo Otoni (MG);2302942;-;67,73;7,34;16,06;46,92;29,69
2011;31016;Nanuque (MG);1097399;-;32,27;12,11;22,99;36,33;28,57
2011;31017;Ituiutaba (MG);2837544;-;4,9;16,58;21,98;45,74;15,7
2011;31018;Uberlândia (MG);25226698;-;43,53;7,49;34,69;47,26;10,55
2011;31019;Patrocínio (MG);4132181;-;7,13;34,64;10,69;41,08;13,6
2011;31020;Patos de Minas (MG);4050818;-;6,99;20,45;14,33;48,21;17,02
2011;31021;Frutal (MG);5798635;-;10,01;19,2;49,76;21,74;9,3
2011;31022;Uberaba (MG);9574556;-;16,52;11,42;32,75;44,95;10,88
2011;31023;Araxá (MG);6335326;-;10,93;23,05;33,15;33,62;10,18
2011;31024;Três Marias (MG);1820078;-;30,33;14,17;39,64;29,56;16,63
2011;31025;Curvelo (MG);1620545;-;27,01;25,46;9,63;40,2;24,71
2011;31026;Bom Despacho (MG);2559496;-;42,66;15,32;20;46,45;18,24
2011;31027;Sete Lagoas (MG);8647081;-;4,73;3,25;40,62;41,49;14,63
2011;31028;Conceição do Mato Dentro (MG);578772;-;0,32;12,46;13,7;32,28;41,57
2011;31029;Pará de Minas (MG);2176010;-;1,19;8,66;29,83;45,83;15,69
2011;31030;Belo Horizonte (MG);134925753;-;73,82;0,18;33,8;54,32;11,7
2011;31031;Itabira (MG);13735095;-;7,51;1,06;62,41;28,02;8,51
2011;31032;Itaguara (MG);2075932;-;1,14;4,43;61,2;25,5;8,87
2011;31033;Ouro Preto (MG);13739487;-;7,52;0,25;72,42;23;4,34
2011;31034;Conselheiro Lafaiete (MG);6896022;-;3,77;1,04;53,47;33,94;11,55
2011;31035;Guanhães (MG);1009340;-;4,36;10,07;14,37;39,69;35,87
2011;31036;Peçanha (MG);480638;-;2,08;22,89;6,51;27,92;42,68
2011;31037;Governador Valadares (MG);4666658;-;20,18;3,85;15,56;55,11;25,49
2011;31038;Mantena (MG);462733;-;2;12,88;9,04;40,95;37,14
2011;31039;Ipatinga (MG);13065262;-;56,5;0,59;49,2;37,55;12,66
2011;31040;Caratinga (MG);2108286;-;9,12;13,39;9,57;45,96;31,07
2011;31041;Aimorés (MG);1331536;-;5,76;19,65;14,86;35,56;29,94
2011;31042;Piuí (MG);1608016;-;10,14;27,82;15,09;41,84;15,25
2011;31043;Divinópolis (MG);8709538;-;54,92;3,44;32,35;47,59;16,62
2011;31044;Formiga (MG);2667690;-;16,82;8,03;34,76;41,27;15,93
2011;31045;Campo Belo (MG);1403584;-;8,85;18,8;17,22;43,04;20,94
