Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;
Variável - Valor da produção (Mil Reais);;;
Produto das lavouras temporárias e permanentes - Total;;;
;Ano;;
Vitorino Freire (MA);11442;9927;6511
Zé Doca (MA);14844;11432;12504
Acauã (PI);170;3013;2793
Agricolândia (PI);1974;4603;3916
Água Branca (PI);1298;959;1077
Alagoinha do Piauí (PI);1099;2400;76
Alegrete do Piauí (PI);512;1016;469
Alto Longá (PI);2269;893;702
Altos (PI);3200;2075;3030
Alvorada do Gurguéia (PI);26490;26874;17786
Amarante (PI);5882;5281;2389
Angical do Piauí (PI);1669;1045;752
Anísio de Abreu (PI);556;196;74
Antônio Almeida (PI);15363;13105;15998
Aroazes (PI);814;969;579
Aroeiras do Itaim (PI);188;476;333
Arraial (PI);1096;170;377
Assunção do Piauí (PI);1018;1031;1205
Avelino Lopes (PI);856;1703;441
Baixa Grande do Ribeiro (PI);516208;552825;289823
Barra D'Alcântara (PI);263;235;342
Barras (PI);6609;4405;8829
Barreiras do Piauí (PI);524;694;687
Barro Duro (PI);3706;3369;3438
Batalha (PI);3698;2598;2292
Bela Vista do Piauí (PI);228;369;299
Belém do Piauí (PI);106;980;358
Beneditinos (PI);1821;511;806
Bertolínia (PI);502;322;227
Betânia do Piauí (PI);149;2560;2638
Boa Hora (PI);5599;2860;7063
Bocaina (PI);1033;1776;827
Bom Jesus (PI);169664;192540;121057
Bom Princípio do Piauí (PI);6164;4205;8149
Bonfim do Piauí (PI);369;263;83
Boqueirão do Piauí (PI);357;107;131
Brasileira (PI);880;374;762
Brejo do Piauí (PI);205;272;439
Buriti dos Lopes (PI);12264;11219;14314
Buriti dos Montes (PI);1081;651;862
Cabeceiras do Piauí (PI);1189;754;1436
Cajazeiras do Piauí (PI);925;413;242
Cajueiro da Praia (PI);1866;1340;4168
Caldeirão Grande do Piauí (PI);594;3598;5178
Campinas do Piauí (PI);401;772;263
Campo Alegre do Fidalgo (PI);162;264;123
Campo Grande do Piauí (PI);680;3588;4739
Campo Largo do Piauí (PI);649;505;843
Campo Maior (PI);4694;1298;2375
Canavieira (PI);1006;694;525
Canto do Buriti (PI);33643;61540;80027
Capitão de Campos (PI);2178;684;1705
Capitão Gervásio Oliveira (PI);159;282;86
Caracol (PI);760;497;94
Caraúbas do Piauí (PI);1404;953;1760
Caridade do Piauí (PI);144;1030;457
Castelo do Piauí (PI);3194;946;2167
Caxingó (PI);2861;2182;3157
Cocal (PI);5743;6081;14637
Cocal de Telha (PI);702;129;279
Cocal dos Alves (PI);2070;2969;3965
Coivaras (PI);843;508;848
Colônia do Gurguéia (PI);870;457;900
Colônia do Piauí (PI);1367;1049;1750
Conceição do Canindé (PI);1452;2651;4261
Coronel José Dias (PI);108;121;32
Corrente (PI);27195;39154;16213
Cristalândia do Piauí (PI);1775;2194;1194
Cristino Castro (PI);796;646;579
Curimatá (PI);723;1332;365
Currais (PI);114457;122234;55290
Curralinhos (PI);1059;447;212
Curral Novo do Piauí (PI);269;2188;849
Demerval Lobão (PI);1320;689;577
Dirceu Arcoverde (PI);77;171;31
Dom Expedito Lopes (PI);1864;3021;3834
Domingos Mourão (PI);643;163;370
Dom Inocêncio (PI);395;140;4
Elesbão Veloso (PI);1788;1234;1098
Eliseu Martins (PI);1455;428;295
Esperantina (PI);3258;2094;3223
Fartura do Piauí (PI);173;163;36
Flores do Piauí (PI);1293;829;631
Floresta do Piauí (PI);167;292;139
Floriano (PI);3753;1999;1810
Francinópolis (PI);862;431;470
Francisco Ayres (PI);2693;870;912
Francisco Macedo (PI);70;224;222
Francisco Santos (PI);1194;2964;1647
Fronteiras (PI);1017;4100;718
Geminiano (PI);2182;3173;3617
Gilbués (PI);121824;131155;72895
Guadalupe (PI);29050;32349;37925
Guaribas (PI);415;365;23
Hugo Napoleão (PI);2549;1458;890
Ilha Grande (PI);1942;2082;2805
Inhuma (PI);6135;9099;5149
Ipiranga do Piauí (PI);2884;1827;2546
Isaías Coelho (PI);50;699;-
Itainópolis (PI);964;1234;3163
Itaueira (PI);4531;2273;3562
Jacobina do Piauí (PI);33;980;690
Jaicós (PI);991;3049;3150
Jardim do Mulato (PI);759;766;233
Jatobá do Piauí (PI);3360;2606;2234
Jerumenha (PI);449;314;208
João Costa (PI);392;441;664
Joaquim Pires (PI);1408;820;1027
Joca Marques (PI);708;535;850
José de Freitas (PI);22180;21733;20570
Juazeiro do Piauí (PI);568;160;179
Júlio Borges (PI);250;550;152
Jurema (PI);773;102;38
Lagoinha do Piauí (PI);951;346;337
Lagoa Alegre (PI);1084;1119;1299
Lagoa do Barro do Piauí (PI);250;445;103
Lagoa de São Francisco (PI);548;130;330
Lagoa do Piauí (PI);728;394;313
Lagoa do Sítio (PI);1061;1597;3291
Landri Sales (PI);32925;34069;28278
Luís Correia (PI);5635;4127;9711
Luzilândia (PI);3956;1702;3779
Madeiro (PI);653;507;743
Manoel Emídio (PI);991;1146;252
Marcolândia (PI);571;3133;2995
Marcos Parente (PI);418;317;151
Massapê do Piauí (PI);275;597;148
Matias Olímpio (PI);799;343;407
Miguel Alves (PI);6162;6387;7400
Miguel Leão (PI);3647;613;460
Milton Brandão (PI);1159;335;431
Monsenhor Gil (PI);3387;3106;1446
Monsenhor Hipólito (PI);1442;3434;1905
Monte Alegre do Piauí (PI);49233;68014;42018
Morro Cabeça no Tempo (PI);396;1144;378
Morro do Chapéu do Piauí (PI);931;438;935
Murici dos Portelas (PI);4940;4349;7435
Nazaré do Piauí (PI);416;164;186
Nazária (PI);3429;1684;1575
Nossa Senhora de Nazaré (PI);385;116;105
Nossa Senhora dos Remédios (PI);999;209;851
Novo Oriente do Piauí (PI);459;413;656
Novo Santo Antônio (PI);455;295;252
Oeiras (PI);3008;2779;2041
Olho D'Água do Piauí (PI);1938;1817;1178
Padre Marcos (PI);472;558;673
Paes Landim (PI);366;407;362
Pajeú do Piauí (PI);1099;473;795
Palmeira do Piauí (PI);34825;38394;28652
Palmeirais (PI);4910;2667;3437
Paquetá (PI);347;864;1607
Parnaguá (PI);663;1413;724
Parnaíba (PI);13530;7450;9627
Passagem Franca do Piauí (PI);2521;1472;1278
Patos do Piauí (PI);172;896;431
Pau D'Arco do Piauí (PI);1482;924;739
Paulistana (PI);270;973;1561
Pavussu (PI);1333;511;343
Pedro II (PI);2219;1276;1510
Pedro Laurentino (PI);106;239;121
Nova Santa Rita (PI);294;542;226
Picos (PI);12084;12970;10503
Pimenteiras (PI);1248;1540;1092
Pio IX (PI);4750;19681;12720
Piracuruca (PI);4814;2055;2958
Piripiri (PI);3398;1192;1587
Porto (PI);653;517;576
Porto Alegre do Piauí (PI);5287;430;288
Prata do Piauí (PI);432;254;305
Queimada Nova (PI);201;676;1444
Redenção do Gurguéia (PI);4238;11388;4875
Regeneração (PI);14566;15880;13633
Riacho Frio (PI);416;881;217
Ribeira do Piauí (PI);192;245;337
Ribeiro Gonçalves (PI);244541;260381;159139
Rio Grande do Piauí (PI);2581;1050;773
Santa Cruz do Piauí (PI);826;842;758
Santa Cruz dos Milagres (PI);1200;346;130
Santa Filomena (PI);149281;165144;80563
Santa Luz (PI);1509;1200;976
Santana do Piauí (PI);518;3001;1877
Santa Rosa do Piauí (PI);1024;701;364
Santo Antônio de Lisboa (PI);922;1544;1121
Santo Antônio dos Milagres (PI);428;212;55
Santo Inácio do Piauí (PI);163;296;174
São Braz do Piauí (PI);135;370;131
São Félix do Piauí (PI);624;331;266
São Francisco de Assis do Piauí (PI);453;598;283
São Francisco do Piauí (PI);1214;634;426
São Gonçalo do Gurguéia (PI);6208;5771;1583
São Gonçalo do Piauí (PI);1554;1691;1865
São João da Canabrava (PI);349;726;225
São João da Fronteira (PI);468;192;238
São João da Serra (PI);1218;278;408
São João da Varjota (PI);1308;614;924
São João do Arraial (PI);304;203;213
São João do Piauí (PI);1138;1664;1655
São José do Divino (PI);1996;668;476
São José do Peixe (PI);526;361;238
São José do Piauí (PI);1645;5591;3503
São Julião (PI);405;1268;276
São Lourenço do Piauí (PI);97;115;39
São Luis do Piauí (PI);138;355;30
São Miguel da Baixa Grande (PI);539;220;189
São Miguel do Fidalgo (PI);846;473;253
São Miguel do Tapuio (PI);2379;2113;1471
São Pedro do Piauí (PI);5147;5317;2407
São Raimundo Nonato (PI);335;1015;452
Sebastião Barros (PI);928;1502;266
Sebastião Leal (PI);65809;49884;24098
Sigefredo Pacheco (PI);1462;863;738
Simões (PI);1955;4919;5951
Simplício Mendes (PI);972;1329;1149
Socorro do Piauí (PI);343;461;396
Sussuapara (PI);1385;2477;2989
Tamboril do Piauí (PI);474;642;579
Tanque do Piauí (PI);1919;660;472
Teresina (PI);22041;24580;20483
União (PI);31437;35663;35161
Uruçuí (PI);435606;457015;235899
Valença do Piauí (PI);2424;2859;3259
Várzea Branca (PI);446;350;42
Várzea Grande (PI);750;340;647
Vera Mendes (PI);67;1027;3
Vila Nova do Piauí (PI);538;1179;2852
Wall Ferraz (PI);304;222;917
Abaiara (CE);3823;942;722
Acarape (CE);1728;1208;973
Acaraú (CE);25914;18307;28402
Acopiara (CE);8123;3863;5478
Aiuaba (CE);6289;3870;2361
Alcântaras (CE);1577;1680;1643
Altaneira (CE);2699;878;392
Alto Santo (CE);3245;2053;3183
Amontada (CE);12127;11832;13145
Antonina do Norte (CE);878;216;190
Apuiarés (CE);2323;863;695
Aquiraz (CE);11327;11916;11603
Aracati (CE);46381;46343;44127
Aracoiaba (CE);7205;4727;6064
Ararendá (CE);1583;1217;1378
Araripe (CE);25326;15566;17540
Aratuba (CE);9546;9009;15036
Arneiroz (CE);501;523;1475
Assaré (CE);12309;3686;980
Aurora (CE);4854;439;1147
Baixio (CE);535;52;368
Banabuiú (CE);584;853;831
Barbalha (CE);9878;10371;29279
Barreira (CE);8069;9172;5892
Barro (CE);4644;3359;2094
Barroquinha (CE);2855;2806;1443
Baturité (CE);18379;10548;6741
Beberibe (CE);21882;25213;19971
Bela Cruz (CE);15305;26223;26234
Boa Viagem (CE);15118;4119;4406
Brejo Santo (CE);12477;4103;10754
Camocim (CE);12633;13166;14848
Campos Sales (CE);4506;2865;1332
Canindé (CE);17352;8136;6706
Capistrano (CE);7846;4816;4892
Caridade (CE);2150;2775;3233
Cariré (CE);1399;1837;3341
Caririaçu (CE);5549;1693;3071
Cariús (CE);8772;4906;9222
Carnaubal (CE);21301;5902;10379
Cascavel (CE);17937;19841;17690
Catarina (CE);1110;707;792
Catunda (CE);4672;2902;4310
Caucaia (CE);7648;5168;7701
Cedro (CE);5742;741;573
Chaval (CE);1906;1079;1326
Choró (CE);553;478;298
Chorozinho (CE);11780;7359;9786
Coreaú (CE);801;622;1917
Crateús (CE);31333;11616;10643
Crato (CE);24569;13263;18484
Croatá (CE);20701;11891;28349
Cruz (CE);7065;25015;12099
Deputado Irapuan Pinheiro (CE);3841;2164;1501
Ererê (CE);610;100;736
Eusébio (CE);697;521;376
Farias Brito (CE);20133;5358;4054
Forquilha (CE);886;822;1758
Fortaleza (CE);246;218;89
Fortim (CE);5328;4584;3955
Frecheirinha (CE);3532;2029;3107
General Sampaio (CE);1852;1409;735
Graça (CE);2573;1888;1627
Granja (CE);10407;13144;28866
Granjeiro (CE);3190;852;1306
Groaíras (CE);1213;385;1095
Guaiúba (CE);4383;3052;3415
Guaraciaba do Norte (CE);68736;72047;59057
Guaramiranga (CE);8362;3332;2439
Hidrolândia (CE);5013;3239;4753
Horizonte (CE);5249;5543;5894
Ibaretama (CE);1709;1546;796
Ibiapina (CE);40261;30570;46102
Ibicuitinga (CE);2812;2044;945
Icapuí (CE);98876;57351;49836
Icó (CE);13173;6160;10014
Iguatu (CE);41351;12100;24602
Independência (CE);4165;1134;3494
Ipaporanga (CE);7271;2645;4647
Ipaumirim (CE);1685;268;509
Ipu (CE);31204;24086;24031
Ipueiras (CE);9986;7980;11075
Iracema (CE);535;43;212
Irauçuba (CE);1628;826;2812
Itaiçaba (CE);1464;1527;1490
Itaitinga (CE);848;1335;1395
Itapajé (CE);10978;8167;12286
Itapipoca (CE);33236;32402;35093
Itapiúna (CE);6568;1418;5776
Itarema (CE);23749;34379;25767
Itatira (CE);5799;4022;2487
Jaguaretama (CE);2289;1144;2186
Jaguaribara (CE);3595;2795;2595
Jaguaribe (CE);2205;1708;4129
Jaguaruana (CE);24523;21460;18817
Jardim (CE);7168;1714;775
Jati (CE);8136;2776;3044
Jijoca de Jericoacoara (CE);3747;3744;2880
Juazeiro do Norte (CE);5302;1713;1809
Jucás (CE);8694;2689;2585
Lavras da Mangabeira (CE);4863;8626;5728
Limoeiro do Norte (CE);92947;68962;137728
Madalena (CE);3609;5078;3166
Maracanaú (CE);319;176;330
Maranguape (CE);3137;3864;4094
Marco (CE);6758;8813;5964
Martinópole (CE);2966;3890;5506
Massapê (CE);2916;2622;3471
Mauriti (CE);23889;10101;21443
Meruoca (CE);564;838;1364
Milagres (CE);6897;2169;3454
Milhã (CE);1341;1014;3197
Miraíma (CE);124;694;770
Missão Velha (CE);27649;92449;40582
Mombaça (CE);3173;1978;4036
Monsenhor Tabosa (CE);2302;1630;3932
Morada Nova (CE);11749;10578;20894
Moraújo (CE);198;280;360
Morrinhos (CE);2716;8387;4567
Mucambo (CE);832;721;1713
Mulungu (CE);6936;12645;9830
Nova Olinda (CE);5471;2519;836
Nova Russas (CE);832;757;1144
Novo Oriente (CE);8714;6289;4783
Ocara (CE);17725;9521;13923
Orós (CE);3596;649;1795
Pacajus (CE);11735;13087;10920
Pacatuba (CE);1062;1087;1882
Pacoti (CE);16274;9599;14740
Pacujá (CE);220;427;783
Palhano (CE);17859;4418;8422
Palmácia (CE);9133;4966;5559
Paracuru (CE);7359;6727;6226
Paraipaba (CE);62372;60953;77190
Parambu (CE);6394;5853;9458
Paramoti (CE);4748;2329;2948
Pedra Branca (CE);3865;4485;4034
Penaforte (CE);8180;5320;4349
Pentecoste (CE);7823;1280;1105
Pereiro (CE);2234;673;1910
Pindoretama (CE);6108;3033;3459
Piquet Carneiro (CE);2298;945;2416
Pires Ferreira (CE);4007;1027;1669
Poranga (CE);722;571;747
Porteiras (CE);8427;5584;10783
Potengi (CE);4741;2423;1231
Potiretama (CE);942;415;1519
Quiterianópolis (CE);2729;1864;5962
Quixadá (CE);2745;2138;2699
Quixelô (CE);3825;882;3529
Quixeramobim (CE);4232;5279;6470
Quixeré (CE);97132;96596;47750
Redenção (CE);20144;24011;15130
Reriutaba (CE);11915;10740;9937
Russas (CE);60950;29188;30034
Saboeiro (CE);2566;598;894
Salitre (CE);26908;10282;17751
Santana do Acaraú (CE);3824;4488;4198
Santana do Cariri (CE);17492;4816;4105
Santa Quitéria (CE);10385;8492;13052
São Benedito (CE);94008;67756;91864
São Gonçalo do Amarante (CE);10001;13485;6420
São João do Jaguaribe (CE);7948;8464;12384
São Luís do Curu (CE);2105;765;1216
Senador Pompeu (CE);4932;2955;7092
Senador Sá (CE);467;574;819
Sobral (CE);5319;3008;5976
Solonópole (CE);2764;952;2624
Tabuleiro do Norte (CE);5027;3150;5867
Tamboril (CE);7766;7181;18061
Tarrafas (CE);3754;1307;955
Tauá (CE);3734;2914;5984
Tejuçuoca (CE);1234;1109;2779
Tianguá (CE);72249;51308;106020
Trairi (CE);21484;25272;30022
Tururu (CE);3037;3851;8434
Ubajara (CE);52877;27320;34973
Umari (CE);972;39;273
Umirim (CE);2697;2666;3810
Uruburetama (CE);10785;6748;13391
Uruoca (CE);4114;2013;3896
Varjota (CE);33883;9180;35660
Várzea Alegre (CE);7440;2365;4020
Viçosa do Ceará (CE);66399;37146;48108
Acari (RN);2069;2280;1238
Açu (RN);10876;11923;12778
Afonso Bezerra (RN);2377;3348;6449
Água Nova (RN);512;318;192
Alexandria (RN);1049;150;-
Almino Afonso (RN);608;259;129
Alto do Rodrigues (RN);15453;15877;57939
Angicos (RN);128;359;105
Antônio Martins (RN);1030;350;83
Apodi (RN);11949;12568;77762
Areia Branca (RN);2684;834;915
Arês (RN);21720;22697;27007
Augusto Severo (RN);409;346;54
Baía Formosa (RN);78756;89208;87670
Baraúna (RN);79932;55433;59119
Barcelona (RN);51;57;93
Bento Fernandes (RN);303;482;845
Bodó (RN);2188;7321;5882
Bom Jesus (RN);1101;2185;2581
Brejinho (RN);25714;1102;525
Caiçara do Norte (RN);1321;2801;2601
Caiçara do Rio do Vento (RN);23;5;5
Caicó (RN);210;145;173
Campo Redondo (RN);111;220;201
Canguaretama (RN);49913;64607;75993
Caraúbas (RN);2444;1558;2713
Carnaúba dos Dantas (RN);93;92;173
Carnaubais (RN);6676;6302;7021
Ceará-Mirim (RN);23741;34305;42823
Cerro Corá (RN);3737;8154;5397
Coronel Ezequiel (RN);1050;9277;3567
Coronel João Pessoa (RN);1039;630;293
Cruzeta (RN);853;317;959
Currais Novos (RN);862;808;853
Doutor Severiano (RN);1270;617;257
Parnamirim (RN);1701;1476;912
Encanto (RN);911;407;456
Equador (RN);866;373;248
Espírito Santo (RN);920;911;664
Extremoz (RN);5119;6487;4861
Felipe Guerra (RN);1309;1280;903
Fernando Pedroza (RN);19;29;4
Florânia (RN);1284;1091;2613
Francisco Dantas (RN);386;185;141
Frutuoso Gomes (RN);616;419;394
Galinhos (RN);5476;6582;4492
Goianinha (RN);29853;31080;35991
Governador Dix-Sept Rosado (RN);1902;2533;8155
Grossos (RN);125;512;214
Guamaré (RN);47;21;19
Ielmo Marinho (RN);24185;21156;42589
Ipanguaçu (RN);25001;24334;41482
Ipueira (RN);114;51;119
Itajá (RN);5;10;4
Itaú (RN);497;790;219
Jaçanã (RN);1193;1979;1303
Jandaíra (RN);1038;1336;1727
Janduís (RN);197;41;115
Januário Cicco (RN);8432;5131;4749
Japi (RN);16;20;118
Jardim de Angicos (RN);265;447;573
Jardim de Piranhas (RN);371;551;617
Jardim do Seridó (RN);177;168;218
João Câmara (RN);2209;2554;3191
João Dias (RN);668;385;347
José da Penha (RN);1129;491;161
Jucurutu (RN);518;309;483
Jundiá (RN);1747;1390;1561
Lagoa d'Anta (RN);1462;4019;1581
Lagoa de Pedras (RN);1150;893;697
Lagoa de Velhos (RN);73;82;117
Lagoa Nova (RN);2602;3041;4720
Lagoa Salgada (RN);2421;1938;3207
Lajes (RN);15;8;141
Lajes Pintadas (RN);118;133;168
Lucrécia (RN);687;529;525
Luís Gomes (RN);2213;138;280
Macaíba (RN);5075;7689;17815
Macau (RN);7253;6896;6049
Major Sales (RN);700;281;191
Marcelino Vieira (RN);1383;509;80
Martins (RN);1205;806;1403
Maxaranguape (RN);3494;5892;5386
Messias Targino (RN);112;142;86
Montanhas (RN);1786;1147;1300
Monte Alegre (RN);2249;2335;885
Monte das Gameleiras (RN);163;369;403
Mossoró (RN);181652;193559;194736
Natal (RN);...;...;...
Nísia Floresta (RN);9327;9207;11790
Nova Cruz (RN);4066;3987;3205
Olho d'Água do Borges (RN);41;21;36
Ouro Branco (RN);178;159;171
Paraná (RN);447;104;8
Paraú (RN);8;19;3
Parazinho (RN);1794;3373;3655
Parelhas (RN);601;165;381
Rio do Fogo (RN);12059;15660;15000
Passa e Fica (RN);1004;1813;2674
Passagem (RN);473;312;247
Patu (RN);341;121;118
Santa Maria (RN);85;63;107
Pau dos Ferros (RN);535;47;232
Pedra Grande (RN);315;503;590
Pedra Preta (RN);102;1049;1354
Pedro Avelino (RN);1057;5;13
Pedro Velho (RN);11817;12177;14242
Pendências (RN);657;532;515
Pilões (RN);1330;4;18
Poço Branco (RN);1130;1539;4584
Portalegre (RN);2140;481;137
Porto do Mangue (RN);1878;655;367
Serra Caiada (RN);511;1076;1936
Pureza (RN);10551;18372;25160
Rafael Fernandes (RN);365;39;94
Rafael Godeiro (RN);282;46;115
Riacho da Cruz (RN);363;227;126
Riacho de Santana (RN);1469;156;116
Riachuelo (RN);60;60;99
Rodolfo Fernandes (RN);487;100;118
Tibau (RN);12361;32169;40770
Ruy Barbosa (RN);89;82;124
Santa Cruz (RN);132;123;302
Santana do Matos (RN);1169;1211;1426
Santana do Seridó (RN);62;142;117
Santo Antônio (RN);922;484;757
São Bento do Norte (RN);923;987;1459
São Bento do Trairí (RN);135;277;271
São Fernando (RN);545;110;640
São Francisco do Oeste (RN);250;27;162
São Gonçalo do Amarante (RN);3076;2755;4943
São João do Sabugi (RN);238;124;298
São José de Mipibu (RN);26959;28392;32323
São José do Campestre (RN);90;108;210
São José do Seridó (RN);380;352;619
São Miguel (RN);3055;922;1198
São Miguel do Gostoso (RN);8548;9892;16253
São Paulo do Potengi (RN);167;236;284
São Pedro (RN);798;878;1150
São Rafael (RN);45;11;6
São Tomé (RN);134;153;176
São Vicente (RN);1237;533;1447
Senador Elói de Souza (RN);1397;577;1324
Senador Georgino Avelino (RN);768;611;730
Serra de São Bento (RN);228;399;545
Serra do Mel (RN);13264;9516;14776
Serra Negra do Norte (RN);157;136;999
Serrinha (RN);616;513;63
Serrinha dos Pintos (RN);709;89;74
Severiano Melo (RN);2627;529;397
Sítio Novo (RN);94;116;146
Taboleiro Grande (RN);308;58;233
Taipu (RN);8451;6475;11453
Tangará (RN);72;81;144
Tenente Ananias (RN);632;101;273
Tenente Laurentino Cruz (RN);2114;1172;3143
Tibau do Sul (RN);9599;9825;12985
Timbaúba dos Batistas (RN);118;27;27
Touros (RN);147822;122069;131243
Triunfo Potiguar (RN);207;88;304
Umarizal (RN);1488;787;382
Upanema (RN);2860;2017;6393
Várzea (RN);1606;783;274
Venha-Ver (RN);976;378;390
Vera Cruz (RN);4029;3935;1025
Viçosa (RN);246;49;92
Vila Flor (RN);3329;3517;2040
Água Branca (PB);614;243;1648
Aguiar (PB);200;130;247
Alagoa Grande (PB);13888;11902;13038
Alagoa Nova (PB);29954;39355;48995
Alagoinha (PB);3584;3781;5013
Alcantil (PB);232;43;120
Algodão de Jandaíra (PB);-;36;26
Alhandra (PB);17968;21706;29986
São João do Rio do Peixe (PB);887;842;729
Amparo (PB);42;3;162
Aparecida (PB);3585;3240;2510
Araçagi (PB);71769;80496;65319
Arara (PB);742;867;1576
Araruna (PB);4438;7418;8985
Areia (PB);14482;15689;14955
Areia de Baraúnas (PB);189;91;178
Areial (PB);974;1420;856
Aroeiras (PB);1652;914;1122
Assunção (PB);22;4;401
Baía da Traição (PB);6823;6112;9228
Bananeiras (PB);20339;24478;33599
Baraúna (PB);124;181;140
Barra de Santana (PB);327;137;187
Barra de Santa Rosa (PB);2443;2145;2611
Barra de São Miguel (PB);1516;1385;2027
Bayeux (PB);302;298;303
Belém (PB);1196;2148;2665
Belém do Brejo do Cruz (PB);99;58;8
Bernardino Batista (PB);68;14;103
Boa Ventura (PB);235;163;213
Boa Vista (PB);32;-;8
Bom Jesus (PB);30;27;79
Bom Sucesso (PB);409;50;212
Bonito de Santa Fé (PB);1001;434;1107
Boqueirão (PB);7872;1820;1279
Igaracy (PB);253;85;142
Borborema (PB);9668;11285;16067
Brejo do Cruz (PB);313;30;30
Brejo dos Santos (PB);92;7;50
Caaporã (PB);17283;18813;27741
