mun;ano;estab;taxa_estab
Mg-Resende Costa;2002;29;0,159340659
Mg-Resplendor;2002;16;0,046242775
Mg-Ressaquinha;2002;10;0,11627907
Mg-Riachinho;2002;3;0,088235294
Mg-Riacho dos Machados;2002;2;0,051282051
Mg-Ribeirao das Neves;2002;100;0,096525097
Mg-Ribeirao Vermelho;2002;8;0,125
Mg-Rio Acima;2002;10;0,033670034
Mg-Rio Casca;2002;29;0,07651715
Mg-Rio Doce;2002;3;0,068181818
Mg-Rio do Prado;2002;1;0,03125
Mg-Rio Espera;2002;1;0,052631579
Mg-Rio Manso;2002;11;0,20754717
Mg-Rio Novo;2002;30;0,10989011
Mg-Rio Paranaiba;2002;11;0,037414966
Mg-Rio Pardo de Minas;2002;13;0,134020619
Mg-Rio Piracicaba;2002;7;0,039548023
Mg-Rio Pomba;2002;63;0,151807229
Mg-Rio Preto;2002;2;0,016666667
Mg-Rio Vermelho;2002;2;0,038461538
Mg-Ritapolis;2002;8;0,106666667
Mg-Rochedo de Minas;2002;4;0,102564103
Mg-Rodeiro;2002;45;0,365853659
Mg-Romaria;2002;4;0,058823529
Mg-Rosario da Limeira;2002;5;0,142857143
Mg-Rubelita;2002;2;0,068965517
Mg-Rubim;2002;3;0,021582734
Mg-Sabara;2002;110;0,154929577
Mg-Sabinopolis;2002;10;0,057803468
Mg-Sacramento;2002;67;0,08690013
Mg-Salinas;2002;44;0,100917431
Mg-Salto da Divisa;2002;5;0,064935065
Mg-Santa Barbara;2002;30;0,085227273
Mg-Santa Barbara do Leste;2002;2;0,0625
Mg-Santa Barbara do Monte Verde;2002;3;0,06122449
Mg-Santa Barbara do Tugurio;2002;4;0,093023256
Mg-Santa Cruz de Minas;2002;25;0,342465753
Mg-Santa Cruz de Salinas;2002;1;0,166666667
Mg-Santa Cruz do Escalvado;2002;6;0,075949367
Mg-Santa Efigenia de Minas;2002;0;0
Mg-Santa Fe de Minas;2002;1;0,166666667
Mg-Santa Helena de Minas;2002;3;0,272727273
Mg-Santa Juliana;2002;13;0,059360731
Mg-Santa Luzia;2002;170;0,146173689
Mg-Santa Margarida;2002;4;0,052631579
Mg-Santa Maria de Itabira;2002;8;0,045714286
Mg-Santa Maria do Salto;2002;2;0,076923077
Mg-Santa Maria do Suacui;2002;16;0,129032258
Mg-Santana da Vargem;2002;12;0,051282051
Mg-Santana de Cataguases;2002;11;0,211538462
Mg-Santana de Pirapama;2002;6;0,089552239
Mg-Santana do Deserto;2002;11;0,152777778
Mg-Santana do Garambeu;2002;2;0,068965517
Mg-Santana do Jacare;2002;10;0,185185185
Mg-Santana do Manhuacu;2002;5;0,12195122
Mg-Santana do Paraiso;2002;29;0,193333333
Mg-Santana do Riacho;2002;1;0,021276596
Mg-Santana dos Montes;2002;0;0
Mg-Santa Rita de Caldas;2002;15;0,12195122
Mg-Santa Rita de Jacutinga;2002;6;0,06741573
Mg-Santa Rita de Minas;2002;8;0,16
Mg-Santa Rita de Ibitipoca;2002;4;0,076923077
Mg-Santa Rita do Itueto;2002;4;0,108108108
Mg-Santa Rita do Sapucai;2002;136;0,145299145
Mg-Santa Rosa da Serra;2002;2;0,071428571
Mg-Santa Vitoria;2002;28;0,048109966
Mg-Santo Antonio do Amparo;2002;12;0,040677966
Mg-Santo Antonio do Aventureiro;2002;2;0,043478261
Mg-Santo Antonio do Grama;2002;2;0,028985507
Mg-Santo Antonio do Itambe;2002;2;0,066666667
Mg-Santo Antonio do Jacinto;2002;2;0,090909091
Mg-Santo Antonio do Monte;2002;115;0,189456343
Mg-Santo Antonio do Retiro;2002;0;0
Mg-Santo Antonio do Rio Abaixo;2002;0;0
Mg-Santo Hipolito;2002;3;0,06122449
Mg-Santos Dumont;2002;59;0,0672748
Mg-Sao Bento Abade;2002;4;0,093023256
Mg-Sao Bras do Suacui;2002;10;0,138888889
Mg-Sao Domingos das Dores;2002;2;0,064516129
Mg-Sao Domingos do Prata;2002;27;0,091216216
Mg-Sao Felix de Minas;2002;1;0,090909091
Mg-Sao Francisco;2002;11;0,037288136
Mg-Sao Francisco de Paula;2002;11;0,103773585
Mg-Sao Francisco de Sales;2002;14;0,077348066
Mg-Sao Francisco do Gloria;2002;4;0,086956522
Mg-Sao Geraldo;2002;37;0,262411348
Mg-Sao Geraldo da Piedade;2002;0;0
Mg-Sao Geraldo do Baixio;2002;0;0
Mg-Sao Goncalo do Abaete;2002;5;0,038461538
Mg-Sao Goncalo do Para;2002;54;0,263414634
Mg-Sao Goncalo do Rio Abaixo;2002;5;0,043103448
Mg-Sao Goncalo do Sapucai;2002;43;0,078754579
Mg-Sao Gotardo;2002;42;0,066772655
Mg-Sao Joao Batista do Gloria;2002;17;0,111111111
Mg-Sao Joao da Lagoa;2002;3;0,142857143
Mg-Sao Joao da Mata;2002;5;0,142857143
Mg-Sao Joao da Ponte;2002;2;0,025
Mg-Sao Joao das Missoes;2002;1;0,125
Mg-Sao Joao Del Rei;2002;220;0,1171459
Mg-Sao Joao do Manhuacu;2002;4;0,06779661
Mg-Sao Joao do Manteninha;2002;11;0,305555556
Mg-Sao Joao do Oriente;2002;8;0,121212121
Mg-Sao Joao do Pacui;2002;0;0
Mg-Sao Joao do Paraiso;2002;17;0,195402299
Mg-Sao Joao Evangelista;2002;10;0,091743119
Mg-Sao Joao Nepomuceno;2002;163;0,234532374
Mg-Sao Joaquim de Bicas;2002;43;0,262195122
Mg-Sao Jose da Barra;2002;12;0,166666667
Mg-Sao Jose da Lapa;2002;26;0,188405797
Mg-Sao Jose da Safira;2002;4;0,181818182
Mg-Sao Jose da Varginha;2002;0;0
Mg-Sao Jose do Alegre;2002;7;0,125
Mg-Sao Jose do Divino;2002;1;0,090909091
Mg-Sao Jose do Goiabal;2002;7;0,078651685
Mg-Sao Jose do Jacuri;2002;2;0,125
Mg-Sao Jose do Mantimento;2002;1;0,125
Mg-Sao Lourenco;2002;117;0,089655172
Mg-Sao Miguel do Anta;2002;6;0,092307692
Mg-Sao Pedro da Uniao;2002;5;0,070422535
Mg-Sao Pedro dos Ferros;2002;14;0,086419753
Mg-Sao Pedro do Suacui;2002;3;0,107142857
Mg-Sao Romao;2002;1;0,026315789
Mg-Sao Roque de Minas;2002;8;0,150943396
Mg-Sao Sebastiao da Bela Vista;2002;16;0,153846154
Mg-Sao Sebastiao da Vargem Alegre;2002;4;0,363636364
Mg-Sao Sebastiao do Anta;2002;0;0
Mg-Sao Sebastiao do Maranhao;2002;3;0,2
Mg-Sao Sebastiao do Oeste;2002;7;0,05785124
Mg-Sao Sebastiao do Paraiso;2002;173;0,105103281
Mg-Sao Sebastiao do Rio Preto;2002;0;0
Mg-Sao Sebastiao do Rio Verde;2002;3;0,09375
Mg-Sao Tiago;2002;42;0,197183099
Mg-Sao Tomas de Aquino;2002;9;0,054878049
Mg-Sao Thome das Letras;2002;74;0,4
Mg-Sao Vicente de Minas;2002;19;0,098445596
Mg-Sapucai-Mirim;2002;13;0,121495327
Mg-Sardoa;2002;1;0,071428571
Mg-Sarzedo;2002;16;0,128
Mg-Setubinha;2002;0;0
Mg-Sem-Peixe;2002;1;0,055555556
Mg-Senador Amaral;2002;2;0,064516129
Mg-Senador Cortes;2002;4;0,102564103
Mg-Senador Firmino;2002;9;0,126760563
Mg-Senador Jose Bento;2002;1;0,090909091
Mg-Senador Modestino Goncalves;2002;2;0,153846154
Mg-Senhora de Oliveira;2002;3;0,069767442
Mg-Senhora do Porto;2002;0;0
Mg-Senhora dos Remedios;2002;6;0,111111111
Mg-Sericita;2002;2;0,0625
Mg-Seritinga;2002;2;0,071428571
Mg-Serra Azul de Minas;2002;3;0,166666667
Mg-Serra da Saudade;2002;0;0
Mg-Serra dos Aimores;2002;3;0,044117647
Mg-Serra do Salitre;2002;13;0,047445255
Mg-Serrania;2002;23;0,17037037
Mg-Serranopolis de Minas;2002;0;0
Mg-Serranos;2002;0;0
Mg-Serro;2002;12;0,044609665
Mg-Sete Lagoas;2002;435;0,121068745
Mg-Silveirania;2002;3;0,083333333
Mg-Silvianopolis;2002;14;0,090909091
Mg-Simao Pereira;2002;2;0,03030303
Mg-Simonesia;2002;5;0,054945055
Mg-Sobralia;2002;4;0,068965517
Mg-Soledade de Minas;2002;9;0,090909091
Mg-Tabuleiro;2002;5;0,051020408
Mg-Taiobeiras;2002;63;0,19873817
Mg-Taparuba;2002;4;0,222222222
Mg-Tapira;2002;3;0,038961039
Mg-Tapirai;2002;0;0
Mg-Taquaracu de Minas;2002;6;0,142857143
Mg-Tarumirim;2002;9;0,070866142
Mg-Teixeiras;2002;20;0,106951872
Mg-Teofilo Otoni;2002;179;0,074181517
Mg-Timoteo;2002;151;0,112855007
Mg-Tiradentes;2002;32;0,14159292
Mg-Tiros;2002;7;0,057377049
Mg-Tocantins;2002;57;0,200704225
Mg-Tocos do Moji;2002;3;0,15
Mg-Toledo;2002;5;0,3125
Mg-Tombos;2002;15;0,086206897
Mg-Tres Coracoes;2002;117;0,074003795
Mg-Tres Marias;2002;29;0,071960298
Mg-Tres Pontas;2002;66;0,047482014
Mg-Tumiritinga;2002;3;0,06
Mg-Tupaciguara;2002;37;0,064124783
Mg-Turmalina;2002;35;0,210843373
Mg-Turvolandia;2002;2;0,019417476
Mg-Uba;2002;472;0,209312639
Mg-Ubai;2002;2;0,086956522
Mg-Ubaporanga;2002;7;0,077777778
Mg-Uberaba;2002;700;0,094250707
Mg-Uberlandia;2002;1006;0,083133625
Mg-Umburatiba;2002;1;0,027777778
Mg-Unai;2002;104;0,058956916
Mg-Uniao de Minas;2002;2;0,014492754
Mg-Uruana de Minas;2002;1;0,052631579
Mg-Urucania;2002;7;0,057377049
Mg-Urucuia;2002;2;0,066666667
Mg-Vargem Alegre;2002;3;0,142857143
Mg-Vargem Bonita;2002;2;0,054054054
Mg-Vargem Grande do Rio Pardo;2002;0;0
Mg-Varginha;2002;282;0,085740347
Mg-Varjao de Minas;2002;4;0,053333333
Mg-Varzea da Palma;2002;54;0,120805369
Mg-Varzelandia;2002;1;0,024390244
Mg-Vazante;2002;24;0,068767908
Mg-Verdelandia;2002;1;0,034482759
Mg-Veredinha;2002;0;0
Mg-Verissimo;2002;6;0,044444444
Mg-Vermelho Novo;2002;2;0,153846154
Mg-Vespasiano;2002;70;0,113085622
Mg-Vicosa;2002;142;0,076385153
Mg-Vieiras;2002;0;0
Mg-Mathias Lobato;2002;2;0,054054054
Mg-Virgem da Lapa;2002;5;0,106382979
Mg-Virginia;2002;11;0,092436975
Mg-Virginopolis;2002;8;0,063492063
Mg-Virgolandia;2002;1;0,090909091
Mg-Visconde do Rio Branco;2002;136;0,166666667
Mg-Volta Grande;2002;7;0,05982906
Mg-Wenceslau Braz;2002;7;0,175
Mg-Abadia dos Dourados;2003;9;0,108433735
Mg-Abaete;2003;39;0,072088725
Mg-Abre Campo;2003;11;0,059782609
Mg-Acaiaca;2003;3;0,063829787
Mg-Acucena;2003;3;0,034090909
Mg-Agua Boa;2003;3;0,034482759
Mg-Agua Comprida;2003;3;0,037974684
Mg-Aguanil;2003;6;0,071428571
Mg-Aguas Formosas;2003;4;0,025974026
Mg-Aguas Vermelhas;2003;4;0,088888889
Mg-Aimores;2003;38;0,080508475
Mg-Aiuruoca;2003;8;0,048780488
Mg-Alagoa;2003;1;0,055555556
Mg-Albertina;2003;3;0,056603774
Mg-Alem Paraiba;2003;50;0,067842605
Mg-Alfenas;2003;143;0,0789619
Mg-Alfredo Vasconcelos;2003;6;0,063157895
Mg-Almenara;2003;26;0,044596913
Mg-Alpercata;2003;9;0,08490566
Mg-Alpinopolis;2003;46;0,132183908
Mg-Alterosa;2003;15;0,075376884
Mg-Alto Caparao;2003;2;0,043478261
Mg-Alto Rio Doce;2003;3;0,031914894
Mg-Alvarenga;2003;1;0,1
Mg-Alvinopolis;2003;20;0,101522843
Mg-Alvorada de Minas;2003;2;0,0625
Mg-Amparo do Serra;2003;1;0,023809524
Mg-Andradas;2003;161;0,152173913
Mg-Cachoeira de Pajeu;2003;15;0,348837209
Mg-Andrelandia;2003;19;0,061290323
Mg-Angelandia;2003;0;0
Mg-Antonio Carlos;2003;10;0,042918455
Mg-Antonio Dias;2003;8;0,086021505
Mg-Antonio Prado de Minas;2003;2;0,117647059
Mg-Aracai;2003;6;0,111111111
Mg-Aracitaba;2003;0;0
Mg-Aracuai;2003;31;0,072429907
Mg-Araguari;2003;253;0,101892872
Mg-Arantina;2003;2;0,0625
Mg-Araponga;2003;2;0,051282051
Mg-Arapora;2003;7;0,066037736
Mg-Arapua;2003;1;0,033333333
Mg-Araujos;2003;87;0,329545455
Mg-Araxa;2003;176;0,077945084
Mg-Arceburgo;2003;21;0,095454545
Mg-Arcos;2003;135;0,162650602
Mg-Areado;2003;19;0,060702875
Mg-Argirita;2003;4;0,053333333
Mg-Aricanduva;2003;1;0,111111111
Mg-Arinos;2003;14;0,07253886
Mg-Astolfo Dutra;2003;68;0,254681648
Mg-Ataleia;2003;6;0,04109589
Mg-Augusto de Lima;2003;4;0,047619048
Mg-Baependi;2003;59;0,120901639
Mg-Baldim;2003;18;0,162162162
Mg-Bambui;2003;37;0,077083333
Mg-Bandeira;2003;2;0,095238095
Mg-Bandeira do Sul;2003;9;0,166666667
Mg-Barao de Cocais;2003;34;0,11971831
Mg-Barao de Monte Alto;2003;5;0,058139535
Mg-Barbacena;2003;187;0,071075637
Mg-Barra Longa;2003;6;0,068181818
Mg-Barroso;2003;38;0,133802817
Mg-Bela Vista de Minas;2003;6;0,071428571
Mg-Belmiro Braga;2003;13;0,13
Mg-Belo Horizonte;2003;4977;0,080682813
Mg-Belo Oriente;2003;14;0,074468085
Mg-Belo Vale;2003;12;0,126315789
Mg-Berilo;2003;3;0,076923077
Mg-Bertopolis;2003;1;0,055555556
Mg-Berizal;2003;2;0,2
Mg-Betim;2003;517;0,14437308
Mg-Bias Fortes;2003;3;0,058823529
Mg-Bicas;2003;53;0,131188119
Mg-Biquinhas;2003;6;0,105263158
Mg-Boa Esperanca;2003;24;0,025945946
Mg-Bocaina de Minas;2003;7;0,101449275
Mg-Bocaiuva;2003;57;0,091492777
Mg-Bom Despacho;2003;127;0,093382353
Mg-Bom Jardim de Minas;2003;13;0,110169492
Mg-Bom Jesus da Penha;2003;3;0,045454545
Mg-Bom Jesus do Amparo;2003;7;0,05785124
Mg-Bom Jesus do Galho;2003;4;0,038834951
Mg-Bom Repouso;2003;5;0,081967213
Mg-Bom Sucesso;2003;22;0,052505967
Mg-Bonfim;2003;8;0,090909091
Mg-Bonfinopolis de Minas;2003;3;0,028301887
Mg-Bonito de Minas;2003;0;0
Mg-Borda da Mata;2003;94;0,275659824
Mg-Botelhos;2003;19;0,059375
Mg-Botumirim;2003;3;0,136363636
Mg-Brasilandia de Minas;2003;10;0,051546392
Mg-Brasilia de Minas;2003;6;0,029268293
Mg-Bras Pires;2003;3;0,166666667
Mg-Braunas;2003;1;0,03125
Mg-Brazopolis;2003;24;0,090909091
Mg-Brumadinho;2003;49;0,10403397
Mg-Bueno Brandao;2003;24;0,169014085
Mg-Buenopolis;2003;11;0,090163934
Mg-Bugre;2003;1;0,055555556
Mg-Buritis;2003;11;0,029972752
Mg-Buritizeiro;2003;14;0,051094891
Mg-Cabeceira Grande;2003;7;0,137254902
Mg-Cabo Verde;2003;17;0,046961326
Mg-Cachoeira da Prata;2003;15;0,223880597
Mg-Cachoeira de Minas;2003;30;0,215827338
Mg-Cachoeira Dourada;2003;1;0,02173913
Mg-Caetanopolis;2003;16;0,112676056
Mg-Caete;2003;43;0,096196868
Mg-Caiana;2003;1;0,032258065
Mg-Cajuri;2003;5;0,125
Mg-Caldas;2003;41;0,136212625
Mg-Camacho;2003;4;0,173913043
Mg-Camanducaia;2003;56;0,125
Mg-Cambui;2003;93;0,178846154
Mg-Cambuquira;2003;22;0,065281899
Mg-Campanario;2003;3;0,06122449
Mg-Campanha;2003;71;0,160997732
Mg-Campestre;2003;39;0,119266055
Mg-Campina Verde;2003;26;0,042622951
Mg-Campo Azul;2003;0;0
Mg-Campo Belo;2003;164;0,121391562
Mg-Campo do Meio;2003;18;0,101694915
Mg-Campo Florido;2003;5;0,025125628
Mg-Campos Altos;2003;20;0,062305296
Mg-Campos Gerais;2003;33;0,053225806
Mg-Canaa;2003;2;0,052631579
Mg-Canapolis;2003;9;0,043478261
Mg-Cana Verde;2003;6;0,086956522
Mg-Candeias;2003;43;0,144295302
Mg-Cantagalo;2003;2;0,125
Mg-Caparao;2003;1;0,043478261
Mg-Capela Nova;2003;5;0,15625
Mg-Capelinha;2003;41;0,100244499
Mg-Capetinga;2003;21;0,116022099
Mg-Capim Branco;2003;9;0,078947368
Mg-Capinopolis;2003;25;0,067385445
Mg-Capitao Andrade;2003;3;0,09375
Mg-Capitao Eneas;2003;8;0,080808081
Mg-Capitolio;2003;28;0,14973262
Mg-Caputira;2003;3;0,053571429
Mg-Carai;2003;7;0,142857143
Mg-Caranaiba;2003;2;0,047619048
Mg-Carandai;2003;29;0,067599068
Mg-Carangola;2003;64;0,089260809
Mg-Caratinga;2003;108;0,068527919
Mg-Carbonita;2003;8;0,096385542
Mg-Careacu;2003;24;0,147239264
Mg-Carlos Chagas;2003;18;0,033027523
Mg-Carmesia;2003;0;0
Mg-Carmo da Cachoeira;2003;13;0,038235294
Mg-Carmo da Mata;2003;32;0,14479638
Mg-Carmo de Minas;2003;11;0,03264095
Mg-Carmo do Cajuru;2003;119;0,315649867
Mg-Carmo do Paranaiba;2003;45;0,066176471
Mg-Carmo do Rio Claro;2003;46;0,085027726
Mg-Carmopolis de Minas;2003;35;0,112179487
Mg-Carneirinho;2003;12;0,040955631
Mg-Carrancas;2003;5;0,044247788
Mg-Carvalhopolis;2003;3;0,063829787
Mg-Carvalhos;2003;3;0,057692308
Mg-Casa Grande;2003;1;0,025641026
Mg-Cascalho Rico;2003;1;0,018867925
Mg-Cassia;2003;52;0,100580271
Mg-Conceicao da Barra de Minas;2003;2;0,060606061
Mg-Cataguases;2003;163;0,102839117
Mg-Catas Altas;2003;3;0,09375
Mg-Catas Altas da Noruega;2003;3;0,1
Mg-Catuji;2003;2;0,076923077
Mg-Catuti;2003;1;0,142857143
Mg-Caxambu;2003;43;0,065449011
Mg-Cedro do Abaete;2003;1;0,066666667
Mg-Central de Minas;2003;8;0,119402985
Mg-Centralina;2003;8;0,047058824
Mg-Chacara;2003;1;0,015873016
Mg-Chale;2003;2;0,058823529
Mg-Chapada do Norte;2003;4;0,153846154
Mg-Chapada Gaucha;2003;0;0
Mg-Chiador;2003;1;0,025
Mg-Cipotanea;2003;4;0,133333333
Mg-Claraval;2003;10;0,105263158
Mg-Claro dos Pocoes;2003;2;0,035087719
Mg-Claudio;2003;164;0,261562998
Mg-Coimbra;2003;9;0,075
Mg-Coluna;2003;7;0,155555556
Mg-Comendador Gomes;2003;2;0,016949153
Mg-Comercinho;2003;4;0,25
Mg-Conceicao da Aparecida;2003;8;0,06557377
Mg-Conceicao das Pedras;2003;5;0,086206897
Mg-Conceicao das Alagoas;2003;25;0,058411215
Mg-Conceicao de Ipanema;2003;0;0
Mg-Conceicao do Mato Dentro;2003;7;0,046979866
Mg-Conceicao do Para;2003;9;0,077586207
Mg-Conceicao do Rio Verde;2003;20;0,063897764
Mg-Conceicao dos Ouros;2003;76;0,460606061
Mg-Conego Marinho;2003;0;0
Mg-Confins;2003;12;0,179104478
Mg-Congonhal;2003;30;0,24
Mg-Congonhas;2003;45;0,064841499
Mg-Congonhas do Norte;2003;1;0,055555556
Mg-Conquista;2003;10;0,057471264
Mg-Conselheiro Lafaiete;2003;143;0,072662602
Mg-Conselheiro Pena;2003;29;0,07967033
Mg-Consolacao;2003;2;0,117647059
Mg-Contagem;2003;1382;0,157978967
Mg-Coqueiral;2003;5;0,022321429
Mg-Coracao de Jesus;2003;13;0,078313253
Mg-Cordisburgo;2003;6;0,045454545
Mg-Cordislandia;2003;4;0,053333333
Mg-Corinto;2003;33;0,06639839
Mg-Coroaci;2003;3;0,042253521
Mg-Coromandel;2003;39;0,05760709
Mg-Coronel Fabriciano;2003;125;0,076875769
Mg-Coronel Murta;2003;11;0,215686275
Mg-Coronel Pacheco;2003;7;0,092105263
Mg-Coronel Xavier Chaves;2003;8;0,129032258
Mg-Corrego Danta;2003;1;0,014084507
Mg-Corrego do Bom Jesus;2003;1;0,052631579
Mg-Corrego Fundo;2003;94;0,598726115
Mg-Corrego Novo;2003;4;0,105263158
Mg-Couto de Magalhaes de Minas;2003;4;0,085106383
Mg-Crisolita;2003;2;0,025974026
Mg-Cristais;2003;45;0,200892857
Mg-Cristalia;2003;1;0,071428571
Mg-Cristiano Otoni;2003;12;0,136363636
Mg-Cristina;2003;16;0,090909091
Mg-Crucilandia;2003;9;0,157894737
Mg-Cruzeiro da Fortaleza;2003;4;0,076923077
Mg-Cruzilia;2003;44;0,130952381
Mg-Cuparaque;2003;0;0
Mg-Curral de Dentro;2003;8;0,363636364
Mg-Curvelo;2003;131;0,079926785
Mg-Datas;2003;5;0,128205128
Mg-Delfim Moreira;2003;16;0,099378882
Mg-Delfinopolis;2003;2;0,011494253
Mg-Delta;2003;7;0,082352941
Mg-Descoberto;2003;20;0,18018018
Mg-Desterro de Entre Rios;2003;7;0,132075472
Mg-Desterro do Melo;2003;3;0,053571429
Mg-Diamantina;2003;58;0,073139975
Mg-Diogo de Vasconcelos;2003;1;0,0625
Mg-Dionisio;2003;3;0,026548673
Mg-Divinesia;2003;6;0,125
Mg-Divino;2003;10;0,05952381
Mg-Divino das Laranjeiras;2003;3;0,065217391
Mg-Divinolandia de Minas;2003;3;0,088235294
Mg-Divinopolis;2003;1113;0,198537281
Mg-Divisa Alegre;2003;4;0,129032258
Mg-Divisa Nova;2003;6;0,06122449
Mg-Divisopolis;2003;3;0,073170732
Mg-Dom Bosco;2003;0;0
Mg-Dom Cavati;2003;6;0,09375
Mg-Dom Joaquim;2003;2;0,058823529
Mg-Dom Silverio;2003;19;0,157024793
Mg-Dom Vicoso;2003;0;0
Mg-Dona Eusebia;2003;14;0,137254902
Mg-Dores de Campos;2003;71;0,446540881
Mg-Dores de Guanhaes;2003;4;0,1
Mg-Dores do Indaia;2003;34;0,065384615
Mg-Dores do Turvo;2003;2;0,058823529
Mg-Doresopolis;2003;2;0,1
Mg-Douradoquara;2003;2;0,105263158
Mg-Durande;2003;3;0,063829787
Mg-Eloi Mendes;2003;53;0,082683307
Mg-Engenheiro Caldas;2003;15;0,085227273
Mg-Engenheiro Navarro;2003;7;0,12962963
Mg-Entre Folhas;2003;2;0,076923077
Mg-Entre Rios de Minas;2003;22;0,079710145
Mg-Ervalia;2003;31;0,15270936
Mg-Esmeraldas;2003;49;0,075617284
Mg-Espera Feliz;2003;28;0,101083032
Mg-Espinosa;2003;23;0,140243902
Mg-Espirito Santo do Dourado;2003;6;0,157894737
Mg-Estiva;2003;16;0,183908046
Mg-Estrela Dalva;2003;2;0,033898305
Mg-Estrela do Indaia;2003;5;0,045454545
Mg-Estrela do Sul;2003;8;0,064
Mg-Eugenopolis;2003;41;0,266233766
Mg-Ewbank da Camara;2003;7;0,134615385
Mg-Extrema;2003;85;0,200945626
Mg-Fama;2003;2;0,031746032
Mg-Faria Lemos;2003;6;0,09375
Mg-Felicio dos Santos;2003;0;0
Mg-Sao Goncalo do Rio Preto;2003;1;0,071428571
Mg-Felisburgo;2003;0;0
Mg-Felixlandia;2003;33;0,143478261
Mg-Fernandes Tourinho;2003;1;0,022727273
Mg-Ferros;2003;6;0,030612245
Mg-Fervedouro;2003;7;0,102941176
Mg-Florestal;2003;8;0,051282051
Mg-Formiga;2003;291;0,178418148
Mg-Formoso;2003;3;0,032967033
Mg-Fortaleza de Minas;2003;7;0,092105263
Mg-Fortuna de Minas;2003;15;0,202702703
Mg-Francisco Badaro;2003;2;0,083333333
Mg-Francisco Dumont;2003;14;0,325581395
Mg-Francisco Sa;2003;17;0,048295455
Mg-Franciscopolis;2003;1;0,0625
Mg-Frei Gaspar;2003;2;0,033898305
Mg-Frei Inocencio;2003;5;0,034013605
Mg-Frei Lagonegro;2003;0;0
Mg-Fronteira;2003;8;0,058823529
Mg-Fronteira dos Vales;2003;1;0,052631579
Mg-Fruta de Leite;2003;0;0
Mg-Frutal;2003;89;0,066816817
Mg-Funilandia;2003;8;0,086956522
Mg-Galileia;2003;11;0,078571429
Mg-Gameleiras;2003;0;0
Mg-Glaucilandia;2003;0;0
Mg-Goiabeira;2003;1;0,166666667
Mg-Goiana;2003;3;0,04109589
Mg-Goncalves;2003;9;0,116883117
Mg-Gonzaga;2003;1;0,1
Mg-Gouveia;2003;30;0,171428571
Mg-Governador Valadares;2003;493;0,087333924
Mg-Grao Mogol;2003;6;0,063157895
Mg-Grupiara;2003;3;0,176470588
Mg-Guanhaes;2003;37;0,061359867
Mg-Guape;2003;18;0,078947368
Mg-Guaraciaba;2003;9;0,108433735
Mg-Guaraciama;2003;0;0
Mg-Guaranesia;2003;49;0,117788462
Mg-Guarani;2003;26;0,110638298
Mg-Guarara;2003;13;0,136842105
Mg-Guarda-Mor;2003;5;0,029069767
Mg-Guaxupe;2003;188;0,140929535
Mg-Guidoval;2003;50;0,342465753
Mg-Guimarania;2003;5;0,041666667
Mg-Guiricema;2003;17;0,118055556
Mg-Gurinhata;2003;7;0,022082019
Mg-Heliodora;2003;14;0,134615385
Mg-Iapu;2003;4;0,024691358
Mg-Ibertioga;2003;4;0,052631579
Mg-Ibia;2003;20;0,033955857
Mg-Ibiai;2003;1;0,034482759
Mg-Ibiracatu;2003;0;0
Mg-Ibiraci;2003;9;0,028301887
Mg-Ibirite;2003;104;0,147100424
Mg-Ibitiura de Minas;2003;6;0,146341463
Mg-Ibituruna;2003;2;0,045454545
Mg-Icarai de Minas;2003;0;0
Mg-Igarape;2003;42;0,116666667
Mg-Igaratinga;2003;66;0,362637363
Mg-Iguatama;2003;10;0,048076923
Mg-Ijaci;2003;20;0,185185185
Mg-Ilicinea;2003;14;0,064516129
Mg-Imbe de Minas;2003;2;0,076923077
Mg-Inconfidentes;2003;53;0,323170732
Mg-Indaiabira;2003;2;0,142857143
Mg-Indianopolis;2003;4;0,043956044
Mg-Ingai;2003;3;0,038461538
Mg-Inhapim;2003;18;0,065693431
Mg-Inhauma;2003;22;0,156028369
Mg-Inimutaba;2003;9;0,095744681
Mg-Ipaba;2003;6;0,069767442
Mg-Ipanema;2003;31;0,114814815
Mg-Ipatinga;2003;329;0,077906701
Mg-Ipiacu;2003;2;0,017391304
Mg-Ipuiuna;2003;11;0,108910891
Mg-Irai de Minas;2003;6;0,069767442
Mg-Itabira;2003;144;0,072434608
Mg-Itabirinha;2003;4;0,086956522
Mg-Itabirito;2003;86;0,107365793
Mg-Itacambira;2003;2;0,111111111
Mg-Itacarambi;2003;5;0,058823529
Mg-Itaguara;2003;38;0,133333333
Mg-Itaipe;2003;2;0,037037037
Mg-Itajuba;2003;212;0,100760456
Mg-Itamarandiba;2003;22;0,083018868
Mg-Itamarati de Minas;2003;11;0,186440678
Mg-Itambacuri;2003;19;0,060897436
Mg-Itambe do Mato Dentro;2003;1;0,047619048
Mg-Itamogi;2003;12;0,051502146
Mg-Itamonte;2003;40;0,173913043
Mg-Itanhandu;2003;51;0,160377358
Mg-Itanhomi;2003;11;0,0859375
Mg-Itaobim;2003;18;0,073770492
Mg-Itapagipe;2003;15;0,051020408
Mg-Itapecerica;2003;58;0,154666667
Mg-Itapeva;2003;18;0,104046243
Mg-Itatiaiucu;2003;15;0,105633803
Mg-Itau de Minas;2003;29;0,111538462
Mg-Itauna;2003;281;0,133555133
Mg-Itaverava;2003;5;0,11627907
Mg-Itinga;2003;5;0,138888889
Mg-Itueta;2003;12;0,210526316
Mg-Ituiutaba;2003;149;0,06469822
