Tabela 3940 - Produção da aquicultura, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto da aquicultura - Total;;;
;Ano;;
Montenegro (RS);256;238;229
Mormaço (RS);95;109;108
Morrinhos do Sul (RS);10;11;9
Morro Redondo (RS);16;16;120
Morro Reuter (RS);256;284;272
Mostardas (RS);...;...;...
Muçum (RS);228;161;47
Muliterno (RS);40;45;48
Não-Me-Toque (RS);906;576;644
Nicolau Vergueiro (RS);81;98;104
Nonoai (RS);335;129;178
Nova Alvorada (RS);103;104;112
Nova Araçá (RS);109;153;155
Nova Bassano (RS);57;59;63
Nova Boa Vista (RS);323;558;667
Nova Bréscia (RS);35;55;59
Nova Candelária (RS);297;373;445
Nova Esperança do Sul (RS);81;79;81
Nova Hartz (RS);88;89;87
Nova Pádua (RS);133;144;195
Nova Palma (RS);850;1096;315
Nova Petrópolis (RS);89;145;124
Nova Prata (RS);42;55;58
Nova Ramada (RS);1334;1392;1432
Nova Roma do Sul (RS);109;121;105
Nova Santa Rita (RS);35;44;60
Novo Cabrais (RS);542;515;668
Novo Hamburgo (RS);463;543;599
Novo Machado (RS);42;35;44
Novo Tiradentes (RS);12;14;13
Novo Xingu (RS);588;449;569
Novo Barreiro (RS);77;82;68
Osório (RS);36;32;28
Paim Filho (RS);350;332;471
Palmares do Sul (RS);57;60;52
Palmeira das Missões (RS);149;163;151
Palmitinho (RS);213;205;223
Panambi (RS);1171;1578;2008
Pantano Grande (RS);48;71;73
Paraí (RS);42;44;47
Paraíso do Sul (RS);70;77;94
Pareci Novo (RS);50;45;43
Parobé (RS);266;384;360
Passa Sete (RS);55;59;67
Passo do Sobrado (RS);274;338;358
Passo Fundo (RS);68;74;74
Paulo Bento (RS);512;404;432
Paverama (RS);54;49;42
Pedras Altas (RS);79;97;119
Pedro Osório (RS);25;25;...
Pejuçara (RS);5;6;47
Pelotas (RS);...;...;229
Picada Café (RS);36;36;36
Pinhal (RS);80;86;80
Pinhal da Serra (RS);360;618;306
Pinhal Grande (RS);174;263;276
Pinheirinho do Vale (RS);540;500;478
Pinheiro Machado (RS);7;9;10
Pinto Bandeira (RS);57;34;39
Pirapó (RS);27;67;66
Piratini (RS);156;156;16
Planalto (RS);290;210;197
Poço das Antas (RS);36;40;51
Pontão (RS);152;180;325
Ponte Preta (RS);342;254;311
Portão (RS);219;166;165
Porto Alegre (RS);197;262;300
Porto Lucena (RS);130;116;115
Porto Mauá (RS);311;399;423
Porto Vera Cruz (RS);42;53;55
Porto Xavier (RS);87;89;81
Pouso Novo (RS);151;180;160
Presidente Lucena (RS);32;29;33
Progresso (RS);214;54;52
Protásio Alves (RS);231;231;243
Putinga (RS);99;104;116
Quaraí (RS);6;6;8
Quatro Irmãos (RS);232;264;328
Quevedos (RS);41;59;59
Quinze de Novembro (RS);36;46;63
Redentora (RS);25;27;25
Relvado (RS);84;89;98
Restinga Sêca (RS);72;75;95
Rio dos Índios (RS);306;396;517
Rio Grande (RS);8;8;...
Rio Pardo (RS);139;173;203
Riozinho (RS);18;52;54
Roca Sales (RS);785;878;938
Rodeio Bonito (RS);270;120;106
Rolador (RS);156;182;208
Rolante (RS);453;359;351
Ronda Alta (RS);94;94;177
Rondinha (RS);92;81;151
Roque Gonzales (RS);66;93;90
Rosário do Sul (RS);109;114;116
Sagrada Família (RS);204;216;206
Saldanha Marinho (RS);57;70;90
Salto do Jacuí (RS);317;640;1052
Salvador das Missões (RS);178;223;213
Salvador do Sul (RS);861;834;843
Sananduva (RS);62;36;53
Santa Bárbara do Sul (RS);71;88;107
Santa Cecília do Sul (RS);47;80;153
Santa Clara do Sul (RS);130;110;27
Santa Cruz do Sul (RS);347;541;637
Santa Maria (RS);1366;1462;1364
Santa Maria do Herval (RS);195;216;198
Santana da Boa Vista (RS);38;46;56
Sant'Ana do Livramento (RS);113;124;127
Santa Rosa (RS);2247;2964;3256
Santa Tereza (RS);10;15;18
Santiago (RS);117;116;148
Santo Ângelo (RS);376;438;582
Santo Antônio do Palma (RS);41;48;49
Santo Antônio da Patrulha (RS);554;573;635
Santo Antônio das Missões (RS);37;41;43
Santo Antônio do Planalto (RS);181;192;191
Santo Augusto (RS);2890;3140;2711
Santo Cristo (RS);444;575;622
Santo Expedito do Sul (RS);60;57;48
São Borja (RS);...;13;9
São Domingos do Sul (RS);104;129;132
São Francisco de Assis (RS);36;41;200
São Francisco de Paula (RS);78;78;71
São Gabriel (RS);35;36;37
São Jerônimo (RS);200;281;281
São João da Urtiga (RS);45;50;57
São João do Polêsine (RS);172;201;195
São Jorge (RS);16;17;18
São José das Missões (RS);57;63;57
São José do Herval (RS);75;87;87
São José do Hortêncio (RS);122;122;127
São José do Inhacorá (RS);554;692;350
São José do Ouro (RS);12;12;10
São José do Sul (RS);89;88;90
São José dos Ausentes (RS);56;56;51
São Leopoldo (RS);242;251;251
São Lourenço do Sul (RS);73;73;720
São Luiz Gonzaga (RS);375;402;501
São Marcos (RS);245;255;282
São Martinho (RS);231;348;416
São Martinho da Serra (RS);61;69;78
São Miguel das Missões (RS);356;417;518
São Nicolau (RS);99;114;109
São Paulo das Missões (RS);774;914;780
São Pedro da Serra (RS);236;256;249
São Pedro das Missões (RS);21;23;23
São Pedro do Butiá (RS);172;221;286
São Pedro do Sul (RS);456;555;500
São Sebastião do Caí (RS);68;65;67
São Sepé (RS);45;71;81
São Valentim (RS);123;166;156
São Valentim do Sul (RS);181;187;200
São Valério do Sul (RS);97;128;104
São Vendelino (RS);23;23;23
São Vicente do Sul (RS);41;30;48
Sapiranga (RS);26;100;93
Sapucaia do Sul (RS);244;255;285
Sarandi (RS);659;894;800
Seberi (RS);1276;450;471
Sede Nova (RS);636;770;905
Segredo (RS);111;111;193
Selbach (RS);117;146;180
Senador Salgado Filho (RS);397;466;520
Sentinela do Sul (RS);323;600;608
Serafina Corrêa (RS);77;80;87
Sério (RS);52;53;59
Sertão (RS);182;184;184
Sertão Santana (RS);98;134;127
Sete de Setembro (RS);218;234;267
Severiano de Almeida (RS);215;287;374
Silveira Martins (RS);128;191;196
Sinimbu (RS);42;60;77
Sobradinho (RS);67;78;105
Soledade (RS);84;99;99
Tabaí (RS);114;122;88
Tapejara (RS);295;244;262
Tapera (RS);58;70;58
Tapes (RS);210;237;243
Taquara (RS);191;383;401
Taquari (RS);51;58;58
Taquaruçu do Sul (RS);479;449;421
Tavares (RS);25;...;...
Tenente Portela (RS);334;672;849
Terra de Areia (RS);100;87;36
Teutônia (RS);1283;1173;1154
Tio Hugo (RS);118;140;127
Tiradentes do Sul (RS);126;152;163
Toropi (RS);22;31;72
Torres (RS);63;73;90
Travesseiro (RS);91;95;104
Três Arroios (RS);162;167;186
Três Cachoeiras (RS);10;12;20
Três Coroas (RS);23;35;38
Três de Maio (RS);1542;1833;2032
Três Forquilhas (RS);42;46;36
Três Palmeiras (RS);127;264;353
Três Passos (RS);66;104;124
Trindade do Sul (RS);210;243;272
Triunfo (RS);226;203;246
Tucunduva (RS);144;93;100
Tunas (RS);35;39;47
Tupanci do Sul (RS);81;48;48
Tupanciretã (RS);251;295;306
Tupandi (RS);51;51;53
Tuparendi (RS);444;347;562
Turuçu (RS);72;72;54
Ubiretama (RS);359;457;513
União da Serra (RS);76;79;86
Unistalda (RS);35;34;37
Uruguaiana (RS);30;67;98
Vacaria (RS);126;201;190
Vale Verde (RS);77;77;77
Vale do Sol (RS);368;475;414
Vale Real (RS);4;101;134
Vanini (RS);41;48;50
Venâncio Aires (RS);1261;2416;1737
Vera Cruz (RS);385;362;336
Veranópolis (RS);150;152;157
Vespasiano Corrêa (RS);46;62;94
Viadutos (RS);147;227;128
Viamão (RS);270;75;51
Vicente Dutra (RS);194;90;86
Victor Graeff (RS);350;393;406
Vila Flores (RS);64;68;72
Vila Lângaro (RS);27;21;31
Vila Maria (RS);815;921;921
Vila Nova do Sul (RS);5;10;9
Vista Alegre (RS);124;128;160
Vista Alegre do Prata (RS);58;63;67
Vista Gaúcha (RS);263;308;344
Vitória das Missões (RS);126;147;208
Westfália (RS);130;37;39
Água Clara (MS);...;...;...
Alcinópolis (MS);...;...;...
Amambai (MS);157;91;175
Anastácio (MS);...;...;...
Anaurilândia (MS);28;...;...
Angélica (MS);114;2;...
Antônio João (MS);20;20;21
Aparecida do Taboado (MS);1056;15430;16253
Aquidauana (MS);...;...;...
Aral Moreira (MS);88;243;139
Bandeirantes (MS);235;149;299
Bataguassu (MS);70;550;400
Batayporã (MS);51;25;76
Bela Vista (MS);18;42;65
Bodoquena (MS);91;97;38
Bonito (MS);...;...;6
Brasilândia (MS);...;...;...
Caarapó (MS);...;...;...
Camapuã (MS);399;364;279
Campo Grande (MS);1346;713;924
Caracol (MS);...;...;228
Chapadão do Sul (MS);174;41;36
Corguinho (MS);15;...;...
Coronel Sapucaia (MS);...;...;160
Corumbá (MS);89;20;...
Costa Rica (MS);...;...;...
Coxim (MS);164;216;426
Deodápolis (MS);1574;1181;375
Dois Irmãos do Buriti (MS);5;5;3
Douradina (MS);43;79;65
Dourados (MS);2120;1535;1537
Fátima do Sul (MS);25;...;39
Figueirão (MS);...;...;...
Glória de Dourados (MS);12;3;...
Guia Lopes da Laguna (MS);218;278;228
Iguatemi (MS);45;29;38
Inocência (MS);22;102;80
Itaporã (MS);3141;3396;2738
Itaquiraí (MS);265;111;105
Ivinhema (MS);12;5;9
Japorã (MS);98;46;81
Jaraguari (MS);22;...;...
Jardim (MS);150;177;161
Jateí (MS);...;...;...
Ladário (MS);4;2;3
Laguna Carapã (MS);806;986;1072
Maracaju (MS);37;46;91
Miranda (MS);6;11;226
Mundo Novo (MS);4622;5799;3490
Naviraí (MS);...;...;...
Nioaque (MS);64;97;143
Nova Alvorada do Sul (MS);823;129;195
Nova Andradina (MS);117;210;253
Novo Horizonte do Sul (MS);...;24;15
Paraíso das Águas (MS);1;1;0
Paranaíba (MS);4494;1655;1634
Paranhos (MS);40;...;...
Pedro Gomes (MS);...;...;...
Ponta Porã (MS);1342;1347;1948
Ribas do Rio Pardo (MS);56;75;61
Rio Brilhante (MS);...;...;...
Rio Negro (MS);57;84;57
Rio Verde de Mato Grosso (MS);...;...;...
Rochedo (MS);186;204;14
Santa Rita do Pardo (MS);...;19;200
São Gabriel do Oeste (MS);...;...;...
Selvíria (MS);...;...;...
Sidrolândia (MS);2408;1117;1290
Sonora (MS);...;53;1013
Taquarussu (MS);80;74;67
Terenos (MS);7274;2597;4395
Três Lagoas (MS);225;255;342
Vicentina (MS);60;47;39
Acorizal (MT);490;417;75
Água Boa (MT);625;1644;4155
Alta Floresta (MT);5845;4581;5729
Alto Araguaia (MT);148;189;219
Alto Boa Vista (MT);89;97;53
Alto Garças (MT);2353;1072;2019
Alto Paraguai (MT);2214;4321;5990
Alto Taquari (MT);40;47;60
Apiacás (MT);378;360;383
Araguaiana (MT);117;68;72
Araputanga (MT);115;1200;720
Arenápolis (MT);182;124;114
Aripuanã (MT);1001;1554;1090
Barão de Melgaço (MT);12;16;4
Barra do Bugres (MT);2770;1040;1022
Barra do Garças (MT);354;296;355
Bom Jesus do Araguaia (MT);153;879;862
Brasnorte (MT);7197;2402;3145
Cáceres (MT);1999;1463;1883
Campinápolis (MT);484;224;318
Campo Verde (MT);15536;24923;28276
Campos de Júlio (MT);...;...;113
Canabrava do Norte (MT);226;156;126
Canarana (MT);14954;17335;24262
Carlinda (MT);2188;2745;3520
Castanheira (MT);243;466;201
Chapada dos Guimarães (MT);4691;3900;6903
Cláudia (MT);187;197;1728
Cocalinho (MT);411;370;430
Colíder (MT);1073;1073;967
Colniza (MT);1774;2380;1231
Comodoro (MT);346;454;378
Confresa (MT);1895;1783;1155
Conquista D'Oeste (MT);44;27;35
Cotriguaçu (MT);952;1271;795
Cuiabá (MT);14708;18255;11792
Curvelândia (MT);655;711;451
Denise (MT);193;1120;830
Diamantino (MT);1771;3379;3945
Dom Aquino (MT);309;300;338
Feliz Natal (MT);153;138;290
Figueirópolis D'Oeste (MT);885;997;975
Gaúcha do Norte (MT);39;144;134
General Carneiro (MT);956;882;1047
Glória D'Oeste (MT);730;682;555
Guarantã do Norte (MT);4407;4685;124
Guiratinga (MT);45;44;47
Indiavaí (MT);53;114;189
Ipiranga do Norte (MT);28;435;2004
Itanhangá (MT);3000;1677;610
Itaúba (MT);277;221;831
Itiquira (MT);26;37;56
Jaciara (MT);117;144;142
Jangada (MT);1680;1459;879
Jauru (MT);...;...;...
Juara (MT);37;39;1070
Juína (MT);2326;2163;2166
Juruena (MT);588;117;68
Juscimeira (MT);946;1193;4350
Lambari D'Oeste (MT);1717;1955;436
Lucas do Rio Verde (MT);13105;9800;11878
Luciara (MT);96;132;76
Vila Bela da Santíssima Trindade (MT);1153;1530;1189
Marcelândia (MT);384;372;161
Matupá (MT);...;35;1070
Mirassol d'Oeste (MT);1164;379;1459
Nobres (MT);1564;1604;1617
Nortelândia (MT);169;46;53
Nossa Senhora do Livramento (MT);15119;40762;63023
Nova Bandeirantes (MT);198;198;198
Nova Nazaré (MT);...;...;27
Nova Lacerda (MT);60;112;107
Nova Santa Helena (MT);1186;1027;1915
Nova Brasilândia (MT);...;...;...
Nova Canaã do Norte (MT);96;182;62
Nova Mutum (MT);6138;5127;2777
Nova Olímpia (MT);1764;2244;1234
Nova Ubiratã (MT);4508;3065;2919
Nova Xavantina (MT);1808;2290;2027
Novo Mundo (MT);84;67;120
Novo Horizonte do Norte (MT);22;20;...
Novo São Joaquim (MT);66;86;105
Paranaíta (MT);3984;3591;3727
Paranatinga (MT);149;116;248
Peixoto de Azevedo (MT);...;39;170
Planalto da Serra (MT);...;72;...
Poconé (MT);2771;1521;1574
Pontal do Araguaia (MT);166;131;117
Ponte Branca (MT);17;20;8
Pontes e Lacerda (MT);1054;938;836
Porto Alegre do Norte (MT);358;268;178
Porto dos Gaúchos (MT);266;243;110
Porto Esperidião (MT);2143;1025;1518
Porto Estrela (MT);...;10;209
Poxoréu (MT);2728;3832;3480
Primavera do Leste (MT);3285;9655;14407
Querência (MT);754;405;685
São José dos Quatro Marcos (MT);422;879;676
Reserva do Cabaçal (MT);288;159;155
Ribeirão Cascalheira (MT);304;247;567
Ribeirãozinho (MT);118;71;34
Rio Branco (MT);297;379;180
Santa Carmem (MT);270;241;110
Santo Afonso (MT);...;288;201
São José do Povo (MT);11;...;...
São José do Rio Claro (MT);95;99;43
São José do Xingu (MT);736;743;1061
São Pedro da Cipa (MT);...;...;...
Rondolândia (MT);28;30;45
Rondonópolis (MT);4148;4157;4755
Rosário Oeste (MT);32842;14868;5472
Santa Cruz do Xingu (MT);1225;964;103
Salto do Céu (MT);1690;1040;1796
Santa Rita do Trivelato (MT);232;201;351
Santa Terezinha (MT);105;130;16
Santo Antônio do Leste (MT);432;620;698
Santo Antônio do Leverger (MT);10208;10042;4424
São Félix do Araguaia (MT);182;4;6
Serra Nova Dourada (MT);418;4691;4208
Sinop (MT);2136;1733;2790
Sorriso (MT);132288;68931;44303
Tabaporã (MT);222;206;1469
Tangará da Serra (MT);429;1040;1186
Tapurah (MT);1345;845;822
Terra Nova do Norte (MT);978;974;601
Tesouro (MT);606;856;122
Torixoréu (MT);194;169;151
União do Sul (MT);...;...;...
Vale de São Domingos (MT);230;231;164
Várzea Grande (MT);66374;47815;12857
Vera (MT);1130;3834;2347
Vila Rica (MT);1150;803;497
Nova Guarita (MT);215;247;306
Nova Marilândia (MT);331;341;307
Nova Maringá (MT);426;456;77
Nova Monte Verde (MT);45;45;49
Abadia de Goiás (GO);758;50;48
Abadiânia (GO);741;640;632
Adelândia (GO);1433;252;281
Água Fria de Goiás (GO);2031;2722;2907
Água Limpa (GO);41;59;...
Águas Lindas de Goiás (GO);...;150;134
Alexânia (GO);735;662;652
Aloândia (GO);...;...;...
Alto Horizonte (GO);70;36;52
Alto Paraíso de Goiás (GO);1580;1974;1714
Amaralina (GO);28;63;64
Americano do Brasil (GO);125;104;125
Anápolis (GO);71;66;270
Anicuns (GO);371;218;174
Aparecida de Goiânia (GO);30;33;36
Araçu (GO);740;226;273
Aragarças (GO);66;56;56
Aragoiânia (GO);120;135;171
Araguapaz (GO);385;400;850
Arenópolis (GO);2830;1274;1246
Aruanã (GO);165;300;300
Aurilândia (GO);1903;...;...
Avelinópolis (GO);5;16;22
Baliza (GO);...;52;43
Barro Alto (GO);429;245;278
Bela Vista de Goiás (GO);1401;1313;1807
Bom Jardim de Goiás (GO);2755;682;648
Bom Jesus de Goiás (GO);299;324;470
Bonfinópolis (GO);2479;3520;3523
Brazabrantes (GO);7596;450;329
Britânia (GO);...;...;...
Buriti Alegre (GO);220;176;1296
Buriti de Goiás (GO);...;...;...
Buritinópolis (GO);...;...;...
Cabeceiras (GO);...;...;...
Cachoeira Alta (GO);2438;348;293
Cachoeira Dourada (GO);219;97;125
Caçu (GO);2986;1204;1464
Caldas Novas (GO);2021;2795;1979
Caldazinha (GO);133;148;136
Campestre de Goiás (GO);166;165;182
Campinorte (GO);...;...;...
Campo Alegre de Goiás (GO);248;...;...
Campo Limpo de Goiás (GO);62;62;54
Campos Verdes (GO);102;130;98
Carmo do Rio Verde (GO);32;81;52
Catalão (GO);70;191;58
Caturaí (GO);166;143;146
Cavalcante (GO);3301;3685;3975
Ceres (GO);...;...;...
Cezarina (GO);270;142;157
Cidade Ocidental (GO);1164;288;405
Cocalzinho de Goiás (GO);45;35;35
Colinas do Sul (GO);120;192;156
Córrego do Ouro (GO);...;...;73
Corumbá de Goiás (GO);677;639;746
Corumbaíba (GO);405;900;490
Cristianópolis (GO);287;447;738
Crixás (GO);660;762;908
Cromínia (GO);30;147;102
Damianópolis (GO);...;...;...
Damolândia (GO);...;70;71
Davinópolis (GO);...;...;...
Diorama (GO);...;...;...
Edealina (GO);64;100;70
Estrela do Norte (GO);83;85;90
Faina (GO);330;900;850
Fazenda Nova (GO);93;86;164
Firminópolis (GO);...;...;...
Flores de Goiás (GO);...;...;...
Formosa (GO);573;584;489
Formoso (GO);13;13;14
Gameleira de Goiás (GO);550;732;776
Goianápolis (GO);20;18;9
Goianésia (GO);340;407;1064
Goiânia (GO);1843;825;2293
Goianira (GO);12172;1049;1243
Goiás (GO);811;1160;1224
Goiatuba (GO);142;144;196
Gouvelândia (GO);7050;8822;7038
Guapó (GO);2505;1336;1338
Guaraíta (GO);649;18;5
Guarinos (GO);36;71;98
Heitoraí (GO);505;283;374
Hidrolândia (GO);534;496;753
Hidrolina (GO);549;557;630
Inaciolândia (GO);3118;5412;9602
Inhumas (GO);10499;6637;5096
Ipameri (GO);590;1586;260
Ipiranga de Goiás (GO);48;79;109
Iporá (GO);89;45;43
Israelândia (GO);295;63;24
Itaberaí (GO);2038;1189;1373
Itaguari (GO);512;176;219
Itaguaru (GO);125;109;112
Itajá (GO);25;23;...
Itapaci (GO);994;280;...
Itapirapuã (GO);105;127;106
Itapuranga (GO);1114;316;419
Itarumã (GO);149;...;...
Itauçu (GO);998;724;822
Itumbiara (GO);1616;1603;1826
Ivolândia (GO);...;45;75
Jandaia (GO);321;346;387
Jaraguá (GO);135;180;212
Jataí (GO);20;23;27
Jesúpolis (GO);...;...;40
Joviânia (GO);60;63;63
Jussara (GO);...;...;15
Lagoa Santa (GO);51;78;95
Leopoldo de Bulhões (GO);375;376;399
Luziânia (GO);1936;1491;1799
Mairipotaba (GO);32;39;394
Mambaí (GO);...;...;8
Mara Rosa (GO);326;304;564
Matrinchã (GO);349;620;740
Mimoso de Goiás (GO);...;...;106
Minaçu (GO);615;607;640
Moiporá (GO);233;254;238
Monte Alegre de Goiás (GO);...;...;...
Montividiu do Norte (GO);12;12;13
Morrinhos (GO);1687;2186;2878
Mossâmedes (GO);1424;1840;1920
Mozarlândia (GO);55;90;...
Mundo Novo (GO);1925;400;320
Nazário (GO);368;189;215
Nerópolis (GO);49;23;20
Niquelândia (GO);8502;6799;7101
Nova América (GO);10;...;...
Nova Crixás (GO);3393;5095;5637
Nova Glória (GO);96;...;11
Nova Roma (GO);...;...;...
Nova Veneza (GO);591;389;473
Novo Brasil (GO);275;48;48
Novo Planalto (GO);75;75;74
Orizona (GO);865;886;1042
Ouro Verde de Goiás (GO);41;22;15
Palmeiras de Goiás (GO);859;827;934
Palmelo (GO);...;...;...
Palminópolis (GO);259;218;251
Panamá (GO);112;126;115
Paranaiguara (GO);622;829;1259
Paraúna (GO);405;412;428
Petrolina de Goiás (GO);87;110;324
Pilar de Goiás (GO);...;...;...
Piracanjuba (GO);114;150;148
Piranhas (GO);665;14;14
Pirenópolis (GO);2153;1421;1332
Pires do Rio (GO);78;132;126
Planaltina (GO);1665;3676;1184
Pontalina (GO);648;469;454
Porangatu (GO);1162;1156;1143
Posse (GO);45;...;6
Quirinópolis (GO);2283;2132;2205
Rialma (GO);1788;1259;688
Rianápolis (GO);...;...;...
Rio Quente (GO);...;...;17
Rio Verde (GO);1360;1218;570
Rubiataba (GO);...;...;...
Sanclerlândia (GO);491;492;522
Santa Bárbara de Goiás (GO);255;220;230
Santa Cruz de Goiás (GO);228;252;334
Santa Fé de Goiás (GO);...;...;...
Santa Isabel (GO);31;30;5
Santa Rita do Novo Destino (GO);218;222;89
Santa Rosa de Goiás (GO);125;122;158
Santa Terezinha de Goiás (GO);165;180;175
Santo Antônio de Goiás (GO);37;33;37
São Francisco de Goiás (GO);257;193;213
São João d'Aliança (GO);...;...;...
São João da Paraúna (GO);1703;1122;1183
São Luís de Montes Belos (GO);1285;...;...
São Luiz do Norte (GO);85;60;75
São Miguel do Araguaia (GO);89;89;93
São Miguel do Passa Quatro (GO);795;933;1134
São Patrício (GO);10;40;6
São Simão (GO);247;...;...
Senador Canedo (GO);555;655;596
Silvânia (GO);722;762;814
Simolândia (GO);...;...;...
Sítio d'Abadia (GO);...;...;...
Taquaral de Goiás (GO);3647;400;478
Teresina de Goiás (GO);928;1085;1074
Terezópolis de Goiás (GO);57;22;1233
Três Ranchos (GO);38;63;65
Trindade (GO);3224;988;966
Trombas (GO);97;96;101
Turvânia (GO);1459;1641;2402
Uirapuru (GO);728;504;240
Uruaçu (GO);1878;2113;2286
Uruana (GO);599;548;578
Urutaí (GO);127;137;106
Varjão (GO);200;155;182
Vianópolis (GO);606;753;816
Vicentinópolis (GO);126;102;193
Vila Boa (GO);...;...;...
Vila Propício (GO);224;219;238
Brasília (DF);11352;10457;5875
Fonte: IBGE - Pesquisa da Pecuária Municipal;;;
