Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;;;;;;;;;;;;;;;
Nível;Cód.;Município;Produto das lavouras temporárias e permanentes x Ano x Variável;;;;;;;;;;;;;;
Nível;Cód.;Município;area_plantada14;area_colhida14;valor_prod14;area_plantada15;area_colhida15;valor_prod15;area_plantada16;area_colhida16;valor_prod16;area_plantada17;area_colhida17;valor_prod17;area_plantada18;area_colhida18;valor_prod18
MU;3511409;Cerqueira César (SP);20200;20200;107515;23480;23480;110152;25609;25609;170620;24549;24549;140577;26250;26250;150523
MU;3511508;Cerquilho (SP);2966;2966;12124;3267;3267;13807;6301;6301;34860;6753;6753;34461;6373;6373;25831
MU;3511607;Cesário Lange (SP);14342;14342;45720;16085;15965;68006;13788;13788;81874;14998;14998;62105;15228;15228;56682
MU;3511706;Charqueada (SP);11408;11408;34848;11459;11459;38951;11442;11442;42921;11442;11442;52117;10442;10442;45617
MU;3511904;Clementina (SP);5661;5661;18379;5718;5718;19600;6366;6366;37063;6576;6576;29697;7022;7022;31891
MU;3512001;Colina (SP);31709;31709;132225;33214;32309;146150;31447;31447;176750;36100;36095;223291;29253;29253;172435
MU;3512100;Colômbia (SP);53169;53169;231887;56168;56168;269333;56114;56114;341513;56013;55913;387801;54452;54452;430543
MU;3512209;Conchal (SP);8883;8474;25184;12858;12858;55833;13663;13663;135668;14423;14423;140554;14423;14423;150185
MU;3512308;Conchas (SP);1842;1842;8996;2891;2357;8350;2447;2447;10199;2669;2669;10422;3340;3340;33250
MU;3512407;Cordeirópolis (SP);11491;11491;67646;11239;11239;45614;11259;11259;86329;11554;11554;90914;11460;11460;88074
MU;3512506;Coroados (SP);14743;14743;38306;15105;15105;55871;15127;15127;72826;16782;16782;81056;17153;17103;68487
MU;3512605;Coronel Macedo (SP);21300;21300;67627;20503;20503;68527;19373;19373;85190;21340;21340;78812;18142;18142;60799
MU;3512704;Corumbataí (SP);4701;4701;16267;4258;4258;16958;4615;4615;22064;4563;4563;24316;4537;4537;24324
MU;3512803;Cosmópolis (SP);7316;7316;32799;7535;7535;32881;8882;8878;49937;8816;8816;50739;8739;8739;52858
MU;3512902;Cosmorama (SP);12848;12848;57601;11577;11577;54658;13389;13389;79091;22095;22095;155634;21707;21707;173920
MU;3513009;Cotia (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3513108;Cravinhos (SP);22772;22772;105979;23028;23028;93035;23060;23060;137170;22678;22678;116364;22690;22690;109302
MU;3513207;Cristais Paulista (SP);14345;14345;60359;14445;14445;66020;15672;15672;109598;15080;15080;105879;15435;15435;113466
MU;3513306;Cruzália (SP);19128;19128;41646;17823;17823;50558;10369;10369;25751;20396;19996;61357;19619;19619;58197
MU;3513405;Cruzeiro (SP);294;294;2415;294;294;1796;294;294;3656;294;294;3112;294;294;4372
MU;3513504;Cubatão (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3513603;Cunha (SP);3400;3400;4953;3412;3412;5245;3412;3412;5200;3421;3421;5533;1126;1126;1493
MU;3513702;Descalvado (SP);37170;37170;142431;36059;26059;117891;35959;35959;234312;42357;42357;285281;33186;33186;208612
MU;3513850;Dirce Reis (SP);2186;2186;9186;2126;2126;9237;2089;2089;11917;2143;2143;12992;2087;2087;11924
MU;3513900;Divinolândia (SP);4951;4951;61432;5401;5401;61432;6421;6421;87216;6922;6922;88857;6810;6810;74823
MU;3514007;Dobrada (SP);10429;10429;35094;10439;10439;48803;10464;10464;56672;10594;10594;58550;10576;10576;58890
MU;3514106;Dois Córregos (SP);40190;40190;157552;40426;40426;163055;40611;40611;208750;40653;40653;213241;41415;41415;200052
MU;3514205;Dolcinópolis (SP);2536;2536;13163;3328;3328;18856;3982;3982;35007;3648;3648;30955;3094;3094;34386
MU;3514304;Dourado (SP);7350;7350;27997;8200;8198;25410;9155;9153;46750;8028;8028;42038;6075;6075;27911
MU;3514403;Dracena (SP);15079;15079;49780;14806;14806;57452;14563;14563;71313;16470;16470;81971;16898;16888;76051
MU;3514502;Duartina (SP);1145;1145;6888;1067;1067;3623;1869;1869;30103;1994;1994;14358;1942;1942;17385
MU;3514601;Dumont (SP);9750;9750;48304;9472;9472;40861;9477;9477;48696;9177;9177;52688;9177;9177;49109
MU;3514700;Echaporã (SP);13916;13916;53682;13551;13551;63325;11974;11974;67839;13765;13760;73191;10086;10086;51640
MU;3514809;Eldorado (SP);4575;4575;61313;4671;4671;49435;5306;5306;76430;5306;5306;178113;5290;5290;147212
MU;3514908;Elias Fausto (SP);13238;13238;62953;13729;13729;72931;13744;13744;74671;13289;13289;88030;8285;8285;61999
MU;3514924;Elisiário (SP);6721;6721;33315;6526;6526;28983;6511;6511;33762;6341;6341;40470;6300;6300;31292
MU;3514957;Embaúba (SP);7166;7166;36437;6918;6918;35146;6839;6839;35454;6466;6466;37930;6571;6571;37859
MU;3515004;Embu das Artes (SP);...;...;...;...;...;...;...;...;...;-;-;-;...;...;...
MU;3515103;Embu-Guaçu (SP);...;...;...;5;5;169;...;...;...;...;...;...;9;9;341
MU;3515129;Emilianópolis (SP);5770;5770;21518;5808;5808;26885;6241;6241;36027;5757;5757;35500;6072;6072;34895
MU;3515152;Engenheiro Coelho (SP);4447;4447;22569;4312;4312;18177;5239;5239;41374;5701;5701;45966;5834;5834;51609
MU;3515186;Espírito Santo do Pinhal (SP);11989;11939;102312;12156;12156;123144;11933;11933;135866;10383;10383;70328;9678;9678;94502
MU;3515194;Espírito Santo do Turvo (SP);8165;8165;56475;9900;9900;35244;9105;9105;60520;8835;8835;61031;5650;5650;53627
MU;3515202;Estrela d'Oeste (SP);10750;10750;43897;10427;10427;51190;10411;10411;87918;10252;10252;76638;11891;11891;94541
MU;3515301;Estrela do Norte (SP);8695;8695;31363;7215;7215;33571;7705;7705;44368;7163;7163;40175;6383;6383;33662
MU;3515350;Euclides da Cunha Paulista (SP);7129;6629;30003;5167;5167;28953;7052;7052;30410;7949;7949;38621;9424;9424;87851
MU;3515400;Fartura (SP);9215;9215;43325;9215;9215;46893;9565;9565;78462;9565;9565;72008;9565;9565;68775
MU;3515509;Fernandópolis (SP);16764;16764;64053;15851;15851;65090;16771;16771;85801;16903;16903;103456;19707;19707;142544
MU;3515608;Fernando Prestes (SP);11301;11301;55547;11623;11623;57997;12406;12406;88590;13017;13017;130203;12979;12979;129168
MU;3515657;Fernão (SP);1439;1439;6686;2159;2159;7814;1323;1323;10227;1511;1511;14808;1533;1533;13681
MU;3515707;Ferraz de Vasconcelos (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3515806;Flora Rica (SP);6054;6054;21335;7109;7109;27524;7855;7855;27262;7563;7563;27736;7323;7323;31446
MU;3515905;Floreal (SP);5365;5365;20238;4605;4605;17762;4356;4356;18313;3661;3661;23179;3612;3612;28633
MU;3516002;Flórida Paulista (SP);21921;21921;90284;19109;19109;74964;18637;18637;75942;23895;23895;96326;17437;17437;74657
MU;3516101;Florínea (SP);21103;21103;65684;21531;21227;86014;22964;22964;87628;21530;21530;90119;21095;21095;88345
MU;3516200;Franca (SP);13128;13128;80169;13328;13328;62695;13743;13743;114539;15027;15027;79068;16563;16563;176835
MU;3516309;Francisco Morato (SP);-;-;-;-;-;-;19;19;360;19;19;79;19;19;59
MU;3516408;Franco da Rocha (SP);...;...;...;...;...;...;9;9;216;12;12;352;46;46;141
MU;3516507;Gabriel Monteiro (SP);4634;4634;16397;4028;4028;14384;3190;3190;19174;3796;3796;20693;6093;6093;29129
MU;3516606;Gália (SP);5720;5720;36581;5949;5937;35080;6534;6534;47727;6827;6827;54243;6968;6968;69217
MU;3516705;Garça (SP);17406;17406;75607;17694;17694;83221;18689;18689;98625;18365;18365;94614;17390;17390;139750
MU;3516804;Gastão Vidigal (SP);4352;4352;13098;5599;5599;21394;5781;5781;27028;6023;6023;30141;5976;5976;38928
MU;3516853;Gavião Peixoto (SP);13862;13662;68687;9478;9418;47427;9819;9819;64882;21182;21182;142688;11042;11042;74166
MU;3516903;General Salgado (SP);12025;12025;41540;10879;10879;38705;11151;11151;47268;16784;16784;75345;15898;15898;67133
MU;3517000;Getulina (SP);31464;31464;124657;28352;28352;116154;19291;19291;118481;26167;26167;163637;26342;26342;164195
MU;3517109;Glicério (SP);12966;12966;38962;10931;10924;35632;10789;10782;61910;9089;9082;42115;10256;10249;46872
MU;3517208;Guaiçara (SP);10800;10800;49950;10638;10638;41886;10681;10681;65337;9173;9173;63607;12493;12493;75350
MU;3517307;Guaimbê (SP);7066;7066;36596;6509;6314;31872;5624;5624;43617;5030;5030;50762;5631;5631;55226
MU;3517406;Guaíra (SP);106082;106082;364403;108904;108904;419361;105115;105115;533836;102804;102804;495026;105891;105891;524657
MU;3517505;Guapiaçu (SP);20966;20966;77812;21196;21196;95305;20131;20131;115381;21948;21948;129702;16743;16743;112328
MU;3517604;Guapiara (SP);16235;16235;337110;14923;14923;400120;13800;13800;290875;12269;12269;154037;12286;12286;156934
MU;3517703;Guará (SP);28268;28268;121121;28068;28068;115008;28108;28108;137517;28130;28130;141554;27973;27973;132469
MU;3517802;Guaraçaí (SP);25492;25492;117135;25660;25660;129492;27015;27015;175369;25300;25300;102092;28280;28280;176056
MU;3517901;Guaraci (SP);42624;42624;165305;42828;41928;181318;45065;45065;268962;46855;46855;286169;45073;45073;260396
MU;3518008;Guarani d'Oeste (SP);1719;1719;6569;1666;1666;7075;1934;1934;8994;1884;1884;10075;1823;1823;12130
MU;3518107;Guarantã (SP);12949;12949;61086;13746;13745;63393;13763;13753;89066;13879;12977;99196;14620;14620;148520
MU;3518206;Guararapes (SP);43530;43530;156452;59642;59642;201752;50160;50160;226711;50499;50499;240773;52019;52019;228310
MU;3518305;Guararema (SP);653;653;14505;719;719;20227;719;719;30521;735;735;18747;356;356;8878
MU;3518404;Guaratinguetá (SP);2890;2890;12792;2890;2890;13628;2380;2380;15278;2191;2191;11582;2311;2123;8656
MU;3518503;Guareí (SP);6074;6074;21362;6152;6152;29822;5525;5525;32149;5670;5670;33033;4516;4516;24972
MU;3518602;Guariba (SP);24883;24178;132452;24224;24224;107971;24404;24404;131487;24469;24469;138171;24469;24469;125157
MU;3518701;Guarujá (SP);5;5;50;10;9;113;5;5;7;...;...;...;13;12;18
MU;3518800;Guarulhos (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3518859;Guatapará (SP);25964;25964;113818;26578;26578;103041;26759;26759;146768;27506;27506;142489;26643;26643;124865
MU;3518909;Guzolândia (SP);2833;2833;11022;2505;2505;9793;3849;3849;18750;3902;3902;19376;4223;4223;19762
MU;3519006;Herculândia (SP);18195;18195;77421;15915;15915;78589;18990;18974;127358;18124;18124;107868;17278;17278;110752
MU;3519055;Holambra (SP);3066;3066;15359;2464;2464;9684;2150;2150;28640;2367;2367;21171;2180;2180;24939
MU;3519071;Hortolândia (SP);72;72;276;...;...;...;...;...;...;...;...;...;...;...;...
MU;3519105;Iacanga (SP);21391;21391;65950;21371;21371;65751;25787;25787;160136;26386;26386;196850;23614;23614;150494
MU;3519204;Iacri (SP);16377;16377;75009;13761;13761;69462;12561;12561;73323;13676;13676;68163;14595;14595;79780
MU;3519253;Iaras (SP);13242;13242;111152;10242;10242;86612;15067;15067;236870;16919;16919;165669;16337;16087;194355
MU;3519303;Ibaté (SP);16432;16432;63309;16452;16452;72885;19042;18968;110044;19984;19984;122296;15991;15991;90833
MU;3519402;Ibirá (SP);15970;15970;75305;15850;15850;77906;16056;16056;91748;16370;16370;101406;14822;14822;95006
MU;3519501;Ibirarema (SP);25240;25240;63071;26008;26006;76688;25811;25811;89349;27843;27843;93346;25780;25780;90228
MU;3519600;Ibitinga (SP);39089;39082;172005;39489;39340;177270;39169;39169;259552;38273;38273;289116;38396;38396;236133
MU;3519709;Ibiúna (SP);2342;2342;26754;2391;2391;30303;2753;2753;32487;2826;2826;31065;2826;2826;34525
MU;3519808;Icém (SP);8961;8961;39984;16445;16445;75665;14109;14109;85497;13254;13228;58960;12849;12823;45990
MU;3519907;Iepê (SP);36386;36386;96321;38448;38448;129751;35777;35777;148800;31499;31499;130567;31326;31326;120222
MU;3520004;Igaraçu do Tietê (SP);7328;7328;19248;7303;7303;23449;7308;7308;30071;7012;7012;28879;7026;7026;28127
MU;3520103;Igarapava (SP);29424;29424;117470;28980;28980;117296;30408;30408;165482;30955;30955;176997;30864;30864;164732
MU;3520202;Igaratá (SP);61;61;407;61;61;467;37;29;147;18;18;121;1;1;3
MU;3520301;Iguape (SP);2455;2455;74496;2451;2451;18573;2877;2877;59940;2890;2890;73957;3894;3894;62459
MU;3520400;Ilhabela (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3520442;Ilha Solteira (SP);18560;18260;69089;15362;15362;58118;18796;18796;98046;15549;15549;88130;17168;17168;91678
MU;3520509;Indaiatuba (SP);4378;4378;30026;4211;4211;30398;4601;4601;32934;4736;4736;38877;4365;4365;36096
MU;3520608;Indiana (SP);720;720;5184;711;711;4634;513;513;4080;621;621;4022;604;604;4937
MU;3520707;Indiaporã (SP);4881;4881;17414;5068;5068;22147;5040;5040;29835;7260;7260;45120;7321;7321;48359
MU;3520806;Inúbia Paulista (SP);3685;3685;15261;3852;3852;15772;3677;3677;15785;3072;3072;14693;3381;3381;15222
MU;3520905;Ipaussu (SP);13530;13530;64031;18546;18546;61525;19276;19276;74755;19246;19246;88548;15916;15916;74999
MU;3521002;Iperó (SP);2303;2303;9428;2988;2988;18543;2845;2845;31822;1977;1977;14568;1236;1148;16847
MU;3521101;Ipeúna (SP);5546;5546;14946;6145;6145;21398;6010;6010;21920;5800;5800;23776;5803;5803;28065
MU;3521150;Ipiguá (SP);3186;3186;15941;3739;3739;21705;3565;3545;26704;3496;3496;29034;3496;3496;28146
MU;3521200;Iporanga (SP);650;650;4994;537;537;2148;740;740;5071;738;738;6607;744;744;6755
MU;3521309;Ipuã (SP);39950;39950;155059;40728;40728;153363;40833;40833;191302;41837;41837;207051;40789;40789;190103
MU;3521408;Iracemápolis (SP);8848;8848;50216;8838;8838;44434;8818;8818;53950;8834;8834;51727;7767;7767;41578
MU;3521507;Irapuã (SP);16449;16449;83570;15067;15067;77453;15547;15547;131092;15655;15655;135286;16293;16293;142395
MU;3521606;Irapuru (SP);5218;5218;20459;4922;4922;20610;5002;5002;24030;4961;4961;21196;4830;4830;21981
MU;3521705;Itaberá (SP);97502;97502;304919;85215;85215;340125;92892;92892;485200;98541;98541;421851;86257;86257;382756
MU;3521804;Itaí (SP);51530;51530;225525;58280;58280;309496;59619;59619;371976;60180;60180;305968;62643;62643;321197
MU;3521903;Itajobi (SP);36528;36528;288050;35983;35983;253331;35975;35975;367757;27327;27327;316059;31954;31954;416539
MU;3522000;Itaju (SP);8085;8085;25669;10064;10064;36130;10495;10468;50655;9527;9524;40557;8887;8877;34109
MU;3522109;Itanhaém (SP);2856;2826;36878;2618;2618;36000;2791;2421;41610;2619;2619;83623;2796;2734;37196
MU;3522158;Itaoca (SP);110;110;1844;155;149;1601;124;124;1475;114;114;1252;144;144;1620
MU;3522208;Itapecerica da Serra (SP);...;...;...;...;...;...;...;...;...;-;-;-;...;...;...
MU;3522307;Itapetininga (SP);65023;65023;303275;65281;65281;420140;67921;66921;485004;62232;62232;414129;57385;57385;428484
MU;3522406;Itapeva (SP);106767;106767;601331;126805;126805;707900;154130;154130;1053861;172175;172175;874247;166205;166205;977479
MU;3522505;Itapevi (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3522604;Itapira (SP);12223;12223;51922;11219;11219;47638;11317;11317;63032;11563;11563;54967;8754;8754;49876
MU;3522653;Itapirapuã Paulista (SP);452;452;3906;178;178;1652;253;253;4132;209;209;2546;167;167;1797
MU;3522703;Itápolis (SP);62628;62628;273843;62708;62708;242883;60227;60227;300854;60534;60534;363181;53606;53606;355593
MU;3522802;Itaporanga (SP);10989;10989;22618;11994;11994;35957;24178;24178;93819;18669;18669;70803;16075;16075;61147
MU;3522901;Itapuí (SP);9741;9741;30480;10125;10125;31405;10405;10405;42623;10051;10051;40915;9454;9454;34209
MU;3523008;Itapura (SP);11193;11090;36180;13868;13868;64753;14189;14189;86682;13632;13632;77954;12226;12226;71432
MU;3523107;Itaquaquecetuba (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3523206;Itararé (SP);43135;43135;97784;34954;34954;132405;37607;37607;179538;36437;36437;156032;37791;37791;167566
MU;3523305;Itariri (SP);3910;3870;60297;3570;3390;51561;3978;3978;70482;3570;3391;95065;3107;3107;97714
MU;3523404;Itatiba (SP);2743;2743;38033;2657;2657;35243;2335;2335;37233;2360;2360;37714;2360;2360;47114
MU;3523503;Itatinga (SP);6415;6415;51284;8515;8515;41410;8292;8292;104419;9446;9446;84751;12642;12642;158180
MU;3523602;Itirapina (SP);9834;9833;31658;10063;10063;44010;9909;9909;53150;9761;9761;49632;8828;8828;47401
MU;3523701;Itirapuã (SP);2779;2779;28281;2943;2943;13638;2700;2700;23924;3140;3140;12772;4680;4680;41206
MU;3523800;Itobi (SP);10194;10194;47135;9691;9691;86064;8041;8041;78146;8041;8041;46125;5246;5246;26999
MU;3523909;Itu (SP);2697;2697;10801;2792;2792;12942;2614;2614;12402;2514;2514;14507;2550;2550;15107
MU;3524006;Itupeva (SP);1821;1821;8577;1403;1403;7554;1365;1365;11568;1390;1390;5970;712;712;4445
MU;3524105;Ituverava (SP);58796;58796;238320;59720;59720;250878;60266;60266;316994;59966;59966;323785;59946;59946;319545
MU;3524204;Jaborandi (SP);23479;23479;85519;24257;24257;96936;24892;24892;126356;23745;23745;114598;22436;22436;117458
MU;3524303;Jaboticabal (SP);67680;67577;383501;64645;64645;292350;64743;64743;367901;70964;70964;437601;70993;70993;415112
MU;3524402;Jacareí (SP);152;152;3059;128;128;3779;63;57;2640;66;65;1738;63;46;1457
MU;3524501;Jaci (SP);7256;7256;30127;7271;7271;38093;7510;7510;57220;9597;9597;71011;7217;7217;54531
MU;3524600;Jacupiranga (SP);3216;3216;63447;3161;3161;64802;3547;3547;138319;3526;3526;165124;3351;3351;128611
MU;3524709;Jaguariúna (SP);4897;4897;19158;4797;4797;23891;4830;4830;27823;3796;3796;22749;3696;3696;24426
MU;3524808;Jales (SP);6081;6081;57166;7246;7246;67698;7143;7143;85654;7215;7215;82022;7600;7600;110092
MU;3524907;Jambeiro (SP);77;77;176;57;57;230;25;25;192;74;74;180;74;74;457
MU;3525003;Jandira (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3525102;Jardinópolis (SP);38519;38519;188271;31406;31406;145324;32795;32795;188343;32825;32825;188394;32701;32701;177998
MU;3525201;Jarinu (SP);1171;1171;14305;906;906;12030;906;906;15334;706;706;9454;598;598;9932
MU;3525300;Jaú (SP);45724;45722;125952;47624;47605;143107;47811;47750;186858;48590;48590;192304;48148;47584;184504
MU;3525409;Jeriquara (SP);10274;10274;53346;10616;10616;51718;11116;11116;86301;10365;10365;49063;10616;10616;62900
MU;3525508;Joanópolis (SP);134;134;3226;188;188;3497;229;229;3398;298;298;3789;328;328;4763
MU;3525607;João Ramalho (SP);27701;27701;103587;31738;31738;128092;31002;31002;149685;26708;26708;160832;14963;14963;69722
MU;3525706;José Bonifácio (SP);43997;43997;134101;43920;43920;152764;46674;46674;248801;55207;55207;269063;48924;48924;235250
MU;3525805;Júlio Mesquita (SP);1853;1853;17784;1898;1898;9975;2089;2089;13495;2140;2140;14815;2112;2112;14910
MU;3525854;Jumirim (SP);610;610;2649;610;610;3044;610;610;3609;610;610;3506;610;610;2921
MU;3525904;Jundiaí (SP);2408;2408;45288;2142;2142;50157;2283;2283;62837;2430;2430;63824;2453;2453;71901
MU;3526001;Junqueirópolis (SP);31698;31698;94185;30558;30558;143423;25015;25015;108600;26623;26604;133218;27937;27908;125319
MU;3526100;Juquiá (SP);3235;3235;185814;3050;3050;38169;3595;3595;102082;3525;3525;94712;3457;3457;70784
MU;3526209;Juquitiba (SP);...;...;...;...;...;...;...;...;...;-;-;-;...;...;...
MU;3526308;Lagoinha (SP);250;250;198;240;240;280;336;336;1754;343;343;2263;226;226;1414
MU;3526407;Laranjal Paulista (SP);160;160;1017;3160;3160;9303;7580;7580;39452;7580;7580;36536;8724;8724;40470
MU;3526506;Lavínia (SP);20247;20247;74319;19340;19340;72604;20238;20238;104692;20040;20040;90679;24126;24126;121850
MU;3526605;Lavrinhas (SP);75;75;457;75;75;393;59;59;519;59;59;470;59;59;538
MU;3526704;Leme (SP);28426;28123;101150;28437;28437;145514;30295;30295;177866;26888;26888;160320;26888;26888;157663
MU;3526803;Lençóis Paulista (SP);46472;46472;133648;39436;39436;126366;38715;38715;172398;38891;38891;274409;37557;37557;239865
MU;3526902;Limeira (SP);20864;20769;103342;20608;20608;105355;17462;17462;125629;17452;17452;122214;16679;16665;105670
MU;3527009;Lindóia (SP);222;222;1500;214;214;1289;225;225;2922;226;226;2425;229;229;2581
MU;3527108;Lins (SP);32527;32503;120720;32354;32354;130511;33598;33526;190696;33416;33416;173644;34396;34396;209535
MU;3527207;Lorena (SP);470;470;1608;510;510;1863;550;550;2269;35;35;131;20;20;52
MU;3527256;Lourdes (SP);3936;3936;11174;5469;5469;17512;5531;5531;26669;5643;5643;21521;4864;4864;24096
MU;3527306;Louveira (SP);569;569;27514;568;568;29829;556;556;30902;568;568;27733;567;567;42232
MU;3527405;Lucélia (SP);8195;8195;31070;7860;7860;33252;8006;8006;34745;8007;8007;34968;7907;7907;33053
MU;3527504;Lucianópolis (SP);1733;1733;11426;1964;1964;9226;4350;4350;88746;5163;5163;64564;5428;5428;85872
MU;3527603;Luís Antônio (SP);30036;30036;131856;32258;32258;151714;29623;29623;159140;43567;43567;254485;44967;44967;233763
MU;3527702;Luiziânia (SP);5464;5464;20499;6453;6453;21984;5871;5871;34567;6338;6338;29709;7071;7071;33808
MU;3527801;Lupércio (SP);3263;3263;18262;4882;3772;14196;3439;3439;15793;2881;2881;14679;3205;3205;18015
MU;3527900;Lutécia (SP);24316;24316;77383;24273;24273;90422;23750;23750;91770;16614;16614;92354;16934;16934;95727
