mun;ano;estabelecimentos
Mg-Turmalina;2002;35
Mg-Turvolandia;2002;2
Mg-Uba;2002;472
Mg-Ubai;2002;2
Mg-Ubaporanga;2002;7
Mg-Uberaba;2002;700
Mg-Uberlandia;2002;1006
Mg-Umburatiba;2002;1
Mg-Unai;2002;104
Mg-Uniao de Minas;2002;2
Mg-Uruana de Minas;2002;1
Mg-Urucania;2002;7
Mg-Urucuia;2002;2
Mg-Vargem Alegre;2002;3
Mg-Vargem Bonita;2002;2
Mg-Vargem Grande do Rio Pardo;2002;0
Mg-Varginha;2002;282
Mg-Varjao de Minas;2002;4
Mg-Varzea da Palma;2002;54
Mg-Varzelandia;2002;1
Mg-Vazante;2002;24
Mg-Verdelandia;2002;1
Mg-Veredinha;2002;0
Mg-Verissimo;2002;6
Mg-Vermelho Novo;2002;2
Mg-Vespasiano;2002;70
Mg-Vicosa;2002;142
Mg-Vieiras;2002;0
Mg-Mathias Lobato;2002;2
Mg-Virgem da Lapa;2002;5
Mg-Virginia;2002;11
Mg-Virginopolis;2002;8
Mg-Virgolandia;2002;1
Mg-Visconde do Rio Branco;2002;136
Mg-Volta Grande;2002;7
Mg-Wenceslau Braz;2002;7
Mg-Abadia dos Dourados;2003;9
Mg-Abaete;2003;39
Mg-Abre Campo;2003;11
Mg-Acaiaca;2003;3
Mg-Acucena;2003;3
Mg-Agua Boa;2003;3
Mg-Agua Comprida;2003;3
Mg-Aguanil;2003;6
Mg-Aguas Formosas;2003;4
Mg-Aguas Vermelhas;2003;4
Mg-Aimores;2003;38
Mg-Aiuruoca;2003;8
Mg-Alagoa;2003;1
Mg-Albertina;2003;3
Mg-Alem Paraiba;2003;50
Mg-Alfenas;2003;143
Mg-Alfredo Vasconcelos;2003;6
Mg-Almenara;2003;26
Mg-Alpercata;2003;9
Mg-Alpinopolis;2003;46
Mg-Alterosa;2003;15
Mg-Alto Caparao;2003;2
Mg-Alto Rio Doce;2003;3
Mg-Alvarenga;2003;1
Mg-Alvinopolis;2003;20
Mg-Alvorada de Minas;2003;2
Mg-Amparo do Serra;2003;1
Mg-Andradas;2003;161
Mg-Cachoeira de Pajeu;2003;15
Mg-Andrelandia;2003;19
Mg-Angelandia;2003;0
Mg-Antonio Carlos;2003;10
Mg-Antonio Dias;2003;8
Mg-Antonio Prado de Minas;2003;2
Mg-Aracai;2003;6
Mg-Aracitaba;2003;0
Mg-Aracuai;2003;31
Mg-Araguari;2003;253
Mg-Arantina;2003;2
Mg-Araponga;2003;2
Mg-Arapora;2003;7
Mg-Arapua;2003;1
Mg-Araujos;2003;87
Mg-Araxa;2003;176
Mg-Arceburgo;2003;21
Mg-Arcos;2003;135
Mg-Areado;2003;19
Mg-Argirita;2003;4
Mg-Aricanduva;2003;1
Mg-Arinos;2003;14
Mg-Astolfo Dutra;2003;68
Mg-Ataleia;2003;6
Mg-Augusto de Lima;2003;4
Mg-Baependi;2003;59
Mg-Baldim;2003;18
Mg-Bambui;2003;37
Mg-Bandeira;2003;2
Mg-Bandeira do Sul;2003;9
Mg-Barao de Cocais;2003;34
Mg-Barao de Monte Alto;2003;5
Mg-Barbacena;2003;187
Mg-Barra Longa;2003;6
Mg-Barroso;2003;38
Mg-Bela Vista de Minas;2003;6
Mg-Belmiro Braga;2003;13
Mg-Belo Horizonte;2003;4977
Mg-Belo Oriente;2003;14
Mg-Belo Vale;2003;12
Mg-Berilo;2003;3
Mg-Bertopolis;2003;1
Mg-Berizal;2003;2
Mg-Betim;2003;517
Mg-Bias Fortes;2003;3
Mg-Bicas;2003;53
Mg-Biquinhas;2003;6
Mg-Boa Esperanca;2003;24
Mg-Bocaina de Minas;2003;7
Mg-Bocaiuva;2003;57
Mg-Bom Despacho;2003;127
Mg-Bom Jardim de Minas;2003;13
Mg-Bom Jesus da Penha;2003;3
Mg-Bom Jesus do Amparo;2003;7
Mg-Bom Jesus do Galho;2003;4
Mg-Bom Repouso;2003;5
Mg-Bom Sucesso;2003;22
Mg-Bonfim;2003;8
Mg-Bonfinopolis de Minas;2003;3
Mg-Bonito de Minas;2003;0
Mg-Borda da Mata;2003;94
Mg-Botelhos;2003;19
Mg-Botumirim;2003;3
Mg-Brasilandia de Minas;2003;10
Mg-Brasilia de Minas;2003;6
Mg-Bras Pires;2003;3
Mg-Braunas;2003;1
Mg-Brazopolis;2003;24
Mg-Brumadinho;2003;49
Mg-Bueno Brandao;2003;24
Mg-Buenopolis;2003;11
Mg-Bugre;2003;1
Mg-Buritis;2003;11
Mg-Buritizeiro;2003;14
Mg-Cabeceira Grande;2003;7
Mg-Cabo Verde;2003;17
Mg-Cachoeira da Prata;2003;15
Mg-Cachoeira de Minas;2003;30
Mg-Cachoeira Dourada;2003;1
Mg-Caetanopolis;2003;16
Mg-Caete;2003;43
Mg-Caiana;2003;1
Mg-Cajuri;2003;5
Mg-Caldas;2003;41
Mg-Camacho;2003;4
Mg-Camanducaia;2003;56
Mg-Cambui;2003;93
Mg-Cambuquira;2003;22
Mg-Campanario;2003;3
Mg-Campanha;2003;71
Mg-Campestre;2003;39
Mg-Campina Verde;2003;26
Mg-Campo Azul;2003;0
Mg-Campo Belo;2003;164
Mg-Campo do Meio;2003;18
Mg-Campo Florido;2003;5
Mg-Campos Altos;2003;20
Mg-Campos Gerais;2003;33
Mg-Canaa;2003;2
Mg-Canapolis;2003;9
Mg-Cana Verde;2003;6
Mg-Candeias;2003;43
Mg-Cantagalo;2003;2
Mg-Caparao;2003;1
Mg-Capela Nova;2003;5
Mg-Capelinha;2003;41
Mg-Capetinga;2003;21
Mg-Capim Branco;2003;9
Mg-Capinopolis;2003;25
Mg-Capitao Andrade;2003;3
Mg-Capitao Eneas;2003;8
Mg-Capitolio;2003;28
Mg-Caputira;2003;3
Mg-Carai;2003;7
Mg-Caranaiba;2003;2
Mg-Carandai;2003;29
Mg-Carangola;2003;64
Mg-Caratinga;2003;108
Mg-Carbonita;2003;8
Mg-Careacu;2003;24
Mg-Carlos Chagas;2003;18
Mg-Carmesia;2003;0
Mg-Carmo da Cachoeira;2003;13
Mg-Carmo da Mata;2003;32
Mg-Carmo de Minas;2003;11
Mg-Carmo do Cajuru;2003;119
Mg-Carmo do Paranaiba;2003;45
Mg-Carmo do Rio Claro;2003;46
Mg-Carmopolis de Minas;2003;35
Mg-Carneirinho;2003;12
Mg-Carrancas;2003;5
Mg-Carvalhopolis;2003;3
Mg-Carvalhos;2003;3
Mg-Casa Grande;2003;1
Mg-Cascalho Rico;2003;1
Mg-Cassia;2003;52
Mg-Conceicao da Barra de Minas;2003;2
Mg-Cataguases;2003;163
Mg-Catas Altas;2003;3
Mg-Catas Altas da Noruega;2003;3
Mg-Catuji;2003;2
Mg-Catuti;2003;1
Mg-Caxambu;2003;43
Mg-Cedro do Abaete;2003;1
Mg-Central de Minas;2003;8
Mg-Centralina;2003;8
Mg-Chacara;2003;1
Mg-Chale;2003;2
Mg-Chapada do Norte;2003;4
Mg-Chapada Gaucha;2003;0
Mg-Chiador;2003;1
Mg-Cipotanea;2003;4
Mg-Claraval;2003;10
Mg-Claro dos Pocoes;2003;2
Mg-Claudio;2003;164
Mg-Coimbra;2003;9
Mg-Coluna;2003;7
Mg-Comendador Gomes;2003;2
Mg-Comercinho;2003;4
Mg-Conceicao da Aparecida;2003;8
Mg-Conceicao das Pedras;2003;5
Mg-Conceicao das Alagoas;2003;25
Mg-Conceicao de Ipanema;2003;0
Mg-Conceicao do Mato Dentro;2003;7
Mg-Conceicao do Para;2003;9
Mg-Conceicao do Rio Verde;2003;20
Mg-Conceicao dos Ouros;2003;76
Mg-Conego Marinho;2003;0
Mg-Confins;2003;12
Mg-Congonhal;2003;30
Mg-Congonhas;2003;45
Mg-Congonhas do Norte;2003;1
Mg-Conquista;2003;10
Mg-Conselheiro Lafaiete;2003;143
Mg-Conselheiro Pena;2003;29
Mg-Consolacao;2003;2
Mg-Contagem;2003;1382
Mg-Coqueiral;2003;5
Mg-Coracao de Jesus;2003;13
Mg-Cordisburgo;2003;6
Mg-Cordislandia;2003;4
Mg-Corinto;2003;33
Mg-Coroaci;2003;3
Mg-Coromandel;2003;39
Mg-Coronel Fabriciano;2003;125
Mg-Coronel Murta;2003;11
Mg-Coronel Pacheco;2003;7
Mg-Coronel Xavier Chaves;2003;8
Mg-Corrego Danta;2003;1
Mg-Corrego do Bom Jesus;2003;1
Mg-Corrego Fundo;2003;94
Mg-Corrego Novo;2003;4
Mg-Couto de Magalhaes de Minas;2003;4
Mg-Crisolita;2003;2
Mg-Cristais;2003;45
Mg-Cristalia;2003;1
Mg-Cristiano Otoni;2003;12
Mg-Cristina;2003;16
Mg-Crucilandia;2003;9
Mg-Cruzeiro da Fortaleza;2003;4
Mg-Cruzilia;2003;44
Mg-Cuparaque;2003;0
Mg-Curral de Dentro;2003;8
Mg-Curvelo;2003;131
Mg-Datas;2003;5
Mg-Delfim Moreira;2003;16
Mg-Delfinopolis;2003;2
Mg-Delta;2003;7
Mg-Descoberto;2003;20
Mg-Desterro de Entre Rios;2003;7
Mg-Desterro do Melo;2003;3
Mg-Diamantina;2003;58
Mg-Diogo de Vasconcelos;2003;1
Mg-Dionisio;2003;3
Mg-Divinesia;2003;6
Mg-Divino;2003;10
Mg-Divino das Laranjeiras;2003;3
Mg-Divinolandia de Minas;2003;3
Mg-Divinopolis;2003;1113
Mg-Divisa Alegre;2003;4
Mg-Divisa Nova;2003;6
Mg-Divisopolis;2003;3
Mg-Dom Bosco;2003;0
Mg-Dom Cavati;2003;6
Mg-Dom Joaquim;2003;2
Mg-Dom Silverio;2003;19
Mg-Dom Vicoso;2003;0
Mg-Dona Eusebia;2003;14
Mg-Dores de Campos;2003;71
Mg-Dores de Guanhaes;2003;4
Mg-Dores do Indaia;2003;34
Mg-Dores do Turvo;2003;2
Mg-Doresopolis;2003;2
Mg-Douradoquara;2003;2
Mg-Durande;2003;3
Mg-Eloi Mendes;2003;53
Mg-Engenheiro Caldas;2003;15
Mg-Engenheiro Navarro;2003;7
Mg-Entre Folhas;2003;2
Mg-Entre Rios de Minas;2003;22
Mg-Ervalia;2003;31
Mg-Esmeraldas;2003;49
Mg-Espera Feliz;2003;28
Mg-Espinosa;2003;23
Mg-Espirito Santo do Dourado;2003;6
Mg-Estiva;2003;16
Mg-Estrela Dalva;2003;2
Mg-Estrela do Indaia;2003;5
Mg-Estrela do Sul;2003;8
Mg-Eugenopolis;2003;41
Mg-Ewbank da Camara;2003;7
Mg-Extrema;2003;85
Mg-Fama;2003;2
Mg-Faria Lemos;2003;6
Mg-Felicio dos Santos;2003;0
Mg-Sao Goncalo do Rio Preto;2003;1
Mg-Felisburgo;2003;0
Mg-Felixlandia;2003;33
Mg-Fernandes Tourinho;2003;1
Mg-Ferros;2003;6
Mg-Fervedouro;2003;7
Mg-Florestal;2003;8
Mg-Formiga;2003;291
Mg-Formoso;2003;3
Mg-Fortaleza de Minas;2003;7
Mg-Fortuna de Minas;2003;15
Mg-Francisco Badaro;2003;2
Mg-Francisco Dumont;2003;14
Mg-Francisco Sa;2003;17
Mg-Franciscopolis;2003;1
Mg-Frei Gaspar;2003;2
Mg-Frei Inocencio;2003;5
Mg-Frei Lagonegro;2003;0
Mg-Fronteira;2003;8
Mg-Fronteira dos Vales;2003;1
Mg-Fruta de Leite;2003;0
Mg-Frutal;2003;89
Mg-Funilandia;2003;8
Mg-Galileia;2003;11
Mg-Gameleiras;2003;0
Mg-Glaucilandia;2003;0
Mg-Goiabeira;2003;1
Mg-Goiana;2003;3
Mg-Goncalves;2003;9
Mg-Gonzaga;2003;1
Mg-Gouveia;2003;30
Mg-Governador Valadares;2003;493
Mg-Grao Mogol;2003;6
Mg-Grupiara;2003;3
Mg-Guanhaes;2003;37
Mg-Guape;2003;18
Mg-Guaraciaba;2003;9
Mg-Guaraciama;2003;0
Mg-Guaranesia;2003;49
Mg-Guarani;2003;26
Mg-Guarara;2003;13
Mg-Guarda-Mor;2003;5
Mg-Guaxupe;2003;188
Mg-Guidoval;2003;50
Mg-Guimarania;2003;5
Mg-Guiricema;2003;17
Mg-Gurinhata;2003;7
Mg-Heliodora;2003;14
Mg-Iapu;2003;4
Mg-Ibertioga;2003;4
Mg-Ibia;2003;20
Mg-Ibiai;2003;1
Mg-Ibiracatu;2003;0
Mg-Ibiraci;2003;9
Mg-Ibirite;2003;104
Mg-Ibitiura de Minas;2003;6
Mg-Ibituruna;2003;2
Mg-Icarai de Minas;2003;0
Mg-Igarape;2003;42
Mg-Igaratinga;2003;66
Mg-Iguatama;2003;10
Mg-Ijaci;2003;20
Mg-Ilicinea;2003;14
Mg-Imbe de Minas;2003;2
Mg-Inconfidentes;2003;53
Mg-Indaiabira;2003;2
Mg-Indianopolis;2003;4
Mg-Ingai;2003;3
Mg-Inhapim;2003;18
Mg-Inhauma;2003;22
Mg-Inimutaba;2003;9
Mg-Ipaba;2003;6
Mg-Ipanema;2003;31
Mg-Ipatinga;2003;329
Mg-Ipiacu;2003;2
Mg-Ipuiuna;2003;11
Mg-Irai de Minas;2003;6
Mg-Itabira;2003;144
Mg-Itabirinha;2003;4
Mg-Itabirito;2003;86
Mg-Itacambira;2003;2
Mg-Itacarambi;2003;5
Mg-Itaguara;2003;38
Mg-Itaipe;2003;2
Mg-Itajuba;2003;212
Mg-Itamarandiba;2003;22
Mg-Itamarati de Minas;2003;11
Mg-Itambacuri;2003;19
Mg-Itambe do Mato Dentro;2003;1
Mg-Itamogi;2003;12
Mg-Itamonte;2003;40
Mg-Itanhandu;2003;51
Mg-Itanhomi;2003;11
Mg-Itaobim;2003;18
Mg-Itapagipe;2003;15
Mg-Itapecerica;2003;58
Mg-Itapeva;2003;18
Mg-Itatiaiucu;2003;15
Mg-Itau de Minas;2003;29
Mg-Itauna;2003;281
Mg-Itaverava;2003;5
Mg-Itinga;2003;5
Mg-Itueta;2003;12
Mg-Ituiutaba;2003;149
Mg-Itumirim;2003;2
Mg-Iturama;2003;29
Mg-Itutinga;2003;7
Mg-Jaboticatubas;2003;23
Mg-Jacinto;2003;2
Mg-Jacui;2003;10
Mg-Jacutinga;2003;364
Mg-Jaguaracu;2003;3
Mg-Jaiba;2003;3
Mg-Jampruca;2003;2
Mg-Janauba;2003;78
Mg-Januaria;2003;43
Mg-Japaraiba;2003;10
Mg-Japonvar;2003;1
Mg-Jeceaba;2003;3
Mg-Jenipapo de Minas;2003;0
Mg-Jequeri;2003;6
Mg-Jequitai;2003;1
Mg-Jequitiba;2003;7
Mg-Jequitinhonha;2003;11
Mg-Jesuania;2003;7
Mg-Joaima;2003;4
Mg-Joanesia;2003;0
Mg-Joao Monlevade;2003;119
Mg-Joao Pinheiro;2003;64
Mg-Joaquim Felicio;2003;8
Mg-Jordania;2003;1
Mg-Jose Goncalves de Minas;2003;0
Mg-Jose Raydan;2003;4
Mg-Josenopolis;2003;1
Mg-Nova Uniao;2003;8
Mg-Juatuba;2003;35
Mg-Juiz de Fora;2003;1245
Mg-Juramento;2003;3
Mg-Juruaia;2003;38
Mg-Juvenilia;2003;0
Mg-Ladainha;2003;2
Mg-Lagamar;2003;8
Mg-Lagoa da Prata;2003;102
Mg-Lagoa dos Patos;2003;1
Mg-Lagoa Dourada;2003;15
Mg-Lagoa Formosa;2003;33
Mg-Lagoa Grande;2003;8
Mg-Lagoa Santa;2003;83
Mg-Lajinha;2003;7
Mg-Lambari;2003;63
Mg-Lamim;2003;0
Mg-Laranjal;2003;19
Mg-Lassance;2003;3
Mg-Lavras;2003;201
Mg-Leandro Ferreira;2003;10
Mg-Leme do Prado;2003;2
Mg-Leopoldina;2003;82
Mg-Liberdade;2003;11
Mg-Lima Duarte;2003;34
Mg-Limeira do Oeste;2003;8
Mg-Lontra;2003;0
Mg-Luisburgo;2003;0
Mg-Luislandia;2003;1
Mg-Luminarias;2003;12
Mg-Luz;2003;44
Mg-Machacalis;2003;1
Mg-Machado;2003;70
Mg-Madre de Deus de Minas;2003;5
Mg-Malacacheta;2003;11
Mg-Mamonas;2003;0
Mg-Manga;2003;4
Mg-Manhuacu;2003;109
Mg-Manhumirim;2003;35
Mg-Mantena;2003;54
Mg-Maravilhas;2003;33
Mg-Mar de Espanha;2003;71
Mg-Maria da Fe;2003;14
Mg-Mariana;2003;35
Mg-Marilac;2003;2
Mg-Mario Campos;2003;8
Mg-Maripa de Minas;2003;15
Mg-Marlieria;2003;32
Mg-Marmelopolis;2003;8
Mg-Martinho Campos;2003;40
Mg-Martins Soares;2003;3
Mg-Mata Verde;2003;1
Mg-Materlandia;2003;1
Mg-Mateus Leme;2003;52
Mg-Matias Barbosa;2003;25
Mg-Matias Cardoso;2003;2
Mg-Matipo;2003;11
Mg-Mato Verde;2003;6
Mg-Matozinhos;2003;106
Mg-Matutina;2003;8
Mg-Medeiros;2003;2
Mg-Medina;2003;31
Mg-Mendes Pimentel;2003;4
Mg-Merces;2003;17
Mg-Mesquita;2003;3
Mg-Minas Novas;2003;13
Mg-Minduri;2003;6
Mg-Mirabela;2003;4
Mg-Miradouro;2003;7
Mg-Mirai;2003;41
Mg-Miravania;2003;0
Mg-Moeda;2003;6
Mg-Moema;2003;16
Mg-Monjolos;2003;2
Mg-Monsenhor Paulo;2003;17
Mg-Montalvania;2003;2
Mg-Monte Alegre de Minas;2003;14
Mg-Monte Azul;2003;12
Mg-Monte Belo;2003;12
Mg-Monte Carmelo;2003;103
Mg-Monte Formoso;2003;0
Mg-Monte Santo de Minas;2003;48
Mg-Montes Claros;2003;438
Mg-Monte Siao;2003;525
Mg-Montezuma;2003;4
Mg-Morada Nova de Minas;2003;8
Mg-Morro da Garca;2003;3
Mg-Morro do Pilar;2003;3
Mg-Munhoz;2003;4
Mg-Muriae;2003;405
Mg-Mutum;2003;24
Mg-Muzambinho;2003;52
Mg-Nacip Raydan;2003;2
Mg-Nanuque;2003;53
Mg-Naque;2003;2
Mg-Natalandia;2003;0
Mg-Natercia;2003;10
Mg-Nazareno;2003;11
Mg-Nepomuceno;2003;20
Mg-Ninheira;2003;3
Mg-Nova Belem;2003;4
Mg-Nova Era;2003;22
Mg-Nova Lima;2003;124
Mg-Nova Modica;2003;2
Mg-Nova Ponte;2003;15
Mg-Nova Porteirinha;2003;5
Mg-Nova Resende;2003;18
Mg-Nova Serrana;2003;739
Mg-Novo Cruzeiro;2003;2
Mg-Novo Oriente de Minas;2003;1
Mg-Novorizonte;2003;1
Mg-Olaria;2003;0
Mg-Olhos-D Agua;2003;4
Mg-Olimpio Noronha;2003;2
Mg-Oliveira;2003;100
Mg-Oliveira Fortes;2003;5
Mg-Onca de Pitangui;2003;2
Mg-Oratorios;2003;2
Mg-Orizania;2003;1
Mg-Ouro Branco;2003;51
Mg-Ouro Fino;2003;136
Mg-Ouro Preto;2003;82
Mg-Ouro Verde de Minas;2003;1
Mg-Padre Carvalho;2003;0
Mg-Padre Paraiso;2003;11
Mg-Paineiras;2003;9
Mg-Pains;2003;63
Mg-Pai Pedro;2003;0
Mg-Paiva;2003;1
Mg-Palma;2003;9
Mg-Palmopolis;2003;1
Mg-Papagaios;2003;204
Mg-Paracatu;2003;86
Mg-Para de Minas;2003;232
Mg-Paraguacu;2003;67
Mg-Paraisopolis;2003;25
Mg-Paraopeba;2003;77
Mg-Passabem;2003;0
Mg-Passa Quatro;2003;42
Mg-Passa Tempo;2003;18
Mg-Passa-Vinte;2003;1
Mg-Passos;2003;317
Mg-Patis;2003;0
Mg-Patos de Minas;2003;326
Mg-Patrocinio;2003;130
Mg-Patrocinio do Muriae;2003;23
Mg-Paula Candido;2003;12
Mg-Paulistas;2003;2
Mg-Pavao;2003;3
Mg-Pecanha;2003;27
Mg-Pedra Azul;2003;15
Mg-Pedra Bonita;2003;0
Mg-Pedra do Anta;2003;1
Mg-Pedra do Indaia;2003;10
Mg-Pedra Dourada;2003;2
Mg-Pedralva;2003;20
Mg-Pedras de Maria da Cruz;2003;0
Mg-Pedrinopolis;2003;1
Mg-Pedro Leopoldo;2003;147
Mg-Pedro Teixeira;2003;1
Mg-Pequeri;2003;13
Mg-Pequi;2003;2
Mg-Perdigao;2003;74
Mg-Perdizes;2003;22
Mg-Perdoes;2003;64
Mg-Periquito;2003;2
Mg-Pescador;2003;2
Mg-Piau;2003;6
Mg-Piedade de Caratinga;2003;5
Mg-Piedade de Ponte Nova;2003;7
Mg-Piedade do Rio Grande;2003;6
Mg-Piedade dos Gerais;2003;3
Mg-Pimenta;2003;5
Mg-Pingo-D Agua;2003;1
Mg-Pintopolis;2003;2
Mg-Piracema;2003;8
Mg-Pirajuba;2003;3
Mg-Piranga;2003;8
Mg-Pirangucu;2003;7
Mg-Piranguinho;2003;19
Mg-Pirapetinga;2003;16
Mg-Pirapora;2003;67
Mg-Pirauba;2003;43
Mg-Pitangui;2003;66
Mg-Piumhi;2003;50
Mg-Planura;2003;8
Mg-Poco Fundo;2003;44
Mg-Pocos de Caldas;2003;356
Mg-Pocrane;2003;3
Mg-Pompeu;2003;87
Mg-Ponte Nova;2003;109
Mg-Ponto Chique;2003;0
Mg-Ponto dos Volantes;2003;2
Mg-Porteirinha;2003;15
Mg-Porto Firme;2003;12
Mg-Pote;2003;4
Mg-Pouso Alegre;2003;287
Mg-Pouso Alto;2003;15
Mg-Prados;2003;27
Mg-Prata;2003;24
Mg-Pratapolis;2003;21
Mg-Pratinha;2003;1
Mg-Presidente Bernardes;2003;1
Mg-Presidente Juscelino;2003;8
Mg-Presidente Kubitschek;2003;0
Mg-Presidente Olegario;2003;19
Mg-Alto Jequitiba;2003;5
Mg-Prudente de Morais;2003;14
Mg-Quartel Geral;2003;8
Mg-Queluzito;2003;0
Mg-Raposos;2003;6
Mg-Raul Soares;2003;23
Mg-Recreio;2003;24
Mg-Reduto;2003;4
Mg-Resende Costa;2003;33
Mg-Resplendor;2003;20
Mg-Ressaquinha;2003;10
Mg-Riachinho;2003;2
Mg-Riacho dos Machados;2003;2
Mg-Ribeirao das Neves;2003;98
Mg-Ribeirao Vermelho;2003;9
Mg-Rio Acima;2003;9
Mg-Rio Casca;2003;31
Mg-Rio Doce;2003;3
Mg-Rio do Prado;2003;1
Mg-Rio Espera;2003;2
Mg-Rio Manso;2003;11
Mg-Rio Novo;2003;27
Mg-Rio Paranaiba;2003;12
Mg-Rio Pardo de Minas;2003;14
Mg-Rio Piracicaba;2003;6
Mg-Rio Pomba;2003;59
Mg-Rio Preto;2003;2
Mg-Rio Vermelho;2003;2
Mg-Ritapolis;2003;7
Mg-Rochedo de Minas;2003;7
Mg-Rodeiro;2003;48
Mg-Romaria;2003;3
Mg-Rosario da Limeira;2003;5
Mg-Rubelita;2003;3
Mg-Rubim;2003;3
Mg-Sabara;2003;113
Mg-Sabinopolis;2003;8
Mg-Sacramento;2003;59
Mg-Salinas;2003;44
Mg-Salto da Divisa;2003;5
Mg-Santa Barbara;2003;30
Mg-Santa Barbara do Leste;2003;3
Mg-Santa Barbara do Monte Verde;2003;3
Mg-Santa Barbara do Tugurio;2003;5
Mg-Santa Cruz de Minas;2003;27
Mg-Santa Cruz de Salinas;2003;1
Mg-Santa Cruz do Escalvado;2003;4
Mg-Santa Efigenia de Minas;2003;0
Mg-Santa Fe de Minas;2003;2
Mg-Santa Helena de Minas;2003;2
Mg-Santa Juliana;2003;11
Mg-Santa Luzia;2003;164
Mg-Santa Margarida;2003;4
Mg-Santa Maria de Itabira;2003;8
Mg-Santa Maria do Salto;2003;2
Mg-Santa Maria do Suacui;2003;16
Mg-Santana da Vargem;2003;10
Mg-Santana de Cataguases;2003;13
Mg-Santana de Pirapama;2003;7
Mg-Santana do Deserto;2003;12
Mg-Santana do Garambeu;2003;2
Mg-Santana do Jacare;2003;9
Mg-Santana do Manhuacu;2003;5
Mg-Santana do Paraiso;2003;20
Mg-Santana do Riacho;2003;2
Mg-Santana dos Montes;2003;0
Mg-Santa Rita de Caldas;2003;13
Mg-Santa Rita de Jacutinga;2003;5
Mg-Santa Rita de Minas;2003;9
Mg-Santa Rita de Ibitipoca;2003;5
Mg-Santa Rita do Itueto;2003;4
Mg-Santa Rita do Sapucai;2003;145
Mg-Santa Rosa da Serra;2003;3
Mg-Santa Vitoria;2003;27
Mg-Santo Antonio do Amparo;2003;11
Mg-Santo Antonio do Aventureiro;2003;2
Mg-Santo Antonio do Grama;2003;1
Mg-Santo Antonio do Itambe;2003;1
Mg-Santo Antonio do Jacinto;2003;2
Mg-Santo Antonio do Monte;2003;116
Mg-Santo Antonio do Retiro;2003;0
Mg-Santo Antonio do Rio Abaixo;2003;0
Mg-Santo Hipolito;2003;2
Mg-Santos Dumont;2003;64
Mg-Sao Bento Abade;2003;3
Mg-Sao Bras do Suacui;2003;10
Mg-Sao Domingos das Dores;2003;3
Mg-Sao Domingos do Prata;2003;25
Mg-Sao Felix de Minas;2003;1
Mg-Sao Francisco;2003;12
Mg-Sao Francisco de Paula;2003;8
Mg-Sao Francisco de Sales;2003;14
Mg-Sao Francisco do Gloria;2003;4
Mg-Sao Geraldo;2003;36
Mg-Sao Geraldo da Piedade;2003;0
Mg-Sao Geraldo do Baixio;2003;1
Mg-Sao Goncalo do Abaete;2003;5
Mg-Sao Goncalo do Para;2003;64
Mg-Sao Goncalo do Rio Abaixo;2003;5
Mg-Sao Goncalo do Sapucai;2003;49
Mg-Sao Gotardo;2003;43
Mg-Sao Joao Batista do Gloria;2003;19
Mg-Sao Joao da Lagoa;2003;3
Mg-Sao Joao da Mata;2003;7
Mg-Sao Joao da Ponte;2003;2
Mg-Sao Joao das Missoes;2003;1
Mg-Sao Joao Del Rei;2003;232
Mg-Sao Joao do Manhuacu;2003;5
Mg-Sao Joao do Manteninha;2003;13
Mg-Sao Joao do Oriente;2003;8
Mg-Sao Joao do Pacui;2003;0
Mg-Sao Joao do Paraiso;2003;19
Mg-Sao Joao Evangelista;2003;13
Mg-Sao Joao Nepomuceno;2003;170
Mg-Sao Joaquim de Bicas;2003;51
Mg-Sao Jose da Barra;2003;11
Mg-Sao Jose da Lapa;2003;29
Mg-Sao Jose da Safira;2003;6
Mg-Sao Jose da Varginha;2003;0
Mg-Sao Jose do Alegre;2003;7
Mg-Sao Jose do Divino;2003;1
Mg-Sao Jose do Goiabal;2003;7
Mg-Sao Jose do Jacuri;2003;2
Mg-Sao Jose do Mantimento;2003;2
Mg-Sao Lourenco;2003;114
Mg-Sao Miguel do Anta;2003;7
Mg-Sao Pedro da Uniao;2003;3
Mg-Sao Pedro dos Ferros;2003;14
Mg-Sao Pedro do Suacui;2003;4
Mg-Sao Romao;2003;1
Mg-Sao Roque de Minas;2003;6
Mg-Sao Sebastiao da Bela Vista;2003;16
Mg-Sao Sebastiao da Vargem Alegre;2003;4
Mg-Sao Sebastiao do Anta;2003;0
Mg-Sao Sebastiao do Maranhao;2003;3
Mg-Sao Sebastiao do Oeste;2003;10
Mg-Sao Sebastiao do Paraiso;2003;176
Mg-Sao Sebastiao do Rio Preto;2003;0
Mg-Sao Sebastiao do Rio Verde;2003;3
Mg-Sao Tiago;2003;45
Mg-Sao Tomas de Aquino;2003;12
Mg-Sao Thome das Letras;2003;91
Mg-Sao Vicente de Minas;2003;23
Mg-Sapucai-Mirim;2003;16
Mg-Sardoa;2003;1
Mg-Sarzedo;2003;20
Mg-Setubinha;2003;0
Mg-Sem-Peixe;2003;1
Mg-Senador Amaral;2003;1
Mg-Senador Cortes;2003;3
Mg-Senador Firmino;2003;9
Mg-Senador Jose Bento;2003;3
Mg-Senador Modestino Goncalves;2003;2
Mg-Senhora de Oliveira;2003;3
Mg-Senhora do Porto;2003;0
Mg-Senhora dos Remedios;2003;6
Mg-Sericita;2003;2
Mg-Seritinga;2003;2
Mg-Serra Azul de Minas;2003;3
Mg-Serra da Saudade;2003;0
Mg-Serra dos Aimores;2003;3
